team_id,gw,position,multiplier,player_id,web_name
49759,8,5,1,491,Livramento
49759,8,6,2,233,Salah
49759,8,7,1,115,Brownhill
49759,8,8,1,289,Greenwood
49759,8,9,1,450,Dennis
49759,8,10,1,413,Antonio
49759,8,11,1,529,Lukaku
49759,8,12,0,54,Steele
49759,8,13,0,127,Rüdiger
49759,8,14,0,240,Jota
49759,8,15,0,196,Raphinha
49759,9,1,1,69,Sánchez
49759,9,2,1,67,White
49759,9,3,1,127,Rüdiger
49759,9,4,1,237,Alexander-Arnold
49759,9,5,1,491,Livramento
49759,9,6,1,96,Mbeumo
49759,9,7,2,233,Salah
49759,9,8,1,196,Raphinha
49759,9,9,1,141,Havertz
49759,9,10,1,413,Antonio
49759,9,11,1,357,Kane
49759,9,12,0,54,Steele
49759,9,13,0,119,Azpilicueta
49759,9,14,0,450,Dennis
49759,9,15,0,115,Brownhill
49759,10,1,1,69,Sánchez
49759,10,2,1,491,Livramento
49759,10,3,1,127,Rüdiger
49759,10,4,1,237,Alexander-Arnold
49759,10,5,1,115,Brownhill
49759,10,6,2,233,Salah
49759,10,7,1,196,Raphinha
49759,10,8,1,141,Havertz
49759,10,9,1,78,Toney
49759,10,10,1,413,Antonio
49759,10,11,1,357,Kane
49759,10,12,0,54,Steele
49759,10,13,0,119,Azpilicueta
49759,10,14,0,96,Mbeumo
49759,10,15,0,67,White
49759,11,1,1,69,Sánchez
49759,11,2,1,67,White
49759,11,3,1,127,Rüdiger
49759,11,4,1,237,Alexander-Arnold
49759,11,5,1,96,Mbeumo
49759,11,6,2,233,Salah
49759,11,7,1,196,Raphinha
49759,11,8,1,141,Havertz
49759,11,9,1,78,Toney
49759,11,10,1,413,Antonio
49759,11,11,1,357,Kane
49759,11,12,0,54,Steele
49759,11,13,0,119,Azpilicueta
49759,11,14,0,491,Livramento
49759,11,15,0,115,Brownhill
49759,12,1,1,54,Steele
49759,12,2,1,142,James
49759,12,3,1,127,Rüdiger
49759,12,4,1,237,Alexander-Arnold
49759,12,5,1,491,Livramento
49759,12,6,1,96,Mbeumo
49759,12,7,2,233,Salah
49759,12,8,1,240,Jota
49759,12,9,1,78,Toney
49759,12,10,1,413,Antonio
