chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,second_name,selected_by_percent,status,team_id,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM
,,469249,0,0,-1,1,0,3,-0.5,-1.5,0,Nohan,0.0,600,False,,,44,469249.jpg,0.0,Kenneh,0.0,a,10,2,0,2572,24,2183,22,0.0,0.0,Kenneh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,593,226,587,227,563,223,596,227,,,,,,,,0.0,-0.45454545454545453
,,473342,0,0,-2,2,0,3,-0.5,-1.5,0,Stuart,0.0,601,False,,,43,473342.jpg,1.0,McKinstry,0.4,a,10,2,1,72587,851,46066,1293,0.0,0.2,McKinstry,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,577,215,472,216,537,208,581,216,,,,,,,30.0,0.23255813953488372,-0.23255813953488372
0.0,0.0,477547,0,0,0,0,0,2,0.0,0.0,0,Leo Fuhr,0.2,608,False,Knee injury - Expected back 12 Mar,2022-02-18 10:00:16.983282,40,477547.jpg,1.0,Hjelde,0.0,i,10,2,2,2919,31,2495,157,0.0,0.5,Hjelde,148,0,0,0,5,0,0,0,0,0,0,0,29,45.6,12.8,2.0,6.1,399,153,397,147,420,159,427,155,,,,,,,1.2162162162162162,0.25,-0.25
,,450529,0,0,0,0,0,3,-0.5,-1.5,0,Lewis,0.0,624,False,,,45,450529.jpg,1.0,Bate,0.0,a,10,2,1,131178,32,128726,35,0.0,0.2,Bate,42,0,0,0,2,0,0,0,0,0,0,0,2,4.8,1.8,0.0,0.7,469,201,438,206,623,249,484,209,,,,,,,2.142857142857143,0.2222222222222222,-0.2222222222222222
,,492374,0,0,0,0,0,3,-0.5,-1.5,0,Jack,0.0,631,False,,,45,492374.jpg,0.0,Jenkins,0.0,a,10,2,0,695,29,564,14,0.0,0.0,Jenkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,661,265,657,266,641,264,661,265,,,,,,,,0.0,-0.4444444444444444
,,513852,0,0,0,0,0,2,-0.5,-1.5,0,Kris,0.0,657,False,,,40,513852.jpg,0.0,Moore,0.0,a,10,2,0,21416,78,20986,44,0.0,0.0,Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,561,218,549,218,512,209,565,218,,,,,,,,0.0,-0.5
,,547701,0,0,0,0,0,3,-0.5,-1.5,0,Archie,0.0,658,False,,,45,547701.jpg,0.0,Gray,0.0,a,10,2,0,893,71,465,53,0.0,0.0,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,666,270,662,271,647,269,666,270,,,,,,,,0.0,-0.4444444444444444
100.0,100.0,15157,0,0,-1,1,0,3,0.0,3.5,1,James,0.5,221,False,,2021-10-24 22:30:12.756359,49,15157.jpg,1.6,Milner,0.1,a,11,14,28,11629,30,16907,120,0.1,5.7,Milner,622,0,1,3,5,0,0,0,2,0,0,1,137,173.0,194.3,63.0,43.1,261,107,145,90,297,153,250,115,4.0,,,,1.0,,4.051446945337621,0.32653061224489793,-0.08163265306122447
100.0,100.0,56979,0,0,0,0,2,3,0.0,7.5,10,Jordan,2.5,222,False,,2022-02-10 23:30:16.889257,50,56979.jpg,3.5,Henderson,1.8,a,11,14,81,438355,3548,376930,5794,0.5,16.2,Henderson,1735,2,5,8,18,0,0,0,3,0,0,9,356,386.0,486.6,205.0,107.5,88,32,20,15,148,81,54,37,,,,,,,4.2017291066282425,0.7,0.3
100.0,100.0,60706,0,0,-2,2,0,1,0.0,2.5,0,Adrián,0.0,223,False,,2021-12-15 13:30:15.854764,43,60706.jpg,0.0,San Miguel del Castillo,0.2,a,11,14,0,8371,31,19236,71,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,570,73,560,54,527,42,574,73,,,,,,,,0.0,-0.46511627906976744
100.0,100.0,60914,0,0,-1,1,2,2,0.0,18.1,14,Joel,7.8,224,False,,2022-01-21 12:00:20.316489,49,60914.jpg,4.5,Matip,3.1,a,11,14,94,721784,8550,553245,10425,1.6,19.2,Matip,1890,1,1,11,16,0,0,0,1,0,0,4,478,418.8,128.1,316.0,86.4,73,27,196,49,89,7,102,16,,,,,,,4.476190476190476,0.9183673469387754,0.5102040816326531
100.0,100.0,61558,0,0,-2,2,0,3,0.0,6.5,4,Thiago,2.0,225,False,,2021-12-31 15:00:19.250362,53,61558.jpg,2.6,Alcántara do Nascimento,0.5,a,11,14,39,75312,634,134950,654,0.4,7.4,Thiago,890,1,1,7,3,0,0,0,1,0,0,1,196,229.6,221.6,236.0,69.0,218,85,125,81,130,72,153,81,,,,,,,3.943820224719101,0.4905660377358491,0.11320754716981134
0.0,0.0,68312,0,0,-1,1,0,3,0.0,0.0,0,Xherdan,0.0,226,False,Transferred to Lyon,2021-08-23 16:30:10.979411,59,68312.jpg,0.0,Shaqiri,0.0,u,11,14,0,574,0,7663,6,0.0,0.0,Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,703,290,701,290,700,290,703,290,,,,,,,,0.0,-0.3389830508474576
100.0,100.0,81880,0,0,-2,2,0,3,0.0,3.5,2,Alex,0.5,227,False,,2022-02-07 22:30:15.342268,58,81880.jpg,2.5,Oxlade-Chamberlain,0.2,a,11,14,42,34655,159,31741,598,0.1,7.2,Chamberlain,777,2,1,3,7,0,0,0,0,0,0,2,148,162.8,170.0,208.0,54.0,273,110,163,100,147,80,214,101,,,,,,,4.864864864864865,0.4310344827586207,0.08620689655172414
50.0,100.0,92217,0,0,-3,3,1,4,0.0,3.5,0,Roberto,0.5,228,False,Muscle injury - 50% chance of playing,2022-02-19 20:00:13.769498,87,92217.jpg,3.3,Firmino,3.2,d,11,14,49,731804,980,999619,29042,0.1,5.6,Firmino,748,4,3,4,8,0,0,0,2,0,0,5,203,249.4,177.4,326.0,75.4,191,21,158,24,84,31,136,28,,,,,,,5.89572192513369,0.37931034482758624,0.14942528735632182
100.0,100.0,97032,0,0,2,-2,4,2,0.0,17.5,14,Virgil,7.5,229,True,,2021-12-17 00:30:15.250441,67,97032.jpg,5.4,van Dijk,17.8,a,11,14,130,1675085,22030,1478226,31220,1.1,19.4,van Dijk,2160,3,2,14,17,0,0,0,2,0,0,9,586,564.0,116.1,330.0,101.0,17,4,206,52,79,3,66,6,,,3.0,,,,5.416666666666666,0.8059701492537313,0.5074626865671642
100.0,100.0,110979,0,0,-3,3,2,3,0.0,16.9,26,Sadio,7.2,230,True,,2022-01-01 17:00:19.036734,117,110979.jpg,5.5,Mané,3.2,a,11,14,126,690789,14270,793686,13809,0.6,10.8,Mané,1956,11,4,11,19,0,0,0,2,0,0,5,365,569.4,458.1,1183.0,221.0,15,7,29,22,2,2,3,3,,,,,,,5.7975460122699385,0.47008547008547014,0.29914529914529914
100.0,100.0,116535,0,0,0,0,1,1,0.0,16.1,11,Alisson,6.8,231,False,,2022-01-02 21:00:20.996540,60,116535.jpg,4.8,Ramses Becker,7.7,a,11,14,114,734448,7022,753803,11494,1.1,19.0,Alisson,2160,0,1,13,18,1,0,0,0,0,48,8,516,483.6,10.0,0.0,49.3,42,12,414,9,702,81,228,12,,,,,,,4.75,0.7999999999999999,0.4666666666666666
100.0,100.0,116643,0,0,-1,1,0,3,0.0,10.5,3,Fabio Henrique,4.0,232,False,,2021-12-17 00:30:15.262752,54,116643.jpg,3.8,Tavares,1.5,a,11,14,72,181972,2483,144639,12669,0.7,13.3,Fabinho,1611,4,1,10,14,0,0,0,4,0,0,6,333,381.6,208.8,281.0,87.2,92,34,134,85,102,59,97,58,,,4.0,,3.0,,4.022346368715084,0.7037037037037036,0.33333333333333326
100.0,100.0,118748,0,0,6,-6,7,3,0.0,18.5,28,Mohamed,8.0,233,True,,2022-01-01 17:00:19.047525,131,118748.jpg,8.7,Salah,56.4,a,11,14,209,5251793,142737,4806282,89018,0.6,16.0,Salah,2083,19,11,12,19,0,0,1,1,0,0,25,620,1007.6,685.7,1640.0,333.6,1,1,4,3,1,1,1,1,,,2.0,,2.0,,9.030244839174268,0.6641221374045801,0.5114503816793893
100.0,100.0,122798,0,0,2,-2,3,2,0.0,15.5,13,Andrew,6.5,234,True,,2021-12-19 21:00:16.052287,72,122798.jpg,6.2,Robertson,7.0,a,11,14,118,1063843,11645,580735,37036,0.9,16.4,Robertson,1664,1,10,10,16,0,0,0,4,1,0,16,508,467.8,639.5,246.0,135.4,48,15,7,2,121,16,31,3,2.0,,,,,,6.382211538461538,0.8611111111111112,0.5833333333333334
100.0,100.0,152760,0,0,-2,2,0,4,0.0,3.5,2,Divock,0.5,235,False,,2021-12-11 17:00:18.448794,48,152760.jpg,3.2,Origi,1.0,a,11,14,16,163074,3595,207279,1383,0.1,3.3,Origi,71,2,0,0,0,0,0,0,0,0,0,3,64,72.0,4.1,124.0,19.8,373,48,427,58,207,47,357,49,,,,,,,20.281690140845072,0.6666666666666667,0.25000000000000006
100.0,100.0,157882,0,0,-4,4,0,3,0.0,3.5,1,Takumi,0.5,236,False,,2021-12-31 15:00:19.291927,51,157882.jpg,1.9,Minamino,0.1,a,11,14,19,14156,50,21013,264,0.1,3.7,Minamino,88,2,0,0,0,0,0,0,1,0,0,0,62,72.6,18.3,60.0,15.0,372,154,379,188,302,156,382,168,,,,,,,19.431818181818183,0.37254901960784315,-0.01960784313725492
100.0,100.0,169187,0,0,10,-10,5,2,0.0,11.5,6,Trent,4.5,237,True,,2022-01-10 00:00:12.679276,85,169187.jpg,7.0,Alexander-Arnold,45.7,a,11,14,162,3973277,11154,2635806,79695,0.5,19.1,Alexander-Arnold,2043,2,10,13,17,0,0,0,1,0,0,28,655,650.4,1047.5,385.0,208.6,6,1,1,1,65,2,5,1,1.0,,1.0,,,,7.136563876651983,0.8235294117647058,0.5882352941176471
100.0,100.0,171287,0,0,-3,3,0,2,0.0,3.5,2,Joseph,0.5,238,False,,2022-02-07 22:30:15.386633,47,171287.jpg,1.2,Gomez,0.4,a,11,14,6,18930,153,61578,178,0.1,1.3,Gomez,105,0,0,0,2,0,0,0,0,0,0,0,30,23.8,20.3,2.0,4.6,428,162,371,132,427,162,435,158,,,,,,,5.142857142857142,0.2553191489361702,-0.1702127659574468
100.0,100.0,175592,0,0,0,0,1,3,0.0,4.9,2,Naby,1.2,239,False,,2022-01-01 17:00:19.078320,50,175592.jpg,3.0,Keita,0.2,a,11,14,39,47771,147,57851,260,0.2,7.8,Keita,677,2,1,5,4,0,0,0,1,0,0,2,156,212.0,149.9,161.0,52.5,233,91,176,107,180,98,217,103,,,,,,,5.1846381093057605,0.6,0.2
50.0,25.0,194634,0,0,9,-9,2,3,0.0,2.7,0,Diogo,4.2,240,True,Ankle injury - 50% chance of playing,2022-02-16 23:00:18.672553,84,194634.jpg,5.5,Jota,22.7,d,11,14,126,5916639,3370,4920712,328505,0.5,15.0,Jota,1654,12,3,11,14,0,0,0,1,0,0,5,352,541.6,377.1,998.0,190.8,24,11,53,37,5,3,8,6,,,,,,,6.856106408706167,0.6547619047619048,0.41666666666666663
0.0,0.0,197464,0,0,-3,3,0,2,0.0,0.0,0,Nathaniel,0.0,241,False,Joined Bournemouth on loan until the end of the season - Expected back 01 Jul,2021-12-10 12:30:13.078968,42,197464.jpg,0.0,Phillips,0.1,u,11,14,0,4620,0,23222,61,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,567,221,556,221,521,213,571,221,,,,,,,,0.0,-0.47619047619047616
100.0,100.0,200720,0,0,-2,2,0,1,0.0,2.5,0,Caoimhin,0.0,242,False,,2021-10-26 17:00:11.009904,43,200720.jpg,4.0,Kelleher,0.1,a,11,14,8,13826,59,16870,136,0.0,1.9,Kelleher,180,0,0,1,2,0,0,0,0,0,6,0,52,46.2,0.0,0.0,4.6,397,32,566,58,533,46,433,32,,,,,,,4.0,0.9302325581395349,0.46511627906976744
,,204716,0,0,-4,4,0,2,0.0,2.5,0,Ibrahima,0.0,243,False,,,51,204716.jpg,3.0,Konaté,1.1,a,11,14,21,86970,686,244468,1346,0.0,4.1,Konaté,630,0,0,3,7,0,0,0,2,0,0,0,135,139.0,13.4,12.0,16.4,298,112,394,145,387,143,372,136,,,,,,,3.0,0.5882352941176471,0.19607843137254904
100.0,100.0,206915,0,0,0,0,0,3,0.0,4.5,3,Curtis,1.0,244,False,,2021-12-17 00:30:15.285003,50,206915.jpg,3.1,Jones,0.1,a,11,14,31,47530,47,47619,153,0.2,6.2,Jones,635,1,1,3,7,0,0,0,0,0,0,3,140,134.4,119.5,142.0,39.7,301,127,202,120,195,105,258,119,,,,,,,4.393700787401575,0.62,0.22000000000000003
,,214285,0,0,-3,3,0,2,0.0,4.9,5,Konstantinos,1.2,245,False,,,37,214285.jpg,3.8,Tsimikas,11.3,a,11,14,38,1968097,20345,2859278,15798,0.3,10.3,Tsimikas,668,0,2,4,4,0,0,0,2,0,0,2,159,164.2,277.8,113.0,55.6,268,102,88,17,222,55,207,67,3.0,,,,,,5.119760479041916,1.027027027027027,0.4864864864864864
0.0,0.0,215136,0,0,-2,2,0,2,0.0,0.0,0,Neco,0.0,246,False,Joined Fulham on loan until the end of the season - Expected back 01 Jul,2022-02-01 00:30:12.032224,38,215136.jpg,4.0,Williams,0.6,u,11,14,4,76418,0,108759,993,0.0,1.1,N.Williams,7,0,1,0,0,0,0,0,0,0,0,0,17,18.2,11.1,2.0,3.1,440,168,405,149,418,157,447,165,,,,,,,51.42857142857142,1.0526315789473684,0.5263157894736842
0.0,0.0,219937,0,0,-1,1,0,2,0.0,0.0,0,Rhys,0.0,247,False,Joined Swansea City on a season-long loan - Expected back 01 Jul,2021-08-31 17:30:14.206064,44,219937.jpg,0.0,Williams,0.0,u,11,14,0,468,0,4450,2,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,583,226,578,226,551,222,586,226,,,,,,,,0.0,-0.45454545454545453
0.0,0.0,152898,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,248,False,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-17 07:00:07.417581,40,152898.jpg,0.0,Davies,0.1,u,11,14,0,1080,0,24715,35,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,519,189,507,189,468,178,523,189,,,,,,,,0.0,-0.5
100.0,100.0,444884,0,0,-2,2,0,3,0.0,2.9,0,Harvey,0.2,506,False,,2021-09-12 22:00:15.178405,53,444884.jpg,2.0,Elliott,0.1,a,11,14,10,41431,301,45052,923,0.0,1.9,Elliott,280,0,0,2,1,0,0,0,0,0,0,0,39,30.6,94.2,83.0,20.8,424,182,232,137,265,137,353,161,5.0,,,,,,3.214285714285714,0.37735849056603776,0.0
0.0,0.0,182436,0,0,0,0,0,3,0.0,0.0,0,Ben,0.0,553,False,Joined Hearts on a season-long loan - Expected back 01 Jul,2021-08-23 23:30:16.182158,45,182436.jpg,0.0,Woodburn,0.0,u,11,14,0,2273,0,3134,3,0.0,0.0,Woodburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,607,230,603,231,584,228,609,231,,,,,,,,0.0,-0.4444444444444444
,,440148,0,0,0,0,0,3,0.0,2.5,0,Tyler,0.0,620,False,,,45,440148.jpg,0.5,Morton,0.0,a,11,14,1,718,11,590,8,0.0,0.2,Morton,65,0,0,0,1,0,0,0,1,0,0,0,4,2.8,2.4,0.0,0.6,478,207,435,204,618,247,486,211,,,,,,,1.3846153846153846,0.1111111111111111,-0.3333333333333333
,,496185,0,0,0,0,0,3,0.0,2.5,0,Kaide,0.0,625,False,,,45,496185.jpg,1.0,Gordon,0.0,a,11,14,1,586,24,437,18,0.0,0.2,Gordon,8,0,0,0,0,0,0,0,0,0,0,0,-3,4.0,0.6,9.0,1.4,474,204,457,211,394,189,474,205,,,,,,,11.25,0.2222222222222222,-0.2222222222222222
,,492777,0,0,0,0,0,2,0.0,2.5,0,Conor,0.0,626,False,,,40,492777.jpg,0.0,Bradley,0.0,a,11,14,0,545,23,481,25,0.0,0.0,Bradley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,556,214,544,214,507,205,560,214,,,,,,,,0.0,-0.5
,,430992,0,0,0,0,0,2,0.0,2.5,0,Owen,0.0,627,False,,,40,430992.jpg,0.0,Beck,0.0,a,11,14,0,21048,17,21001,24,0.0,0.0,Beck,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,534,197,522,197,483,186,538,197,,,,,,,,0.0,-0.5
,,443629,0,0,0,0,0,1,0.0,2.5,0,Marcelo,0.0,656,False,,,40,443629.jpg,0.0,de Araújo Pitaluga Filho,0.0,a,11,14,0,708,13,521,11,0.0,0.0,Pitaluga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,63,527,42,489,29,543,63,,,,,,,,0.0,-0.5
,,441428,0,0,0,0,0,2,0.0,2.5,0,Jarell,0.0,660,False,,,40,441428.jpg,0.0,Quansah,0.0,a,11,14,0,167,10,153,18,0.0,0.0,Quansah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,199,525,199,487,189,541,199,,,,,,,,0.0,-0.5
100.0,100.0,244731,0,0,0,0,0,3,0.0,10.1,12,Luis,3.8,696,False,,2022-02-07 12:00:14.605752,80,244731.jpg,5.0,Díaz,1.7,a,11,14,15,191230,40012,31893,14725,0.5,1.9,Luis Díaz,262,1,0,2,1,0,0,0,0,0,0,2,55,67.8,100.0,176.0,34.4,379,157,227,133,170,91,286,133,,,,,,,5.152671755725191,0.625,0.375
25.0,25.0,114283,0,0,-5,5,0,3,0.3,0.2,0,Jack,0.3,33,False,Shin injury - 25% chance of playing,2022-02-12 18:30:10.756521,75,114283.jpg,3.4,Grealish,7.3,d,12,43,58,1242998,71,2549257,8113,0.0,7.7,Grealish,1264,2,2,11,4,0,0,0,1,0,0,0,233,270.4,475.1,617.0,136.4,180,66,23,17,20,11,29,19,6.0,,,,,,4.129746835443038,0.4533333333333333,0.18666666666666665
100.0,100.0,58621,0,0,-1,1,0,2,4.7,4.2,1,Kyle,3.7,249,False,,2021-12-24 11:00:15.922367,54,58621.jpg,4.4,Walker,5.4,a,12,43,70,774389,7314,895817,3875,0.7,13.0,Walker,1395,0,2,8,11,0,0,0,1,0,0,5,329,230.0,210.2,97.0,53.7,217,85,133,30,244,66,215,69,,,,,,,4.516129032258065,0.8148148148148149,0.4444444444444445
100.0,100.0,59859,0,0,-4,4,1,3,4.7,4.2,7,Ilkay,3.7,250,False,,2021-12-11 22:30:16.837568,71,59859.jpg,4.6,Gündogan,2.9,a,12,43,82,686943,8331,1125750,2556,0.5,11.5,Gündogan,1260,5,4,9,8,0,0,0,1,0,0,6,326,362.0,456.1,570.0,138.8,104,41,31,24,29,16,28,18,4.0,,3.0,,5.0,,5.857142857142858,0.647887323943662,0.3661971830985915
100.0,100.0,61366,0,0,0,0,2,3,5.3,4.8,2,Kevin,4.3,251,False,,2021-11-19 14:30:18.601803,120,61366.jpg,5.2,De Bruyne,10.2,a,12,43,99,2056073,19553,1428443,64227,0.4,8.2,De Bruyne,1272,7,2,8,13,0,0,0,0,0,0,18,368,495.8,643.0,497.0,163.8,39,15,6,5,46,26,19,13,1.0,,2.0,,2.0,,7.004716981132075,0.43333333333333335,0.26666666666666666
100.0,100.0,97299,0,0,-3,3,1,2,3.0,2.5,0,John,2.0,252,False,,2021-12-26 18:30:17.930458,52,97299.jpg,5.6,Stones,2.6,a,12,43,45,139732,1019,784649,1618,0.4,8.7,Stones,591,1,0,6,1,0,0,0,0,0,0,1,168,125.4,20.7,73.0,21.9,312,121,370,131,280,85,345,117,,,,,,,6.85279187817259,1.0769230769230769,0.6923076923076922
0.0,0.0,102826,0,0,-3,3,0,2,0.0,0.0,0,Benjamin,0.0,253,False,Suspended by club - Unknown return date,2021-09-01 12:00:08.045744,52,102826.jpg,3.0,Mendy,0.3,n,12,43,3,18065,76,75358,76,0.0,0.6,Mendy,78,0,0,0,1,0,0,0,0,0,0,1,22,15.2,29.1,2.0,4.6,447,170,358,126,429,163,436,159,,,,,,,3.4615384615384617,0.5769230769230769,0.1923076923076923
100.0,100.0,103025,0,0,-3,3,2,3,7.3,6.8,6,Riyad,6.3,254,False,,2022-01-01 17:00:19.111687,87,103025.jpg,5.1,Mahrez,4.7,a,12,43,96,721104,39566,1052010,6463,0.7,11.0,Mahrez,1010,8,5,5,10,0,0,0,0,0,0,7,359,457.6,478.4,530.0,146.7,56,21,22,16,38,22,25,17,2.0,,1.0,,1.0,,8.554455445544555,0.5862068965517242,0.3563218390804598
100.0,100.0,103955,0,0,-3,3,4,3,10.7,10.2,2,Raheem,9.7,255,False,,2021-10-24 08:00:14.834528,107,103955.jpg,5.0,Sterling,4.3,a,12,43,110,602722,32435,552068,16213,0.9,10.3,Sterling,1487,10,3,9,12,0,0,1,1,0,0,8,332,511.4,433.4,926.0,187.1,34,14,36,27,8,5,10,8,,,,,3.0,,6.657700067249496,0.4672897196261683,0.28037383177570097
100.0,100.0,121145,-1,1,11,-11,6,2,3.7,3.2,1,João Pedro Cavaco,2.7,256,True,,2021-12-11 14:30:13.992148,71,121145.jpg,5.9,Cancelo,45.0,a,12,43,142,4829998,32569,1712164,24356,0.4,20.0,Cancelo,2147,1,8,13,16,0,0,0,5,0,0,20,575,556.4,540.4,558.0,165.6,18,5,14,3,31,1,18,2,,,,,,,5.952491849091756,0.8309859154929579,0.5492957746478874
100.0,100.0,121160,0,0,1,-1,0,1,5.7,5.2,1,Ederson,4.7,257,False,,2021-10-13 23:00:12.931847,61,121160.jpg,4.4,Santana de Moraes,12.1,a,12,43,110,978527,10180,852640,12218,0.8,18.0,Ederson,2250,0,0,14,17,0,0,0,2,0,44,4,490,389.2,0.0,0.0,39.0,86,16,704,82,704,82,262,16,,,,,,,4.4,0.7213114754098362,0.3934426229508198
100.0,100.0,126184,0,0,-3,3,0,2,3.0,2.5,0,Nathan,2.0,258,False,,2022-01-15 15:30:18.317501,47,126184.jpg,4.2,Aké,0.4,a,12,43,38,47645,240,65516,404,0.4,8.1,Aké,669,1,0,4,3,0,0,0,0,0,0,0,170,166.0,52.0,36.0,25.3,267,101,293,89,339,116,327,110,,,,,,,5.112107623318385,0.8936170212765957,0.46808510638297873
100.0,100.0,146941,0,0,3,-3,2,2,3.3,2.8,1,Aymeric,2.3,259,False,,2021-12-10 17:00:16.132714,58,146941.jpg,5.1,Laporte,9.3,a,12,43,108,1467019,17877,900738,17466,0.4,18.6,Laporte,1812,3,2,12,15,0,0,0,5,1,0,7,459,419.8,134.9,269.0,82.2,71,25,189,47,109,11,111,20,,,,,,,5.364238410596027,0.8793103448275862,0.5344827586206896
100.0,100.0,164484,0,0,-1,1,0,1,1.0,0.5,0,Zack,0.0,260,False,,2021-09-06 08:30:10.313702,44,164484.jpg,7.0,Steffen,0.2,a,12,43,7,16144,37,26004,85,0.0,1.6,Steffen,90,0,0,1,0,0,0,0,0,0,2,1,29,23.0,0.0,0.0,2.3,430,34,574,63,546,52,457,34,,,,,,,7.0,1.5909090909090908,1.1363636363636362
100.0,100.0,165809,0,0,3,-3,3,3,4.7,4.2,5,Bernardo Mota,3.7,261,False,,2021-12-14 23:30:14.775976,73,165809.jpg,4.8,Veiga de Carvalho e Silva,19.5,a,12,43,119,3994523,45653,2515057,39928,0.5,16.3,Bernardo,2137,7,5,13,16,0,0,0,5,0,0,13,511,542.0,635.2,724.0,190.5,23,10,8,6,13,8,9,7,5.0,,,,,,5.011698642957417,0.6575342465753424,0.3835616438356164
,,171314,0,0,3,-3,1,2,6.7,6.2,1,Rúben Santos,5.7,262,False,,,63,171314.jpg,4.8,Gato Alves Dias,27.1,a,12,43,115,2389136,40094,2287187,20957,0.9,18.3,Dias,2041,2,3,12,17,0,0,0,5,0,0,8,519,497.4,194.2,203.0,89.6,36,11,146,35,151,26,92,14,,,,,,,5.071043606075453,0.7619047619047619,0.4444444444444444
0.0,0.0,205651,0,0,-1,1,2,4,0.0,0.0,0,Gabriel Fernando,0.0,263,False,Muscle injury - Unknown return date,2022-02-05 10:00:10.226374,84,205651.jpg,3.7,de Jesus,4.8,i,12,43,71,2179673,190,2187512,15907,0.0,8.5,Jesus,1320,2,7,9,8,0,0,0,0,0,0,8,258,297.0,379.7,711.0,139.0,155,15,49,4,15,7,27,8,,,,,,,4.840909090909091,0.44047619047619047,0.20238095238095238
100.0,100.0,206325,0,0,-2,2,1,2,3.0,2.5,0,Oleksandr,2.0,264,False,,2022-01-01 15:00:19.757665,53,206325.jpg,4.2,Zinchenko,0.7,a,12,43,34,87851,266,163861,513,0.4,6.4,Zinchenko,596,0,1,4,4,0,0,0,0,0,0,2,167,115.0,137.5,32.0,28.5,333,126,186,46,348,122,316,106,,,,,,,5.134228187919463,0.7924528301886793,0.4150943396226416
100.0,100.0,209244,0,0,-1,1,3,3,5.3,4.8,2,Phil,4.3,265,False,,2022-01-01 15:00:19.770115,79,209244.jpg,5.1,Foden,6.6,a,12,43,91,2401658,18251,2039219,15483,0.5,11.5,Foden,1336,6,4,8,10,0,0,0,0,0,0,9,332,387.2,506.6,649.0,154.6,87,31,17,13,18,10,22,15,3.0,,,,,,6.130239520958083,0.6455696202531644,0.39240506329113917
100.0,100.0,220566,0,0,0,0,0,3,2.7,2.2,2,Rodrigo,1.7,266,False,,2021-12-26 18:30:17.962776,55,220566.jpg,3.3,Hernandez,0.9,a,12,43,70,204340,1506,189913,1765,0.3,12.7,Rodrigo,1832,3,1,11,13,0,0,0,5,0,0,5,357,435.6,378.6,238.0,105.5,66,26,50,36,129,71,59,41,,,,,6.0,,3.438864628820961,0.6,0.23636363636363633
0.0,0.0,224444,0,0,-3,3,1,3,0.0,0.0,0,Ferran,0.0,268,False,Transferred to Barcelona,2021-10-14 12:00:10.242757,67,224444.jpg,6.5,Torres,2.0,u,12,43,26,1732247,0,1830625,754,0.0,3.9,Torres,303,2,1,3,1,0,0,0,0,0,0,2,65,88.6,30.0,204.0,32.3,356,148,355,178,150,83,298,138,,,,,,,7.7227722772277225,0.9701492537313433,0.6716417910447761
,,27789,0,0,-3,3,0,3,2.0,1.5,0,Fernando,1.0,453,False,,,47,27789.jpg,2.4,Luiz Rosa,0.3,a,12,43,31,41192,200,58243,302,0.2,6.6,Fernandinho,603,1,1,3,7,0,0,0,1,0,0,2,126,129.6,132.5,95.0,35.8,307,129,192,115,249,131,276,129,,,,,,,4.6268656716417915,0.5106382978723404,0.08510638297872339
