fixture_id,fixture_code,home_team_id,team_h_score,away_team_id,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty,player_id,opponent_team_id,team_id
191,2210461,1,,20,,26.0,False,0,False,2022-02-24 19:45:00,Gameweek 26,True,3,1,20,1
279,2210549,18,,1,,28.0,False,0,False,2022-03-06 14:00:00,Gameweek 28,False,2,1,18,1
281,2210551,1,,9,,29.0,False,0,False,2022-03-13 16:30:00,Gameweek 29,True,3,1,9,1
261,2210531,1,,11,,29.0,False,0,False,2022-03-16 20:15:00,Gameweek 29,True,4,1,11,1
291,2210561,2,,1,,30.0,False,0,False,2022-03-19 12:30:00,Gameweek 30,False,3,1,2,1
304,2210574,7,,1,,31.0,False,0,False,2022-04-02 14:00:00,Gameweek 31,False,2,1,7,1
311,2210581,1,,4,,32.0,False,0,False,2022-04-09 14:00:00,Gameweek 32,True,3,1,4,1
326,2210596,16,,1,,33.0,False,0,False,2022-04-16 14:00:00,Gameweek 33,False,2,1,16,1
331,2210601,1,,13,,34.0,False,0,False,2022-04-23 14:00:00,Gameweek 34,True,3,1,13,1
349,2210619,19,,1,,35.0,False,0,False,2022-04-30 14:00:00,Gameweek 35,False,3,1,19,1
351,2210621,1,,10,,36.0,False,0,False,2022-05-07 14:00:00,Gameweek 36,True,2,1,10,1
365,2210635,14,,1,,37.0,False,0,False,2022-05-15 14:00:00,Gameweek 37,False,2,1,14,1
371,2210641,1,,8,,38.0,False,0,False,2022-05-22 15:00:00,Gameweek 38,True,2,1,8,1
218,2210488,17,,1,,,False,0,False,,,False,4,1,17,1
243,2210513,6,,1,,,False,0,False,,,False,5,1,6,1
191,2210461,1,,20,,26.0,False,0,False,2022-02-24 19:45:00,Gameweek 26,True,3,2,20,1
279,2210549,18,,1,,28.0,False,0,False,2022-03-06 14:00:00,Gameweek 28,False,2,2,18,1
281,2210551,1,,9,,29.0,False,0,False,2022-03-13 16:30:00,Gameweek 29,True,3,2,9,1
261,2210531,1,,11,,29.0,False,0,False,2022-03-16 20:15:00,Gameweek 29,True,4,2,11,1
291,2210561,2,,1,,30.0,False,0,False,2022-03-19 12:30:00,Gameweek 30,False,3,2,2,1
304,2210574,7,,1,,31.0,False,0,False,2022-04-02 14:00:00,Gameweek 31,False,2,2,7,1
311,2210581,1,,4,,32.0,False,0,False,2022-04-09 14:00:00,Gameweek 32,True,3,2,4,1
326,2210596,16,,1,,33.0,False,0,False,2022-04-16 14:00:00,Gameweek 33,False,2,2,16,1
331,2210601,1,,13,,34.0,False,0,False,2022-04-23 14:00:00,Gameweek 34,True,3,2,13,1
349,2210619,19,,1,,35.0,False,0,False,2022-04-30 14:00:00,Gameweek 35,False,3,2,19,1
351,2210621,1,,10,,36.0,False,0,False,2022-05-07 14:00:00,Gameweek 36,True,2,2,10,1
365,2210635,14,,1,,37.0,False,0,False,2022-05-15 14:00:00,Gameweek 37,False,2,2,14,1
371,2210641,1,,8,,38.0,False,0,False,2022-05-22 15:00:00,Gameweek 38,True,2,2,8,1
218,2210488,17,,1,,,False,0,False,,,False,4,2,17,1
243,2210513,6,,1,,,False,0,False,,,False,5,2,6,1
191,2210461,1,,20,,26.0,False,0,False,2022-02-24 19:45:00,Gameweek 26,True,3,3,20,1
279,2210549,18,,1,,28.0,False,0,False,2022-03-06 14:00:00,Gameweek 28,False,2,3,18,1
281,2210551,1,,9,,29.0,False,0,False,2022-03-13 16:30:00,Gameweek 29,True,3,3,9,1
261,2210531,1,,11,,29.0,False,0,False,2022-03-16 20:15:00,Gameweek 29,True,4,3,11,1
291,2210561,2,,1,,30.0,False,0,False,2022-03-19 12:30:00,Gameweek 30,False,3,3,2,1
304,2210574,7,,1,,31.0,False,0,False,2022-04-02 14:00:00,Gameweek 31,False,2,3,7,1
311,2210581,1,,4,,32.0,False,0,False,2022-04-09 14:00:00,Gameweek 32,True,3,3,4,1
326,2210596,16,,1,,33.0,False,0,False,2022-04-16 14:00:00,Gameweek 33,False,2,3,16,1
331,2210601,1,,13,,34.0,False,0,False,2022-04-23 14:00:00,Gameweek 34,True,3,3,13,1
349,2210619,19,,1,,35.0,False,0,False,2022-04-30 14:00:00,Gameweek 35,False,3,3,19,1
351,2210621,1,,10,,36.0,False,0,False,2022-05-07 14:00:00,Gameweek 36,True,2,3,10,1
365,2210635,14,,1,,37.0,False,0,False,2022-05-15 14:00:00,Gameweek 37,False,2,3,14,1
