chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
,,230046,0,0,0,0,0,3,1.8,1.3,1,Douglas Luiz,2.3,52,False,,,50,230046.jpg,2.3,Soares de Paulo,0.3,False,,a,2,7,7,8130,1008,14145,3047,0.5,1.4,Douglas Luiz,255,0,0,2,2,0,0,0,1,0,0,0,22,28.0,20.4,26.0,7.5,228,94,162,97,145,77,199,97,,,4.0,,,
,,88894,0,0,-1,1,0,3,2.2,1.7,7,Ross,2.7,106,False,,,59,88894.jpg,3.0,Barkley,1.0,False,,a,2,7,9,63429,47677,22507,10028,0.5,1.5,Barkley,130,1,0,0,2,0,0,0,0,0,0,0,29,42.0,15.7,62.0,12.0,168,71,186,113,57,30,124,65,2.0,,,,,
,,199796,0,0,0,0,0,2,3.5,3.0,1,Matthew,4.0,496,False,,,50,199796.jpg,4.0,Cash,0.5,False,,a,2,7,12,21949,6179,13605,3466,0.8,2.4,Cash,259,0,0,2,2,0,0,0,1,0,0,0,69,72.4,58.9,18.0,14.9,83,27,56,12,184,49,91,21,,,,,,
,,178301,-1,1,-1,1,1,4,7.2,6.7,19,Ollie,7.7,514,False,,,59,178301.jpg,7.7,Watkins,3.5,False,,a,2,7,23,259695,174619,96234,32570,1.3,3.9,Watkins,270,3,1,2,2,0,0,0,0,0,0,2,80,126.6,61.1,141.0,32.8,18,7,49,3,19,13,14,7,,,,,,
100.0,100.0,110504,0,0,0,0,0,3,0.5,0.0,1,Bertrand,1.0,540,False,,2020-09-25T19:30:12.467719Z,60,110504.jpg,1.0,Traoré,0.0,False,,a,2,7,2,4786,710,2579,955,0.2,0.3,Traoré,9,0,0,0,0,0,0,0,0,0,0,0,7,2.4,0.8,28.0,3.2,337,151,304,148,139,73,286,128,,,,,,
,,232653,0,0,0,0,0,3,0.0,-0.5,0,Jacob,0.5,554,False,,,45,232653.jpg,1.0,Ramsey,0.0,False,,a,2,7,1,1887,943,664,465,0.1,0.2,Ramsey,13,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,468,181,458,182,425,163,473,181,,,,,,
0.0,0.0,20529,0,0,-1,1,0,4,0.0,0.0,0,Glenn,0.0,53,False,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,49,20529.jpg,0.0,Murray,0.1,False,,n,3,36,0,3786,498,13764,1534,0.0,0.0,Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,47,478,50,451,51,490,51,,,,,,
100.0,100.0,39155,-1,1,-2,2,0,3,1.3,0.8,1,Adam,1.3,54,False,,2020-09-14T21:30:11.145732Z,63,39155.jpg,1.2,Lallana,0.5,False,,a,3,36,5,6202,929,55545,5425,0.2,0.8,Lallana,153,0,0,0,4,0,0,0,0,0,0,0,21,18.0,44.2,10.0,7.2,263,108,87,62,208,107,206,100,5.0,,,,,
,,60307,-1,1,-2,2,0,3,0.7,0.2,1,Pascal,0.7,57,False,,,58,60307.jpg,1.0,Groß,0.1,False,,a,3,36,3,1216,135,6897,873,0.1,0.5,Groß,35,0,0,0,1,0,0,0,0,0,0,0,12,8.6,18.3,10.0,3.7,296,127,172,104,206,106,275,126,1.0,,2.0,,2.0,
0.0,0.0,61933,0,0,-1,1,0,2,0.0,0.0,0,Shane,0.0,58,False,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,44,61933.jpg,0.0,Duffy,0.1,False,,n,3,36,0,420,56,4170,314,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,153,382,152,338,133,404,153,,,,,,
75.0,25.0,66242,0,0,-1,1,0,3,0.0,-0.1,0,Davy,0.0,59,False,Achilles injury - 75% chance of playing,2020-09-30T11:30:16.728611Z,49,66242.jpg,0.0,Pröpper,0.0,False,,d,3,36,0,483,18,4112,598,0.0,0.0,Pröpper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,494,195,486,196,461,181,498,195,,,,,,
0.0,0.0,74471,0,0,0,0,0,3,0.0,0.0,0,Aaron,0.0,60,False,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,74471.jpg,0.0,Mooy,0.0,False,,u,3,36,0,9784,44,10820,106,0.0,0.0,Mooy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,519,206,514,207,499,198,523,206,,,,,,
,,78916,0,0,-1,1,0,2,0.3,-0.2,0,Dan,0.3,61,False,,,44,78916.jpg,1.0,Burn,0.5,False,,a,3,36,1,3470,483,24274,3366,0.1,0.2,Burn,32,0,0,0,0,0,0,0,0,0,0,0,4,2.8,1.8,0.0,0.5,333,123,280,99,341,135,337,124,,,,,,
,,83299,-1,1,-1,1,0,2,1.7,1.2,0,Lewis,1.7,62,False,,,49,83299.jpg,1.5,Dunk,5.9,False,,a,3,36,6,54519,5961,211066,46575,0.3,1.2,Dunk,360,0,0,1,10,1,0,0,1,0,0,1,61,53.4,6.0,10.0,7.0,133,52,242,73,205,61,209,64,,,1.0,,,
0.0,0.0,86153,0,0,0,0,0,2,0.0,0.0,0,Martín,0.0,63,False,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,86153.jpg,0.0,Montoya,0.0,False,,u,3,36,0,115,27,741,69,0.0,0.0,Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,176,432,176,392,160,449,176,,,,,,
0.0,0.0,93284,0,0,-1,1,0,4,0.0,0.0,0,Florin,0.0,64,False,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,49,93284.jpg,0.0,Andone,0.1,False,,i,3,36,0,10797,130,25201,1137,0.0,0.0,Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,49,491,52,466,53,503,53,,,,,,
,,109345,0,0,0,0,0,3,5.3,4.8,5,Solomon,5.3,65,False,,,50,109345.jpg,4.5,March,0.9,False,,a,3,36,18,80341,25539,26002,12598,1.1,3.6,March,347,1,1,1,10,0,0,0,0,0,0,1,81,101.6,78.1,94.0,27.4,36,16,33,25,33,14,31,15,2.0,,4.0,,,
,,110735,0,0,0,0,0,2,2.3,1.8,0,Adam,2.3,66,False,,,45,110735.jpg,2.0,Webster,2.2,False,,a,3,36,8,27402,4257,69373,14085,0.5,1.8,Webster,360,0,0,1,10,0,0,0,0,0,0,0,57,44.0,18.6,38.0,10.1,160,61,171,44,107,19,147,44,,,,,,
,,111478,-1,1,-2,2,0,2,0.0,-0.5,0,Joël,0.0,67,False,,,43,111478.jpg,0.0,Veltman,0.2,False,,a,3,36,0,2706,749,14350,1718,0.0,0.0,Veltman,45,0,0,0,2,0,0,0,0,0,0,0,10,16.6,4.9,4.0,2.6,269,108,247,76,244,75,297,110,,,,,,
,,115382,1,-1,1,-1,1,4,10.0,9.5,6,Neal,10.0,68,False,,,66,115382.jpg,8.0,Maupay,5.5,False,,a,3,36,32,364896,148885,137395,48632,1.5,4.8,Maupay,360,4,1,1,10,0,0,0,0,0,0,5,126,168.6,60.1,203.0,43.0,8,4,53,4,6,4,7,3,,,,,1.0,
,,116216,0,0,0,0,0,3,4.0,3.5,5,Leandro,4.0,69,False,,,60,116216.jpg,5.0,Trossard,2.3,False,,a,3,36,20,181538,45148,73626,25659,0.7,3.3,Trossard,360,1,2,1,10,0,0,0,1,0,0,1,58,68.8,106.9,90.0,26.4,94,37,17,11,36,17,34,17,3.0,,,,,
,,131897,0,0,0,0,0,1,2.3,1.8,0,Mathew,2.3,70,False,,,45,131897.jpg,2.0,Ryan,16.5,False,,a,3,36,8,287874,36717,340304,78354,0.5,1.8,Ryan,360,0,0,1,10,0,0,0,0,0,5,0,55,34.4,0.0,0.0,3.4,207,17,440,40,400,38,279,17,,,,,,
25.0,25.0,165210,-1,1,-1,1,0,3,0.3,0.2,0,Alireza,1.3,71,False,Hamstring injury - 25% chance of playing,2020-09-30T21:00:17.370674Z,54,165210.jpg,1.7,Jahanbakhsh,0.0,False,,d,3,36,5,1039,44,2518,693,0.2,0.9,Jahanbakhsh,28,0,1,0,1,0,0,0,1,0,0,0,27,30.6,41.5,28.0,10.0,220,90,93,64,138,72,150,76,,,,,,
0.0,0.0,167473,0,0,0,0,0,3,0.0,0.0,0,José,0.0,72,False,Lack of match fitness - Unknown return date,2020-08-15T10:00:11.482611Z,55,167473.jpg,0.0,Izquierdo,0.0,False,,i,3,36,0,9736,29,9763,27,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,545,219,547,220,543,216,548,219,,,,,,
0.0,0.0,178173,-1,1,-1,1,0,2,0.0,0.0,0,Matthew,0.0,73,False,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,178173.jpg,0.0,Clarke,0.0,False,,n,3,36,0,164,33,412,60,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,162,398,161,358,145,419,162,,,,,,
100.0,100.0,198869,0,0,0,0,0,2,2.0,1.5,0,Ben,2.0,74,False,,2020-09-14T21:30:11.221083Z,45,198869.jpg,1.8,White,1.4,False,,a,3,36,7,34412,4221,50926,9679,0.4,1.6,White,348,0,0,1,10,0,0,0,1,0,0,0,64,75.0,24.7,2.0,10.3,75,25,141,37,266,92,142,42,,,,,,
,,209362,0,0,0,0,0,2,0.0,-0.5,0,Bernardo,0.0,75,False,,,40,209362.jpg,0.0,Fernandes da Silva Junior,9.3,False,,a,3,36,0,99979,10781,323595,51492,0.0,0.0,Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,134,355,134,306,110,376,134,,,,,,
100.0,100.0,227127,0,0,0,0,0,3,3.0,2.5,9,Yves,3.0,76,False,,2020-09-20T15:30:14.517426Z,45,227127.jpg,3.7,Bissouma,3.5,False,,a,3,36,11,124473,47987,171100,34246,0.7,2.4,Bissouma,268,1,0,1,7,0,0,0,0,1,0,2,49,55.8,16.0,22.0,9.1,125,46,183,112,161,87,164,81,,,,,,
75.0,100.0,232792,1,-1,2,-2,0,2,2.0,2.2,0,Tariq,2.7,77,False,Hamstring injury - 75% chance of playing,2020-10-03T21:30:18.742679Z,47,232792.jpg,2.8,Lamptey,10.0,False,,d,3,36,11,704532,81657,200066,70260,0.6,2.3,Lamptey,282,0,3,0,8,0,0,0,1,0,0,0,64,56.6,45.8,43.0,14.6,121,45,82,16,88,11,96,24,,,,,,
75.0,,233425,0,0,0,0,0,4,3.0,3.5,2,Aaron,4.0,78,False,Knock - 75% chance of playing,2020-10-15T13:30:16.459744Z,55,233425.jpg,3.2,Connolly,0.7,False,,d,3,36,13,47757,5203,41585,10085,0.7,2.4,Connolly,272,1,0,1,7,0,0,0,0,0,0,2,33,39.0,24.0,67.0,12.9,186,23,146,20,49,22,115,21,,,,,,
,,235382,0,0,0,0,0,3,2.0,1.5,1,Steven,2.0,79,False,,,45,235382.jpg,2.0,Alzate,1.2,False,,a,3,36,8,107251,4730,53499,12025,0.4,1.8,Alzate,339,0,0,1,10,0,0,0,1,0,0,0,56,46.0,89.5,23.0,15.9,153,64,21,14,157,83,78,46,,,,,,
100.0,100.0,243016,-1,1,-2,2,0,3,0.0,-0.5,0,Alexis,0.0,80,False,,2020-09-24T00:00:15.701972Z,53,243016.jpg,0.0,Mac Allister,0.0,False,,a,3,36,0,405,73,2449,277,0.0,0.0,Mac Allister,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,535,216,532,217,522,209,539,216,4.0,,3.0,,,
50.0,0.0,108813,0,0,0,0,0,1,0.0,0.0,0,Christian,0.0,503,False,Ankle injury - 50% chance of playing,2020-09-12T09:00:11.155698Z,40,108813.jpg,0.0,Walton,1.3,False,,d,3,36,0,10373,2677,35433,6896,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,366,32,350,11,299,9,371,32,,,,,,
,,49262,0,0,0,0,0,1,0.0,-0.5,0,Jason,0.0,528,False,,,40,49262.jpg,0.0,Steele,0.6,False,,a,3,36,0,42046,10786,12310,3073,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,361,28,345,7,294,5,366,28,,,,,,
,,220738,0,0,0,0,0,3,0.0,-0.5,0,Jayson,0.0,550,False,,,45,220738.jpg,0.0,Molumby,0.0,False,,a,3,36,0,572,213,202,122,0.0,0.0,Molumby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,465,178,455,179,421,159,470,178,,,,,,
,,204676,0,0,0,0,0,4,1.3,0.8,0,Andi,0.0,574,False,,,50,204676.jpg,0.0,Zeqiri,0.0,False,,a,3,36,0,102,102,17,17,0.0,0.0,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,53,519,56,509,57,527,57,,,,,,
100.0,100.0,40845,0,0,-1,1,0,3,1.8,1.3,2,Dale,1.3,55,False,,2020-09-17T22:00:09.960386Z,44,40845.jpg,2.0,Stephens,8.7,False,,a,4,90,4,158429,41802,435787,72506,0.3,0.9,Stephens,157,0,0,0,3,0,0,0,0,0,0,0,22,19.8,6.6,21.0,4.8,254,104,239,129,169,93,252,117,,,,,,
100.0,100.0,17761,0,0,-1,1,0,2,0.5,0.0,0,James,0.0,81,False,,2020-09-17T22:00:10.017429Z,54,17761.jpg,0.0,Tarkowski,2.9,False,,a,4,90,0,14534,3840,207217,17372,0.0,0.0,Tarkowski,90,0,0,0,3,0,0,0,1,0,0,0,5,24.0,10.5,29.0,6.4,235,92,230,70,134,31,221,72,,,,,,
,,17997,0,0,0,0,0,2,0.8,0.3,1,Phil,0.3,82,False,,,45,17997.jpg,0.3,Bardsley,0.5,False,,a,4,90,1,9602,978,17020,3060,0.1,0.2,Bardsley,270,0,0,0,8,0,0,0,2,0,0,0,24,31.4,12.9,6.0,5.1,216,83,207,59,237,72,246,81,,,,,,
,,39487,-1,1,-1,1,0,2,-0.2,-0.7,0,Erik,-0.7,83,False,,,44,39487.jpg,-2.0,Pieters,0.7,False,,a,4,90,-2,16986,364,52054,9101,-0.2,-0.5,Pieters,50,0,0,0,3,1,0,0,0,0,0,0,-3,0.0,0.7,17.0,1.7,392,150,305,113,185,50,320,119,,,,,,
0.0,0.0,40145,0,0,0,0,0,3,0.0,0.0,0,Jack,0.0,84,False,Ankle injury - Unknown return date,2020-08-15T10:00:11.504829Z,50,40145.jpg,0.0,Cork,0.0,False,,i,4,90,0,9771,65,10316,61,0.0,0.0,Cork,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516,204,509,205,494,196,520,204,,,,,,
100.0,,41674,0,0,0,0,0,2,1.5,1.0,1,Kevin,1.0,85,False,,2020-10-12T20:30:21.362818Z,45,41674.jpg,1.0,Long,0.2,False,,a,4,90,3,3844,622,6077,1263,0.2,0.7,Long,270,0,0,0,8,0,0,0,0,0,0,0,33,54.0,10.7,14.0,7.9,132,51,225,68,194,56,190,56,,,,,,
75.0,25.0,44683,0,0,-1,1,0,4,0.6,0.1,0,Jay,0.3,86,False,Ankle injury - 75% chance of playing,2020-09-24T00:00:15.736033Z,59,44683.jpg,1.0,Rodriguez,0.3,False,,d,4,90,1,6897,144,40472,4610,0.1,0.2,Rodriguez,69,0,0,0,3,0,0,0,1,0,0,0,2,3.6,11.2,13.0,2.8,325,34,221,33,199,38,295,38,,,,,3.0,
100.0,100.0,44699,0,0,0,0,0,4,0.8,0.3,1,Ashley,0.3,87,False,,2020-09-07T00:30:12.603985Z,60,44699.jpg,1.0,Barnes,0.1,False,,a,4,90,1,2538,1438,6565,906,0.0,0.2,Barnes,76,0,0,0,3,0,0,0,1,0,0,0,1,1.2,27.2,30.0,5.8,346,41,131,17,131,34,231,33,,,,,1.0,
0.0,0.0,51927,-1,1,-1,1,0,2,0.0,0.0,0,Ben,0.0,88,False,Thigh injury - Unknown return date,2020-09-07T00:30:12.617922Z,49,51927.jpg,0.0,Mee,0.2,False,,i,4,90,0,451,117,16199,1079,0.0,0.0,Mee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,489,190,481,190,455,179,493,190,,,,,,
,,60551,-1,1,-1,1,0,3,4.5,4.0,8,Ashley,4.0,89,False,,,54,60551.jpg,4.0,Westwood,0.6,False,,a,4,90,12,5789,2102,25977,3634,0.7,2.2,Westwood,270,1,0,0,8,0,0,0,0,0,0,1,57,59.6,53.9,17.0,13.1,114,43,65,48,189,101,110,57,1.0,,4.0,,,
75.0,50.0,60586,0,0,-1,1,0,3,0.6,0.1,1,Johann Berg,0.3,90,False,Groin Injury - 75% chance of playing,2020-10-15T09:00:16.194612Z,54,60586.jpg,1.0,Gudmundsson,0.0,False,,d,4,90,1,9943,55,13358,168,0.1,0.2,Gudmundsson,22,0,0,0,1,0,0,0,0,0,0,0,3,3.8,1.3,0.0,0.5,322,145,294,142,524,211,341,152,3.0,,3.0,,,
,,60689,-1,1,-1,1,0,4,3.8,3.3,2,Chris,3.3,91,False,,,64,60689.jpg,3.3,Wood,1.7,False,,a,4,90,10,71426,4368,108987,22370,0.5,1.6,Wood,270,1,0,0,8,0,0,0,0,0,0,0,28,39.6,5.3,102.0,14.6,181,21,245,37,31,18,97,20,,,,,1.0,
0.0,25.0,68983,-1,1,-1,1,0,2,0.0,0.0,0,Matthew,0.0,92,False,Knee injury - Unknown return date,2020-09-30T20:00:20.120303Z,44,68983.jpg,0.0,Lowton,0.1,False,,i,4,90,0,1123,14,5575,1203,0.0,0.0,Lowton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,154,383,153,339,134,405,154,,,,,,
,,81183,0,0,0,0,0,4,1.8,1.3,1,Matej,1.3,93,False,,,50,81183.jpg,1.3,Vydra,0.9,False,,a,4,90,4,49134,8169,45261,10748,0.3,0.8,Vydra,123,0,0,0,2,0,0,0,0,0,0,0,12,8.6,27.1,65.0,10.1,295,31,133,18,54,23,149,26,,,,,,
0.0,0.0,83312,0,0,0,0,0,2,0.0,0.0,0,Ben,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,40,83312.jpg,0.0,Gibson,0.2,False,,n,4,90,0,2596,257,10148,1695,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,364,130,348,130,297,104,369,130,,,,,,
100.0,50.0,90517,0,0,0,0,0,3,0.8,0.1,0,Robbie,0.3,95,False,,2020-09-20T21:00:10.350898Z,50,90517.jpg,1.0,Brady,0.0,False,,a,4,90,1,701,109,2992,230,0.1,0.2,Brady,39,0,0,0,1,0,0,0,0,0,0,0,4,7.2,0.3,17.0,2.5,305,134,326,159,187,100,300,132,4.0,,5.0,,,
,,98747,0,0,0,0,0,1,1.8,1.3,1,Nick,1.3,96,False,,,55,98747.jpg,1.3,Pope,12.6,False,,a,4,90,4,108657,15084,331354,78647,0.2,0.7,Pope,270,0,0,0,8,0,0,0,0,0,5,0,30,33.2,0.0,0.0,3.3,213,18,545,59,541,59,282,18,,,,,,
,,103914,0,0,0,0,0,2,2.5,2.0,1,Charlie,2.0,97,False,,,45,103914.jpg,2.0,Taylor,4.1,False,,a,4,90,6,115408,9919,146306,33602,0.4,1.3,Taylor,270,0,1,0,8,0,0,0,0,0,0,0,45,44.4,35.6,9.0,8.9,158,60,103,23,209,63,168,49,,,,,,
,,172782,0,0,0,0,0,3,2.5,2.0,2,Josh,2.0,98,False,,,50,172782.jpg,2.0,Brownhill,0.0,False,,a,4,90,6,1562,172,1625,373,0.4,1.2,Brownhill,270,0,0,0,8,0,0,0,0,0,0,0,29,28.2,49.0,51.0,12.8,227,93,74,54,72,37,116,62,,,1.0,,,
75.0,,220037,0,0,0,0,0,1,0.4,0.0,0,Bailey,0.0,99,False,Hip injury - 75% chance of playing,2020-10-15T09:00:16.232697Z,40,220037.jpg,0.0,Peacock-Farrell,1.5,False,,d,4,90,0,28329,7538,19224,5150,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,375,35,359,14,311,12,380,35,,,,,,
,,433154,-1,1,-1,1,0,3,3.2,2.7,1,Dwight,2.7,100,False,,,59,433154.jpg,2.7,McNeil,0.6,False,,a,4,90,8,13043,861,30177,6630,0.5,1.4,McNeil,270,0,1,0,8,0,0,0,1,0,0,0,41,46.2,76.3,8.0,13.1,152,63,35,27,227,120,112,59,2.0,,2.0,,,
,,218023,0,0,0,0,0,2,3.2,2.7,0,Jimmy,2.7,519,False,,,40,218023.jpg,4.0,Dunne,8.4,False,,a,4,90,8,637360,88724,138134,51424,0.7,2.0,Dunne,180,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38.0,12.6,97,34,157,41,106,18,118,33,,,,,,
,,461102,0,0,0,0,0,2,0.5,0.0,0,Bobby,0.0,520,False,,,40,461102.jpg,0.0,Thomas,0.6,False,,a,4,90,0,17349,1598,12444,2533,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,142,364,141,319,121,386,142,,,,,,
,,217401,0,0,0,0,0,3,0.5,0.0,0,Josh,0.0,535,False,,,45,217401.jpg,0.0,Benson,0.0,False,,a,4,90,0,986,168,456,168,0.0,0.0,Benson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,176,453,177,418,157,468,176,,,,,,
,,195471,0,0,0,0,0,2,0.5,0.0,0,Anthony,0.0,536,False,,,40,195471.jpg,0.0,Driscoll-Glennon,0.1,False,,a,4,90,0,1802,327,954,343,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370,133,354,133,305,109,375,133,,,,,,
,,195064,0,0,0,0,0,3,0.5,0.0,0,Mace,0.0,551,False,,,45,195064.jpg,0.0,Goodridge,0.0,False,,a,4,90,0,179,72,77,53,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,458,174,448,175,412,154,463,174,,,,,,
,,20310,0,0,-1,1,0,1,0.8,0.8,0,Willy,0.3,101,False,,,49,20310.jpg,1.0,Caballero,0.3,False,,a,5,8,1,3574,404,12094,1943,0.1,0.2,Caballero,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0.0,0.4,319,24,477,46,450,45,344,24,,,,,,
,,41328,0,0,-1,1,0,2,3.5,3.5,5,César,3.0,102,False,,,59,41328.jpg,3.3,Azpilicueta,4.4,False,,a,5,8,10,32612,12032,248091,14963,0.5,1.7,Azpilicueta,140,0,1,1,0,0,0,0,1,0,0,0,38,37.4,30.2,31.0,9.9,194,75,119,28,127,29,152,46,,,,,,
,,44346,0,0,-2,2,0,4,0.8,0.8,0,Olivier,0.3,103,False,,,68,44346.jpg,1.0,Giroud,0.7,False,,a,5,8,1,8892,1314,57429,6882,0.0,0.1,Giroud,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.8,6.0,0.8,571,66,284,40,242,42,331,41,,,4.0,,,
,,82263,0,0,-1,1,0,2,0.5,0.5,0,Marcos,0.0,104,False,,,59,82263.jpg,0.7,Alonso,2.4,False,,a,5,8,2,30248,1798,113128,24838,0.0,0.3,Alonso,225,0,0,0,6,0,0,0,1,0,0,0,36,37.0,28.1,20.0,8.5,198,77,126,32,172,42,173,51,,,2.0,,,
100.0,100.0,85955,1,-1,2,-2,2,3,5.5,5.5,15,Jorge Luiz,5.0,105,False,,2020-09-14T21:30:11.281378Z,52,85955.jpg,9.0,Frello Filho,10.0,False,,a,5,8,27,697369,298598,267196,49543,1.0,5.2,Jorginho,252,3,1,1,3,0,0,1,0,0,0,4,92,154.4,56.1,76.0,28.7,9,5,63,46,42,21,23,11,,,,,1.0,
100.0,100.0,91651,0,0,0,0,0,3,1.8,1.8,1,Mateo,1.3,107,False,,2020-08-15T10:00:11.528964Z,55,91651.jpg,1.3,Kovacic,0.3,False,,a,5,8,4,17776,1923,16115,4960,0.2,0.7,Kovacic,130,0,0,0,5,0,0,0,0,0,0,0,22,8.4,10.9,1.0,2.0,300,130,224,123,286,139,316,140,,,,,,
,,102380,0,0,-3,3,0,2,0.5,0.5,0,Antonio,0.0,109,False,,,47,102380.jpg,0.0,Rüdiger,0.9,False,,a,5,8,0,13227,1807,105626,10366,0.0,0.0,Rüdiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,185,466,185,434,173,480,185,,,,,,
,,103192,0,0,0,0,1,2,5.2,5.2,13,Kurt,4.7,110,False,,,50,103192.jpg,7.3,Zouma,3.7,False,,a,5,8,22,194712,120508,74906,18308,0.9,4.4,Zouma,270,2,0,1,3,0,0,0,0,0,0,1,77,117.0,2.6,55.0,17.5,24,5,273,92,67,8,64,10,,,,,,
,,109533,0,0,-1,1,0,2,0.5,0.5,0,Emerson,0.0,111,False,,,49,109533.jpg,0.0,Palmieri dos Santos,0.2,False,,a,5,8,0,1793,298,7231,1164,0.0,0.0,Emerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,500,195,492,195,467,185,504,195,5.0,,3.0,,,
,,109745,-1,1,-2,2,0,1,1.2,1.2,0,Kepa,0.7,112,False,,,48,109745.jpg,2.0,Arrizabalaga,1.2,False,,a,5,8,4,37342,2815,114648,17955,0.1,0.8,Arrizabalaga,180,0,0,0,3,0,0,0,0,0,5,0,28,28.6,0.0,0.0,2.8,226,19,472,45,443,44,292,19,,,,,,
100.0,,116594,-1,1,-1,1,0,3,2.5,2.5,2,N'Golo,2.0,113,False,,2020-10-03T16:30:19.172004Z,49,116594.jpg,2.0,Kanté,3.6,False,,a,5,8,8,86028,5380,171989,52614,0.4,1.6,Kanté,352,0,0,1,6,0,0,0,1,0,0,0,64,62.8,17.7,11.0,9.2,105,39,177,107,202,104,163,80,,,,,,
100.0,0.0,124183,0,0,-1,1,0,3,0.5,0.0,0,Hakim,0.0,114,False,,2020-08-29T17:30:07.487245Z,79,124183.jpg,0.0,Ziyech,1.1,False,,a,5,8,0,29137,16733,106884,10406,0.0,0.0,Ziyech,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,573,234,573,234,572,233,573,234,,,,,,
,,135363,0,0,-1,1,0,2,-0.5,-0.5,0,Andreas,-1.0,116,False,,,49,135363.jpg,-0.3,Christensen,0.3,False,,a,5,8,-1,6030,532,13695,2505,-0.2,-0.2,Christensen,225,0,0,0,6,0,0,0,1,1,0,0,26,49.6,3.8,2.0,5.6,141,55,257,82,269,94,233,78,,,,,,
