h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.38863,0.580601,2.38863,0.580601,"{'att': 158, 'def': 23}","{'att': 151, 'def': 27}",4,6,3,1,2.6311,w,2021-08-14 14:00:00,1,0,0,3,1.808029
a,1.85713,0.966093,1.09596,0.966093,"{'att': 374, 'def': 22}","{'att': 114, 'def': 21}",6,4,2,2,2.1241000000000003,d,2021-08-21 14:00:00,0,1,0,1,0.129867
a,1.54868,0.701622,0.787544,0.701622,"{'att': 385, 'def': 27}","{'att': 140, 'def': 20}",3,9,2,0,2.1093,w,2021-08-28 14:00:00,1,0,0,3,0.085922
h,1.80386,1.82061,1.80386,1.82061,"{'att': 191, 'def': 16}","{'att': 217, 'def': 20}",7,4,3,1,1.3254,w,2021-09-13 19:00:00,1,0,0,3,-0.01675
a,0.755035,0.777716,0.755035,0.777716,"{'att': 202, 'def': 17}","{'att': 148, 'def': 18}",2,5,0,3,1.2992,l,2021-09-18 16:30:00,0,0,1,0,-0.0226809999999999
h,2.26681,0.800903,1.50564,0.800903,"{'att': 297, 'def': 28}","{'att': 210, 'def': 15}",6,4,2,0,2.5462,w,2021-09-25 14:00:00,1,0,0,3,0.7047370000000001
a,1.32211,1.0496,1.32211,1.0496,"{'att': 317, 'def': 16}","{'att': 122, 'def': 15}",2,12,1,1,1.5787,d,2021-10-02 11:30:00,0,1,0,1,0.2725099999999998
h,0.854165,2.03034,0.854165,2.03034,"{'att': 313, 'def': 17}","{'att': 147, 'def': 13}",8,9,0,1,0.5223,l,2021-10-17 13:00:00,0,0,1,0,-1.1761749999999995
h,1.84089,3.10344,1.84089,3.10344,"{'att': 203, 'def': 19}","{'att': 188, 'def': 14}",12,6,2,5,0.603,l,2021-10-23 14:00:00,0,0,1,0,-1.26255
a,1.69767,1.69344,1.69767,1.69344,"{'att': 377, 'def': 28}","{'att': 187, 'def': 22}",7,6,1,2,1.3843,l,2021-11-01 20:00:00,0,0,1,0,0.0042299999999999
h,0.597906,0.801798,0.597906,0.801798,"{'att': 323, 'def': 31}","{'att': 217, 'def': 24}",9,3,0,0,1.0875,d,2021-11-07 14:00:00,0,1,0,1,-0.2038919999999999
a,0.266894,2.61302,0.266894,2.61302,"{'att': 464, 'def': 8}","{'att': 123, 'def': 18}",3,14,0,3,0.1081,l,2021-11-21 14:00:00,0,0,1,0,-2.346126
a,0.968075,1.19813,0.968075,0.436957,"{'att': 202, 'def': 29}","{'att': 251, 'def': 19}",9,3,0,1,1.0775,l,2021-11-28 14:00:00,0,0,1,0,0.531118
h,0.512263,2.86067,0.512263,2.86067,"{'att': 344, 'def': 22}","{'att': 116, 'def': 26}",1,10,1,4,0.1388,l,2021-12-01 20:15:00,0,0,1,0,-2.348407
h,1.06108,1.05723,1.06108,1.05723,"{'att': 355, 'def': 23}","{'att': 162, 'def': 18}",5,8,2,1,1.3362999999999998,w,2021-12-06 20:00:00,1,0,0,3,0.0038500000000001
a,1.27556,2.09864,1.27556,2.09864,"{'att': 298, 'def': 31}","{'att': 130, 'def': 16}",5,8,1,3,0.7711,l,2021-12-12 16:30:00,0,0,1,0,-0.82308
a,0.627528,3.20239,0.627528,3.20239,"{'att': 429, 'def': 17}","{'att': 76, 'def': 15}",0,14,1,1,0.1248,d,2021-12-16 19:45:00,0,1,0,1,-2.574862
h,1.82698,1.48397,1.06581,1.48397,"{'att': 215, 'def': 19}","{'att': 186, 'def': 23}",5,8,2,3,1.6211,l,2022-01-02 14:00:00,0,0,1,0,-0.4181600000000001
a,0.541027,1.00153,0.541027,1.00153,"{'att': 139, 'def': 26}","{'att': 242, 'def': 20}",7,4,1,2,0.8229,l,2022-01-15 15:00:00,0,0,1,0,-0.460503
h,1.2384,0.860245,1.2384,0.860245,"{'att': 192, 'def': 29}","{'att': 156, 'def': 32}",1,5,0,1,1.6768,l,2022-01-22 12:30:00,0,0,1,0,0.3781549999999999
a,0.823607,2.68732,0.823607,2.68732,"{'att': 133, 'def': 25}","{'att': 271, 'def': 39}",1,3,1,3,0.2541,l,2022-02-08 19:45:00,0,0,1,0,-1.863713
h,2.58561,0.242668,2.58561,0.242668,"{'att': 301, 'def': 27}","{'att': 139, 'def': 23}",10,4,3,0,2.8679,w,2022-02-12 15:00:00,1,0,0,3,2.342942
a,0.19991,2.72851,0.19991,2.72851,"{'att': 267, 'def': 27}","{'att': 153, 'def': 26}",8,9,0,2,0.0673,l,2022-02-19 15:00:00,0,0,1,0,-2.5286
h,0.770819,1.93422,0.770819,1.93422,"{'att': 355, 'def': 22}","{'att': 174, 'def': 29}",6,10,0,1,0.4503,l,2022-02-26 17:30:00,0,0,1,0,-1.163401
a,0.568342,1.64248,0.568342,1.64248,"{'att': 239, 'def': 33}","{'att': 277, 'def': 22}",3,8,1,5,0.5492,l,2021-08-14 11:30:00,0,0,1,0,-1.074138
h,0.966093,1.85713,0.966093,1.09596,"{'att': 114, 'def': 21}","{'att': 374, 'def': 22}",4,6,2,2,0.6439,d,2021-08-21 14:00:00,0,1,0,1,-0.129867
a,1.52078,1.71102,1.52078,1.71102,"{'att': 122, 'def': 15}","{'att': 346, 'def': 24}",9,2,1,1,1.1537,d,2021-08-29 13:00:00,0,1,0,1,-0.1902399999999999
h,0.652514,4.4016,0.652514,4.4016,"{'att': 304, 'def': 8}","{'att': 252, 'def': 15}",8,15,0,3,0.0453,l,2021-09-12 15:30:00,0,0,1,0,-3.749086
a,1.42995,1.17668,1.42995,1.17668,"{'att': 144, 'def': 26}","{'att': 338, 'def': 20}",13,10,1,1,1.5584000000000002,d,2021-09-17 19:00:00,0,1,0,1,0.2532700000000001
h,1.1967,1.98962,1.1967,1.98962,"{'att': 191, 'def': 14}","{'att': 244, 'def': 12}",8,5,1,2,0.8236999999999999,l,2021-09-25 14:00:00,0,0,1,0,-0.7929199999999998
h,1.57388,0.192794,1.57388,0.192794,"{'att': 108, 'def': 16}","{'att': 291, 'def': 21}",9,4,1,0,2.5128000000000004,w,2021-10-02 14:00:00,1,0,0,3,1.381086
a,0.446173,1.83082,0.446173,1.83082,"{'att': 174, 'def': 31}","{'att': 260, 'def': 34}",4,4,0,1,0.348,l,2021-10-16 14:00:00,0,0,1,0,-1.384647
h,1.71313,0.858644,0.951964,0.858644,"{'att': 144, 'def': 40}","{'att': 280, 'def': 18}",4,2,1,1,2.0893,d,2021-10-23 14:00:00,0,1,0,1,0.09332
a,1.16855,0.661887,1.16855,0.661887,"{'att': 150, 'def': 35}","{'att': 192, 'def': 22}",5,2,2,1,1.8229,w,2021-10-31 14:00:00,1,0,0,3,0.506663
h,1.96551,0.795292,1.96551,0.795292,"{'att': 193, 'def': 22}","{'att': 224, 'def': 18}",5,4,1,1,2.3402000000000003,d,2021-11-07 14:00:00,0,1,0,1,1.1702180000000002
a,1.46689,2.31744,1.46689,2.31744,"{'att': 230, 'def': 31}","{'att': 307, 'def': 32}",5,8,1,2,0.7541,l,2021-11-21 16:30:00,0,0,1,0,-0.8505499999999999
a,0.864829,1.90498,0.864829,1.90498,"{'att': 253, 'def': 37}","{'att': 194, 'def': 21}",6,13,0,0,0.6196999999999999,d,2021-11-27 17:30:00,0,1,0,1,-1.0401509999999998
h,1.9818,0.707328,1.22063,0.707328,"{'att': 146, 'def': 38}","{'att': 278, 'def': 22}",5,4,1,0,2.4334,w,2021-11-30 20:15:00,1,0,0,3,0.5133020000000001
h,1.41896,1.19959,1.41896,1.19959,"{'att': 134, 'def': 28}","{'att': 255, 'def': 23}",7,5,2,2,1.5383,d,2021-12-05 14:00:00,0,1,0,1,0.21937
a,1.72934,2.74844,0.968172,1.2261,"{'att': 211, 'def': 18}","{'att': 161, 'def': 23}",1,8,2,3,0.6751,l,2021-12-11 15:00:00,0,0,1,0,-0.2579279999999999
a,0.227498,3.31349,0.227498,3.31349,"{'att': 351, 'def': 13}","{'att': 233, 'def': 20}",2,14,0,7,0.0452999999999999,l,2021-12-14 20:00:00,0,0,1,0,-3.085992
h,1.31408,3.69008,0.55291,3.69008,"{'att': 226, 'def': 16}","{'att': 232, 'def': 31}",7,14,1,4,0.2098,l,2021-12-18 17:30:00,0,0,1,0,-3.13717
h,2.04186,0.960493,2.04186,0.960493,"{'att': 111, 'def': 18}","{'att': 181, 'def': 21}",8,2,3,1,2.1539,w,2022-01-02 14:00:00,1,0,0,3,1.0813669999999995
a,2.26884,2.3549,2.26884,2.3549,"{'att': 169, 'def': 20}","{'att': 234, 'def': 25}",6,9,3,2,1.3017999999999998,w,2022-01-16 14:00:00,1,0,0,3,-0.0860600000000002
h,1.12992,1.15904,1.12992,1.15904,"{'att': 116, 'def': 19}","{'att': 251, 'def': 19}",11,9,0,1,1.3423,l,2022-01-22 15:00:00,0,0,1,0,-0.02912
a,2.52914,1.5013,2.52914,1.5013,"{'att': 148, 'def': 15}","{'att': 291, 'def': 21}",8,2,3,3,2.1414,d,2022-02-09 20:00:00,0,1,0,1,1.02784
a,0.242668,2.58561,0.242668,2.58561,"{'att': 139, 'def': 23}","{'att': 301, 'def': 27}",4,10,0,3,0.0782,l,2022-02-12 15:00:00,0,0,1,0,-2.342942
h,1.74476,2.60999,1.74476,2.60999,"{'att': 154, 'def': 30}","{'att': 241, 'def': 29}",6,12,2,4,0.8092,l,2022-02-20 14:00:00,0,0,1,0,-0.8652299999999997
a,0.141547,5.3303,0.141547,3.80797,"{'att': 435, 'def': 17}","{'att': 248, 'def': 22}",3,13,0,6,0.0015,l,2022-02-23 19:45:00,0,0,1,0,-3.666423
h,1.89569,2.47025,1.89569,2.47025,"{'att': 294, 'def': 37}","{'att': 215, 'def': 12}",16,10,0,4,1.0085,l,2022-02-26 12:30:00,0,0,1,0,-0.57456
h,0.668082,1.32714,0.668082,1.32714,"{'att': 253, 'def': 22}","{'att': 385, 'def': 19}",6,7,1,0,0.7799,w,2021-08-14 14:00:00,1,0,0,3,-0.659058
a,0.62676,2.28613,0.62676,2.28613,"{'att': 284, 'def': 22}","{'att': 327, 'def': 14}",5,5,1,4,0.3362,l,2021-08-23 19:00:00,0,0,1,0,-1.65937
a,1.27371,1.44084,1.27371,0.679671,"{'att': 193, 'def': 22}","{'att': 274, 'def': 25}",3,2,2,1,1.1889,w,2021-08-28 14:00:00,1,0,0,3,0.5940389999999999
h,0.8001,2.75058,0.8001,2.75058,"{'att': 311, 'def': 4}","{'att': 246, 'def': 26}",6,14,0,1,0.2819,l,2021-09-11 14:00:00,0,0,1,0,-1.95048
a,1.25373,1.47438,1.25373,0.71321,"{'att': 186, 'def': 21}","{'att': 289, 'def': 21}",12,6,1,2,1.1499,l,2021-09-19 13:00:00,0,0,1,0,0.54052
h,2.16233,0.428866,2.16233,0.428866,"{'att': 118, 'def': 13}","{'att': 324, 'def': 23}",17,9,2,2,2.5699,d,2021-09-25 14:00:00,0,1,0,1,1.733464
a,1.04322,1.1703,1.04322,1.1703,"{'att': 317, 'def': 34}","{'att': 204, 'def': 30}",1,13,2,2,1.2822,d,2021-10-03 13:00:00,0,1,0,1,-0.1270799999999998
h,2.96611,1.02494,2.96611,1.02494,"{'att': 279, 'def': 21}","{'att': 321, 'def': 26}",10,4,4,2,2.6238,w,2021-10-16 14:00:00,1,0,0,3,1.94117
a,1.00254,1.16789,1.00254,1.16789,"{'att': 256, 'def': 12}","{'att': 216, 'def': 37}",5,7,2,1,1.1802,w,2021-10-24 13:00:00,1,0,0,3,-0.1653500000000001
h,1.98801,1.10288,1.98801,1.10288,"{'att': 173, 'def': 19}","{'att': 374, 'def': 15}",9,5,0,2,2.0833,l,2021-10-30 11:30:00,0,0,1,0,0.88513
a,0.795292,1.96551,0.795292,1.96551,"{'att': 224, 'def': 18}","{'att': 193, 'def': 22}",4,5,1,1,0.452,d,2021-11-07 14:00:00,0,1,0,1,-1.1702180000000002
h,0.499504,2.57178,0.499504,2.57178,"{'att': 360, 'def': 36}","{'att': 204, 'def': 23}",1,8,0,3,0.1647,l,2021-11-20 12:30:00,0,0,1,0,-2.072276
h,2.16027,2.38383,2.16027,1.62266,"{'att': 118, 'def': 10}","{'att': 185, 'def': 37}",8,4,4,2,1.2363,w,2021-11-28 14:00:00,1,0,0,3,0.5376100000000001
a,1.4401,1.91169,1.4401,1.91169,"{'att': 159, 'def': 18}","{'att': 262, 'def': 26}",5,10,2,2,1.0004,d,2021-12-01 19:30:00,0,1,0,1,-0.4715899999999999
a,0.982614,1.84818,0.982614,1.84818,"{'att': 159, 'def': 39}","{'att': 270, 'def': 20}",12,7,1,2,0.7368,l,2021-12-05 16:30:00,0,0,1,0,-0.865566
h,2.05771,0.511934,1.29654,0.511934,"{'att': 219, 'def': 18}","{'att': 229, 'def': 31}",8,7,4,0,2.6017,w,2021-12-12 14:00:00,1,0,0,3,0.784606
a,2.43425,3.82869,2.43425,2.30635,"{'att': 473, 'def': 11}","{'att': 215, 'def': 24}",6,12,3,6,0.5574,l,2021-12-26 15:00:00,0,0,1,0,0.1278999999999999
h,0.615892,2.72682,0.615892,1.86362,"{'att': 223, 'def': 12}","{'att': 204, 'def': 34}",6,22,1,0,0.1549,w,2021-12-28 20:00:00,1,0,0,3,-1.247728
h,1.95031,4.24711,1.95031,4.24711,"{'att': 354, 'def': 12}","{'att': 371, 'def': 23}",6,11,2,3,0.3056,l,2022-01-19 19:30:00,0,0,1,0,-2.2968
h,1.70979,1.19738,1.70979,1.19738,"{'att': 301, 'def': 18}","{'att': 235, 'def': 23}",10,8,1,1,1.799,d,2022-01-23 14:00:00,0,1,0,1,0.5124099999999998
a,0.544954,2.72997,0.544954,2.72997,"{'att': 355, 'def': 15}","{'att': 190, 'def': 42}",5,12,0,2,0.176,l,2022-02-10 19:45:00,0,0,1,0,-2.185016
h,1.40693,0.745068,0.645761,0.745068,"{'att': 249, 'def': 22}","{'att': 333, 'def': 21}",3,7,2,2,1.9497,d,2022-02-13 16:30:00,0,1,0,1,-0.0993069999999999
a,1.55048,0.472777,1.55048,0.472777,"{'att': 191, 'def': 25}","{'att': 312, 'def': 12}",8,4,1,2,2.3896,l,2022-02-20 16:30:00,0,0,1,0,1.077703
a,1.78728,1.3333,1.78728,1.3333,"{'att': 359, 'def': 31}","{'att': 308, 'def': 12}",13,3,3,0,1.7064,w,2021-08-14 16:30:00,1,0,0,3,0.45398
h,2.63945,0.690464,2.63945,0.690464,"{'att': 91, 'def': 13}","{'att': 280, 'def': 22}",8,3,2,0,2.5683,w,2021-08-21 11:30:00,1,0,0,3,1.948986
h,2.08462,0.573638,1.32345,0.573638,"{'att': 211, 'def': 29}","{'att': 309, 'def': 11}",6,4,1,1,2.4875,d,2021-08-28 16:30:00,0,1,0,1,0.749812
a,4.4016,0.652514,4.4016,0.652514,"{'att': 252, 'def': 15}","{'att': 304, 'def': 8}",15,8,3,0,2.9307,w,2021-09-12 15:30:00,1,0,0,3,3.749086
h,2.76793,0.644168,2.76793,0.644168,"{'att': 155, 'def': 30}","{'att': 244, 'def': 12}",8,8,3,0,2.7229,w,2021-09-18 14:00:00,1,0,0,3,2.123762
a,2.25736,2.94058,2.25736,2.94058,"{'att': 114, 'def': 17}","{'att': 237, 'def': 10}",12,4,3,3,0.9266,d,2021-09-25 16:30:00,0,1,0,1,-0.6832200000000004
h,0.949368,1.04319,0.949368,1.04319,"{'att': 325, 'def': 31}","{'att': 293, 'def': 10}",7,11,2,2,1.2774,d,2021-10-03 15:30:00,0,1,0,1,-0.093822
a,3.65553,0.302302,3.65553,0.302302,"{'att': 122, 'def': 25}","{'att': 496, 'def': 11}",10,5,5,0,2.9688000000000003,w,2021-10-16 11:30:00,1,0,0,3,3.353228
a,4.04765,1.35584,4.04765,1.35584,"{'att': 214, 'def': 26}","{'att': 425, 'def': 7}",13,7,5,0,2.7818,w,2021-10-24 15:30:00,1,0,0,3,2.6918100000000003
h,1.39778,1.51032,1.39778,1.51032,"{'att': 272, 'def': 23}","{'att': 396, 'def': 15}",11,4,2,2,1.2456,d,2021-10-30 14:00:00,0,1,0,1,-0.11254
a,1.45641,1.25298,1.45641,1.25298,"{'att': 146, 'def': 22}","{'att': 309, 'def': 15}",16,3,2,3,1.5019,l,2021-11-07 16:30:00,0,0,1,0,0.20343
h,3.97374,0.268025,3.97374,0.268025,"{'att': 210, 'def': 31}","{'att': 422, 'def': 15}",13,0,4,0,2.9878,w,2021-11-20 17:30:00,1,0,0,3,3.705715
h,3.07278,0.966132,3.07278,0.966132,"{'att': 173, 'def': 18}","{'att': 350, 'def': 23}",14,2,4,0,2.6828000000000003,w,2021-11-27 15:00:00,1,0,0,3,2.106648
a,2.86067,0.512263,2.86067,0.512263,"{'att': 116, 'def': 26}","{'att': 344, 'def': 22}",10,1,4,1,2.786,w,2021-12-01 20:15:00,1,0,0,3,2.348407
a,2.42332,0.095167,2.42332,0.095167,"{'att': 176, 'def': 24}","{'att': 317, 'def': 8}",16,1,1,0,2.8788,w,2021-12-04 15:00:00,1,0,0,3,2.328153
h,2.71181,0.140573,1.95064,0.140573,"{'att': 157, 'def': 30}","{'att': 272, 'def': 11}",15,4,1,0,2.9112,w,2021-12-11 15:00:00,1,0,0,3,1.810067
h,2.93912,0.2064,2.93912,0.2064,"{'att': 128, 'def': 25}","{'att': 353, 'def': 10}",14,2,3,1,2.9406000000000003,w,2021-12-16 20:00:00,1,0,0,3,2.73272
a,1.54944,2.79777,1.54944,2.79777,"{'att': 239, 'def': 36}","{'att': 233, 'def': 11}",13,11,2,2,0.5444,d,2021-12-19 16:30:00,0,1,0,1,-1.24833
a,2.72682,0.615892,1.86362,0.615892,"{'att': 204, 'def': 34}","{'att': 223, 'def': 12}",22,6,0,1,2.7553,l,2021-12-28 20:00:00,0,0,1,0,1.247728
a,1.78897,1.389,1.78897,1.389,"{'att': 309, 'def': 25}","{'att': 212, 'def': 24}",4,8,2,2,1.6882,d,2022-01-02 16:30:00,0,1,0,1,0.3999699999999999
h,3.49099,0.376656,3.49099,0.376656,"{'att': 150, 'def': 17}","{'att': 303, 'def': 20}",11,5,3,0,2.9014,w,2022-01-16 14:00:00,1,0,0,3,3.114334
a,1.49697,1.62615,0.735802,1.62615,"{'att': 285, 'def': 21}","{'att': 294, 'def': 27}",11,5,3,1,1.2296999999999998,w,2022-01-23 14:00:00,1,0,0,3,-0.890348
h,2.72997,0.544954,2.72997,0.544954,"{'att': 190, 'def': 42}","{'att': 355, 'def': 15}",12,5,2,0,2.7248,w,2022-02-10 19:45:00,1,0,0,3,2.185016
a,1.95722,1.16081,1.95722,1.16081,"{'att': 162, 'def': 20}","{'att': 368, 'def': 27}",6,1,1,0,2.1238,w,2022-02-13 14:00:00,1,0,0,3,0.7964100000000001
h,3.15449,0.66975,3.15449,0.66975,"{'att': 169, 'def': 22}","{'att': 356, 'def': 14}",21,5,3,1,2.7498,w,2022-02-19 15:00:00,1,0,0,3,2.48474
h,5.3303,0.141547,3.80797,0.141547,"{'att': 248, 'def': 22}","{'att': 435, 'def': 17}",13,3,6,0,2.9976000000000003,w,2022-02-23 19:45:00,1,0,0,3,3.666423
a,2.10585,1.06014,2.10585,1.06014,"{'att': 135, 'def': 22}","{'att': 294, 'def': 17}",8,5,0,1,2.1266000000000003,l,2021-08-15 15:30:00,0,0,1,0,1.04571
h,2.43928,0.0250088,2.43928,0.0250088,"{'att': 259, 'def': 34}","{'att': 331, 'def': 12}",16,0,5,0,2.9245,w,2021-08-21 14:00:00,1,0,0,3,2.4142712
h,4.47273,0.116805,4.47273,0.116805,"{'att': 91, 'def': 18}","{'att': 365, 'def': 7}",14,0,5,0,2.9883,w,2021-08-28 11:30:00,1,0,0,3,4.355925
a,2.75058,0.8001,2.75058,0.8001,"{'att': 246, 'def': 26}","{'att': 311, 'def': 4}",14,6,1,0,2.5934,w,2021-09-11 14:00:00,1,0,0,3,1.95048
h,1.22451,0.490923,1.22451,0.490923,"{'att': 173, 'def': 15}","{'att': 363, 'def': 22}",6,6,0,0,1.9761,d,2021-09-18 14:00:00,0,1,0,1,0.733587
a,1.69244,0.194202,1.69244,0.194202,"{'att': 274, 'def': 30}","{'att': 343, 'def': 16}",9,4,1,0,2.5655,w,2021-09-25 11:30:00,1,0,0,3,1.498238
a,1.04319,0.949368,1.04319,0.949368,"{'att': 293, 'def': 10}","{'att': 325, 'def': 31}",11,7,2,2,1.4001,d,2021-10-03 15:30:00,0,1,0,1,0.093822
h,2.15712,1.07719,2.15712,1.07719,"{'att': 145, 'def': 17}","{'att': 352, 'def': 15}",18,6,2,0,2.223,w,2021-10-16 14:00:00,1,0,0,3,1.0799299999999998
a,3.57376,1.1695,3.57376,0.408335,"{'att': 333, 'def': 14}","{'att': 284, 'def': 29}",10,7,4,1,2.7781,w,2021-10-23 16:30:00,1,0,0,3,3.165425
h,0.65739,1.05029,0.65739,1.05029,"{'att': 180, 'def': 25}","{'att': 317, 'def': 19}",12,5,0,2,0.9416,l,2021-10-30 14:00:00,0,0,1,0,-0.3928999999999999
a,2.04202,0.759561,2.04202,0.759561,"{'att': 237, 'def': 23}","{'att': 399, 'def': 17}",8,0,2,0,2.3673,w,2021-11-06 12:30:00,1,0,0,3,1.2824589999999998
h,2.61302,0.266894,2.61302,0.266894,"{'att': 123, 'def': 18}","{'att': 464, 'def': 8}",14,3,3,0,2.8228000000000004,w,2021-11-21 14:00:00,1,0,0,3,2.346126
h,2.72187,0.171763,2.72187,0.171763,"{'att': 154, 'def': 21}","{'att': 406, 'def': 17}",9,5,2,1,2.8989,w,2021-11-28 14:00:00,1,0,0,3,2.550107
a,1.01897,0.772083,1.01897,0.772083,"{'att': 192, 'def': 22}","{'att': 302, 'def': 20}",9,4,2,1,1.5287,w,2021-12-01 20:15:00,1,0,0,3,0.2468869999999999
a,4.03223,0.675105,4.03223,0.675105,"{'att': 106, 'def': 17}","{'att': 482, 'def': 15}",27,2,3,1,2.8824,w,2021-12-04 17:30:00,1,0,0,3,3.3571250000000004
h,2.99915,0.0762839,2.23799,0.0762839,"{'att': 200, 'def': 32}","{'att': 332, 'def': 7}",23,1,1,0,2.9398,w,2021-12-11 12:30:00,1,0,0,3,2.1617061
h,3.31349,0.227498,3.31349,0.227498,"{'att': 233, 'def': 20}","{'att': 351, 'def': 13}",14,2,7,0,2.9211,w,2021-12-14 20:00:00,1,0,0,3,3.085992
a,3.64686,0.174208,3.64686,0.174208,"{'att': 163, 'def': 17}","{'att': 442, 'def': 19}",11,5,4,0,2.9772000000000003,w,2021-12-19 14:15:00,1,0,0,3,3.472652
h,3.82869,2.43425,2.30635,2.43425,"{'att': 215, 'def': 24}","{'att': 473, 'def': 11}",12,6,6,3,2.28,w,2021-12-26 15:00:00,1,0,0,3,-0.1278999999999999
a,1.01763,0.238829,1.01763,0.238829,"{'att': 112, 'def': 22}","{'att': 288, 'def': 22}",6,3,1,0,2.2096,w,2021-12-29 20:15:00,1,0,0,3,0.7788010000000001
a,1.94623,0.836949,1.18506,0.836949,"{'att': 112, 'def': 16}","{'att': 328, 'def': 25}",8,4,2,1,2.2895000000000003,w,2022-01-01 12:30:00,1,0,0,3,0.3481109999999999
h,0.901703,0.613757,0.901703,0.613757,"{'att': 307, 'def': 23}","{'att': 338, 'def': 20}",6,2,1,0,1.5598,w,2022-01-15 12:30:00,1,0,0,3,0.287946
a,1.62907,1.00222,1.62907,1.00222,"{'att': 147, 'def': 30}","{'att': 356, 'def': 17}",17,1,1,1,1.8553,d,2022-01-22 17:30:00,0,1,0,1,0.6268499999999999
h,1.98246,0.461305,1.22129,0.461305,"{'att': 104, 'def': 20}","{'att': 280, 'def': 17}",11,3,2,0,2.5501000000000005,w,2022-02-09 19:45:00,1,0,0,3,0.7599849999999999
a,4.44653,0.356755,3.46024,0.356755,"{'att': 157, 'def': 17}","{'att': 352, 'def': 9}",21,5,4,0,2.9874,w,2022-02-12 17:30:00,1,0,0,3,3.103485
h,2.31773,2.00235,1.55656,2.00235,"{'att': 205, 'def': 24}","{'att': 248, 'def': 4}",22,2,2,3,1.5803000000000005,l,2022-02-19 17:30:00,0,0,1,0,-0.4457899999999999
a,1.93422,0.770819,1.93422,0.770819,"{'att': 174, 'def': 29}","{'att': 355, 'def': 22}",10,6,1,0,2.349,w,2022-02-26 17:30:00,1,0,0,3,1.163401
h,1.64248,0.568342,1.64248,0.568342,"{'att': 277, 'def': 22}","{'att': 239, 'def': 33}",8,3,5,1,2.2181,w,2021-08-14 11:30:00,1,0,0,3,1.074138
a,2.26173,0.587526,2.26173,0.587526,"{'att': 136, 'def': 15}","{'att': 275, 'def': 31}",11,3,1,1,2.58,d,2021-08-22 13:00:00,0,1,0,1,1.674204
a,0.944083,1.79575,0.944083,1.79575,"{'att': 238, 'def': 26}","{'att': 345, 'def': 14}",8,6,1,0,0.6585000000000001,w,2021-08-29 15:30:00,1,0,0,3,-0.851667
h,2.77326,0.622042,2.77326,0.622042,"{'att': 206, 'def': 24}","{'att': 255, 'def': 7}",11,1,4,1,2.7596,w,2021-09-11 14:00:00,1,0,0,3,2.151218
a,1.8954,1.6671,1.8954,0.905935,"{'att': 226, 'def': 18}","{'att': 336, 'def': 20}",7,7,2,1,1.5157,w,2021-09-19 13:00:00,1,0,0,3,0.989465
h,1.9251,1.57249,1.16393,1.57249,"{'att': 113, 'def': 18}","{'att': 207, 'def': 22}",5,6,0,1,1.6249,l,2021-09-25 11:30:00,0,0,1,0,-0.40856
h,1.0496,1.32211,1.0496,1.32211,"{'att': 122, 'def': 15}","{'att': 317, 'def': 16}",12,2,1,1,1.123,d,2021-10-02 11:30:00,0,1,0,1,-0.2725099999999998
a,1.02494,2.96611,1.02494,2.96611,"{'att': 321, 'def': 26}","{'att': 279, 'def': 21}",4,10,2,4,0.2643,l,2021-10-16 14:00:00,0,0,1,0,-1.94117
h,1.35584,4.04765,1.35584,4.04765,"{'att': 425, 'def': 7}","{'att': 214, 'def': 26}",7,13,0,5,0.1523,l,2021-10-24 15:30:00,0,0,1,0,-2.6918100000000003
a,1.38612,1.15787,1.38612,1.15787,"{'att': 298, 'def': 29}","{'att': 208, 'def': 29}",9,3,3,0,1.5243,w,2021-10-30 16:30:00,1,0,0,3,0.22825
h,0.759561,2.04202,0.759561,2.04202,"{'att': 399, 'def': 17}","{'att': 237, 'def': 23}",0,8,0,2,0.4418999999999999,l,2021-11-06 12:30:00,0,0,1,0,-1.2824589999999998
a,1.66794,2.73393,1.66794,1.97277,"{'att': 122, 'def': 5}","{'att': 352, 'def': 27}",9,7,1,4,0.7023,l,2021-11-20 15:00:00,0,0,1,0,-0.3048299999999999
a,0.563367,2.34525,0.563367,1.58408,"{'att': 334, 'def': 20}","{'att': 172, 'def': 32}",2,5,1,1,0.2169999999999999,d,2021-11-28 16:30:00,0,1,0,1,-1.020713
h,1.85597,1.16638,1.0948,1.16638,"{'att': 297, 'def': 20}","{'att': 198, 'def': 17}",9,4,3,2,1.9235,w,2021-12-02 20:15:00,1,0,0,3,-0.0715799999999999
h,0.870376,0.520593,0.870376,0.520593,"{'att': 189, 'def': 27}","{'att': 223, 'def': 15}",13,3,1,0,1.6222,w,2021-12-05 14:00:00,1,0,0,3,0.349783
a,2.09817,0.986107,1.337,0.986107,"{'att': 248, 'def': 29}","{'att': 247, 'def': 10}",9,8,1,0,2.2566,w,2021-12-11 17:30:00,1,0,0,3,0.350893
a,1.75587,1.26586,1.75587,1.26586,"{'att': 95, 'def': 17}","{'att': 312, 'def': 22}",4,5,1,1,1.7344,d,2021-12-27 20:00:00,0,1,0,1,0.49001
h,1.80776,0.871738,1.80776,0.871738,"{'att': 202, 'def': 10}","{'att': 249, 'def': 21}",6,6,3,1,2.0819,w,2021-12-30 20:15:00,1,0,0,3,0.936022
