id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty,player_id
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,4
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,4
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,4
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,4
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,4
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,4
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,4
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,4
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,4
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,4
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,4
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,4
218,2210488,17,,1,,,False,0,False,,,False,4,4
243,2210513,6,,1,,,False,0,False,,,False,5,4
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,5
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,5
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,5
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,5
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,5
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,5
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,5
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,5
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,5
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,5
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,5
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,5
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,5
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,5
218,2210488,17,,1,,,False,0,False,,,False,4,5
243,2210513,6,,1,,,False,0,False,,,False,5,5
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,6
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,6
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,6
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,6
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,6
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,6
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,6
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,6
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,6
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,6
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,6
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,6
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,6
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,6
218,2210488,17,,1,,,False,0,False,,,False,4,6
243,2210513,6,,1,,,False,0,False,,,False,5,6
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,7
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,7
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,7
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,7
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,7
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,7
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,7
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,7
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,7
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,7
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,7
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,7
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,7
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,7
218,2210488,17,,1,,,False,0,False,,,False,4,7
243,2210513,6,,1,,,False,0,False,,,False,5,7
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,8
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,8
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,8
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,8
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,8
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,8
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,8
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,8
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,8
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,8
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,8
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,8
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,8
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,8
218,2210488,17,,1,,,False,0,False,,,False,4,8
243,2210513,6,,1,,,False,0,False,,,False,5,8
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,9
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,9
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,9
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,9
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,9
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,9
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,9
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,9
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,9
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,9
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,9
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,9
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,9
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,9
218,2210488,17,,1,,,False,0,False,,,False,4,9
243,2210513,6,,1,,,False,0,False,,,False,5,9
252,2210522,2,,18,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,10
263,2210533,4,,2,,27.0,False,0,False,2022-02-26T15:00:00Z,Gameweek 27,False,3,10
271,2210541,2,,16,,28.0,False,0,False,2022-03-05T15:00:00Z,Gameweek 28,True,2,10
196,2210466,10,,2,,28.0,False,0,False,2022-03-10T19:45:00Z,Gameweek 28,False,2,10
290,2210560,19,,2,,29.0,False,0,False,2022-03-13T14:00:00Z,Gameweek 29,False,3,10
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,True,3,10
310,2210580,20,,2,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,4,10
312,2210582,2,,17,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,10
321,2210591,2,,11,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,True,4,10
337,2210607,9,,2,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,False,3,10
341,2210611,2,,15,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,True,2,10
354,2210624,5,,2,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,False,2,10
361,2210631,2,,7,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,True,2,10
379,2210649,12,,2,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,False,5,10
171,2210441,2,,5,,,False,0,False,,,True,2,10
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,11
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,11
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,11
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,11
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,11
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,11
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,11
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,11
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,11
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,11
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,11
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,11
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,11
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,11
218,2210488,17,,1,,,False,0,False,,,False,4,11
243,2210513,6,,1,,,False,0,False,,,False,5,11
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,12
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,12
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,12
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,12
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,12
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,12
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,12
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,12
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,12
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,12
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,12
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,12
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,12
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,12
218,2210488,17,,1,,,False,0,False,,,False,4,12
243,2210513,6,,1,,,False,0,False,,,False,5,12
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,13
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,13
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,13
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,13
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,13
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,13
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,13
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,13
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,13
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,13
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,13
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,13
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,13
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,13
218,2210488,17,,1,,,False,0,False,,,False,4,13
243,2210513,6,,1,,,False,0,False,,,False,5,13
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,14
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,14
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,14
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,14
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,14
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,14
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,14
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,14
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,14
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,14
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,14
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,14
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,14
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,14
218,2210488,17,,1,,,False,0,False,,,False,4,14
243,2210513,6,,1,,,False,0,False,,,False,5,14
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,15
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,15
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,15
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,15
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,15
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,15
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,15
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,15
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,15
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,15
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,15
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,15
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,15
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,15
218,2210488,17,,1,,,False,0,False,,,False,4,15
243,2210513,6,,1,,,False,0,False,,,False,5,15
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,16
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,16
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,16
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,16
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,16
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,16
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,16
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,16
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,16
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,16
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,16
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,16
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,16
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,16
218,2210488,17,,1,,,False,0,False,,,False,4,16
243,2210513,6,,1,,,False,0,False,,,False,5,16
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,17
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,17
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,17
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,17
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,17
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,17
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,17
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,17
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,17
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,17
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,17
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,17
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,17
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,17
218,2210488,17,,1,,,False,0,False,,,False,4,17
243,2210513,6,,1,,,False,0,False,,,False,5,17
251,2210521,1,,3,,26.0,False,0,False,2022-02-19T15:00:00Z,Gameweek 26,True,2,18
191,2210461,1,,20,,26.0,False,0,False,2022-02-24T19:45:00Z,Gameweek 26,True,3,18
279,2210549,18,,1,,28.0,False,0,False,2022-03-06T14:00:00Z,Gameweek 28,False,2,18
281,2210551,1,,9,,29.0,False,0,False,2022-03-13T16:30:00Z,Gameweek 29,True,3,18
261,2210531,1,,11,,29.0,False,0,False,2022-03-16T20:15:00Z,Gameweek 29,True,4,18
291,2210561,2,,1,,30.0,False,0,False,2022-03-19T12:30:00Z,Gameweek 30,False,3,18
304,2210574,7,,1,,31.0,False,0,False,2022-04-02T14:00:00Z,Gameweek 31,False,2,18
311,2210581,1,,4,,32.0,False,0,False,2022-04-09T14:00:00Z,Gameweek 32,True,3,18
326,2210596,16,,1,,33.0,False,0,False,2022-04-16T14:00:00Z,Gameweek 33,False,2,18
331,2210601,1,,13,,34.0,False,0,False,2022-04-23T14:00:00Z,Gameweek 34,True,3,18
349,2210619,19,,1,,35.0,False,0,False,2022-04-30T14:00:00Z,Gameweek 35,False,3,18
351,2210621,1,,10,,36.0,False,0,False,2022-05-07T14:00:00Z,Gameweek 36,True,2,18
365,2210635,14,,1,,37.0,False,0,False,2022-05-15T14:00:00Z,Gameweek 37,False,2,18
371,2210641,1,,8,,38.0,False,0,False,2022-05-22T15:00:00Z,Gameweek 38,True,2,18
218,2210488,17,,1,,,False,0,False,,,False,4,18
243,2210513,6,,1,,,False,0,False,,,False,5,18
259,2210529,19,,14,,26.0,False,0,False,2022-02-19T12:30:00Z,Gameweek 26,False,3,19
