player_id,fixture_id,opponent_team_id,total_points,home_game,kickoff_time,round,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,team_score,opponent_team_score,team_id,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_short_name,position_name_short,team_strength,full_name,opponent_team,opponent_team_strength,event_name,difficulty
154,21,6,0.0,False,2020-09-26 14:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,-2276.0,9629.0,666.0,2942.0,2.0,1.0,7,4.0,4.0,,EVE,MID,3,Bernard Anício Caldeira Duarte,CRY,3,,
155,21,6,6.0,False,2020-09-26 14:00:00,3.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,26.8,17.3,12.0,5.6,61.0,43922.0,965634.0,160549.0,116627.0,2.0,1.0,7,2.0,2.0,,EVE,DEF,3,Lucas Digne,CRY,3,,
156,21,6,2.0,False,2020-09-26 14:00:00,3.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.4,0.4,2.0,1.8,50.0,105206.0,284812.0,138666.0,33460.0,2.0,1.0,7,,,,EVE,DEF,3,Michael Keane,CRY,3,,
157,21,6,2.0,False,2020-09-26 14:00:00,3.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.8,0.0,0.0,0.4,50.0,1562.0,642875.0,88498.0,86936.0,2.0,1.0,7,,,,EVE,GKP,3,Jordan Pickford,CRY,3,,
158,21,6,2.0,False,2020-09-26 14:00:00,3.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.4,2.1,0.0,1.0,55.0,-2627.0,32333.0,3986.0,6613.0,2.0,1.0,7,,,,EVE,MID,3,André Filipe Tavares Gomes,CRY,3,,
159,21,6,1.0,False,2020-09-26 14:00:00,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.0,0.2,59.0,-1782.0,10421.0,500.0,2282.0,2.0,1.0,7,,,,EVE,MID,3,Alex Iwobi,CRY,3,,
160,21,6,0.0,False,2020-09-26 14:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-2206.0,12687.0,1078.0,3284.0,2.0,1.0,7,,,,EVE,DEF,3,Jonjoe Kenny,CRY,3,,
162,21,6,2.0,False,2020-09-26 14:00:00,3.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,0.3,0.0,1.7,55.0,7.0,102121.0,15442.0,15435.0,2.0,1.0,7,,,,EVE,DEF,3,Yerry Mina,CRY,3,,
163,21,6,1.0,False,2020-09-26 14:00:00,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,-1465.0,8286.0,540.0,2005.0,2.0,1.0,7,,,,EVE,MID,3,Tom Davies,CRY,3,,
164,21,6,6.0,False,2020-09-26 14:00:00,3.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.2,6.2,45.0,8.7,73.0,868743.0,1922282.0,969169.0,100426.0,2.0,1.0,7,,,,EVE,FWD,3,Dominic Calvert-Lewin,CRY,3,,
165,21,6,0.0,False,2020-09-26 14:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,-1560.0,4411.0,73.0,1633.0,2.0,1.0,7,,,,EVE,DEF,3,Mason Holgate,CRY,3,,
166,21,6,8.0,False,2020-09-26 14:00:00,3.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,32.0,42.0,3.2,25.0,7.0,80.0,16344.0,777072.0,114962.0,98618.0,2.0,1.0,7,,,2.0,EVE,FWD,3,Richarlison de Andrade,CRY,3,,
168,21,6,0.0,False,2020-09-26 14:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-8347.0,38655.0,1538.0,9885.0,2.0,1.0,7,,,,EVE,MID,3,Anthony Gordon,CRY,3,,
169,21,6,0.0,False,2020-09-26 14:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,-5862.0,31953.0,2522.0,8384.0,2.0,1.0,7,,,,EVE,FWD,3,Moise Kean,CRY,3,,
173,53,6,0.0,True,2020-10-24 14:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,-239.0,7089.0,442.0,681.0,1.0,2.0,8,,,,FUL,DEF,2,Maxime Le Marchand,CRY,3,,
175,53,6,9.0,True,2020-10-24 14:00:00,6.0,90.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,60.0,68.5,28.0,15.7,53.0,-825.0,9395.0,152.0,977.0,1.0,2.0,8,2.0,4.0,,FUL,MID,2,Tom Cairney,CRY,3,,
176,53,6,1.0,True,2020-10-24 14:00:00,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.4,1.4,0.0,1.5,44.0,606.0,13394.0,1681.0,1075.0,1.0,2.0,8,,,,FUL,DEF,2,Tim Ream,CRY,3,,
178,53,6,0.0,True,2020-10-24 14:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-1202.0,13882.0,246.0,1448.0,1.0,2.0,8,,,,FUL,DEF,2,Michael Hector,CRY,3,,
180,53,6,0.0,True,2020-10-24 14:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-705.0,5356.0,184.0,889.0,1.0,2.0,8,5.0,1.0,,FUL,MID,2,Neeskens Kebano,CRY,3,,
181,53,6,1.0,True,2020-10-24 14:00:00,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,54.0,-826.0,9575.0,992.0,1818.0,1.0,2.0,8,,,,FUL,FWD,2,Bobby Decordova-Reid,CRY,3,,
182,53,6,0.0,True,2020-10-24 14:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,-4565.0,41088.0,828.0,5393.0,1.0,2.0,8,4.0,3.0,,FUL,DEF,2,Joe Bryan,CRY,3,,
184,53,6,2.0,True,2020-10-24 14:00:00,6.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.6,26.3,68.0,10.0,59.0,-186345.0,760504.0,20218.0,206563.0,1.0,2.0,8,,2.0,1.0,FUL,FWD,2,Aleksandar Mitrović,CRY,3,,
186,53,6,0.0,True,2020-10-24 14:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-774.0,28914.0,1389.0,2163.0,1.0,2.0,8,,,,FUL,GKP,2,Marek Rodák,CRY,3,,
187,53,6,0.0,True,2020-10-24 14:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,-506.0,7575.0,171.0,677.0,1.0,2.0,8,1.0,,,FUL,MID,2,Ivan Ricardo Neves Abreu Cavaleiro,CRY,3,,
188,53,6,0.0,True,2020-10-24 14:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-1348.0,5692.0,118.0,1466.0,1.0,2.0,8,,,,FUL,MID,2,Josh Onomah,CRY,3,,
190,53,6,-2.0,True,2020-10-24 14:00:00,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.0,0.0,1.3,0.0,0.0,49.0,-709.0,5861.0,131.0,840.0,1.0,2.0,8,,,3.0,FUL,MID,2,Aboubakar Kamara,CRY,3,,
191,53,6,2.0,True,2020-10-24 14:00:00,6.0,65.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.6,10.5,5.0,2.7,45.0,-10210.0,167439.0,7135.0,17345.0,1.0,2.0,8,,,,FUL,MID,2,André-Frank Zambo Anguissa,CRY,3,,
193,72,6,0.0,False,2020-11-07 15:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,-889.0,25979.0,871.0,1760.0,1.0,4.0,10,4.0,2.0,,LEE,MID,3,Pablo Hernández Domínguez,CRY,3,,
195,72,6,-1.0,False,2020-11-07 15:00:00,8.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.4,1.0,4.0,2.2,44.0,-1880.0,44162.0,861.0,2741.0,1.0,4.0,10,,,,LEE,DEF,3,Liam Cooper,CRY,3,,
197,72,6,0.0,False,2020-11-07 15:00:00,8.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.4,3.6,10.0,3.7,45.0,-5960.0,318044.0,11063.0,17023.0,1.0,4.0,10,,,,LEE,DEF,3,Luke Ayling,CRY,3,,
198,72,6,4.0,False,2020-11-07 15:00:00,8.0,90.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,30.6,53.4,2.0,8.6,56.0,-43348.0,465851.0,12732.0,56080.0,1.0,4.0,10,2.0,,1.0,LEE,MID,3,Mateusz Klich,CRY,3,,
200,72,6,0.0,False,2020-11-07 15:00:00,8.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.4,3.7,6.0,1.7,45.0,22375.0,459111.0,35971.0,13596.0,1.0,4.0,10,,,,LEE,DEF,3,Stuart Dallas,CRY,3,,
201,72,6,0.0,False,2020-11-07 15:00:00,8.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.2,6.0,11.0,3.5,44.0,-1068.0,33575.0,1358.0,2426.0,1.0,4.0,10,,,,LEE,DEF,3,Ezgjan Alioski,CRY,3,,
202,72,6,7.0,False,2020-11-07 15:00:00,8.0,90.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,32.6,2.8,27.0,6.2,60.0,130325.0,2453122.0,221902.0,91577.0,1.0,4.0,10,,,2.0,LEE,FWD,3,Patrick Bamford,CRY,3,,
203,72,6,2.0,False,2020-11-07 15:00:00,8.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.2,21.2,9.0,4.2,55.0,-4770.0,133600.0,7284.0,12054.0,1.0,4.0,10,3.0,3.0,,LEE,MID,3,Jack Harrison,CRY,3,,
204,72,6,0.0,False,2020-11-07 15:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,-19691.0,104253.0,193.0,19884.0,1.0,4.0,10,1.0,1.0,,LEE,MID,3,Kalvin Phillips,CRY,3,,
205,72,6,-1.0,False,2020-11-07 15:00:00,8.0,45.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.1,2.0,0.0,57.0,-47880.0,666244.0,30242.0,78122.0,1.0,4.0,10,,,,LEE,MID,3,Hélder Wander Sousa de Azevedo e Costa,CRY,3,,
206,72,6,1.0,False,2020-11-07 15:00:00,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,1.4,2.0,0.4,49.0,-246.0,5097.0,202.0,448.0,1.0,4.0,10,,,,LEE,MID,3,Tyler Roberts,CRY,3,,
209,72,6,0.0,False,2020-11-07 15:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-1648.0,32695.0,1431.0,3079.0,1.0,4.0,10,,,,LEE,MID,3,Ian Carlo Poveda-Ocampo,CRY,3,,
210,72,6,0.0,False,2020-11-07 15:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-43.0,2927.0,165.0,208.0,1.0,4.0,10,,,,LEE,MID,3,Jamie Shackleton,CRY,3,,
211,72,6,0.0,False,2020-11-07 15:00:00,8.0,70.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.4,13.4,6.0,2.3,40.0,-4223.0,177249.0,8753.0,12976.0,1.0,4.0,10,,,,LEE,DEF,3,Pascal Struijk,CRY,3,,
213,72,6,1.0,False,2020-11-07 15:00:00,8.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,18.8,0.0,0.0,1.9,45.0,8611.0,311335.0,20451.0,11840.0,1.0,4.0,10,,,,LEE,GKP,3,Illan Meslier,CRY,3,,
214,72,6,0.0,False,2020-11-07 15:00:00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-2790.0,97648.0,2803.0,5593.0,1.0,4.0,10,,,,LEE,DEF,3,Leif Davis,CRY,3,,
232,31,6,18.0,True,2020-10-03 11:30:00,4.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,64.2,56.7,27.0,14.8,55.0,7687.0,122194.0,23008.0,15321.0,4.0,0.0,5,3.0,,,CHE,DEF,4,Benjamin Chilwell,CRY,3,,
290,15,6,0.0,True,2020-09-19 16:30:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-391.0,8726.0,641.0,1032.0,1.0,3.0,13,2.0,4.0,5.0,MUN,MID,4,Juan Mata,CRY,3,,
291,15,6,1.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,16.6,0.0,0.0,1.7,55.0,8554.0,296170.0,24934.0,16380.0,1.0,3.0,13,,,,MUN,GKP,4,David de Gea,CRY,3,,
293,15,6,1.0,True,2020-09-19 16:30:00,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,0.2,65.0,-1023.0,21375.0,2047.0,3070.0,1.0,3.0,13,,,,MUN,FWD,4,Odion Ighalo,CRY,3,,
295,15,6,0.0,True,2020-09-19 16:30:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-198.0,18715.0,2081.0,2279.0,1.0,3.0,13,,,,MUN,MID,4,Nemanja Matic,CRY,3,,
296,15,6,2.0,True,2020-09-19 16:30:00,2.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.6,6.8,16.0,3.8,80.0,15876.0,141119.0,31510.0,15634.0,1.0,3.0,13,,3.0,3.0,MUN,MID,4,Paul Pogba,CRY,3,,
298,15,6,0.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,14.8,4.6,4.0,2.3,55.0,11004.0,276468.0,28710.0,17706.0,1.0,3.0,13,,,,MUN,DEF,4,Harry Maguire,CRY,3,,
299,15,6,0.0,True,2020-09-19 16:30:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,-623.0,11306.0,935.0,1558.0,1.0,3.0,13,4.0,5.0,,MUN,MID,4,Frederico Rodrigues de Paula Santos,CRY,3,,
300,15,6,1.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.8,7.8,2.0,2.3,50.0,20945.0,111268.0,36929.0,15984.0,1.0,3.0,13,3.0,,,MUN,DEF,4,Luke Shaw,CRY,3,,
302,15,6,2.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.6,78.4,25.0,12.9,105.0,451998.0,1623046.0,525858.0,73860.0,1.0,3.0,13,1.0,1.0,1.0,MUN,MID,4,Bruno Miguel Borges Fernandes,CRY,3,,
303,15,6,2.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.2,6.0,28.0,3.5,90.0,340570.0,1156211.0,419865.0,79295.0,1.0,3.0,13,,,4.0,MUN,FWD,4,Anthony Martial,CRY,3,,
306,15,6,2.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.2,31.3,10.0,5.0,95.0,111651.0,445991.0,160201.0,48550.0,1.0,3.0,13,,2.0,2.0,MUN,MID,4,Marcus Rashford,CRY,3,,
307,15,6,0.0,True,2020-09-19 16:30:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,-627.0,1726.0,51.0,678.0,1.0,3.0,13,,,,MUN,DEF,4,Axel Tuanzebe,CRY,3,,
308,15,6,1.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.6,2.8,4.0,2.5,50.0,834.0,128704.0,12555.0,11721.0,1.0,3.0,13,,,,MUN,DEF,4,Victor Lindelöf,CRY,3,,
309,15,6,2.0,True,2020-09-19 16:30:00,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,26.0,37.0,28.0,9.1,50.0,-813.0,21842.0,1846.0,2659.0,1.0,3.0,13,,,,MUN,MID,4,Scott McTominay,CRY,3,,
310,15,6,0.0,True,2020-09-19 16:30:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,-432.0,18413.0,1385.0,1817.0,1.0,3.0,13,,,,MUN,DEF,4,Eric Bailly,CRY,3,,
311,15,6,1.0,True,2020-09-19 16:30:00,2.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.8,5.3,22.0,2.9,65.0,-652.0,26990.0,2827.0,3479.0,1.0,3.0,13,,,,MUN,MID,4,Daniel James,CRY,3,,
312,15,6,0.0,True,2020-09-19 16:30:00,2.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.8,30.5,16.0,6.4,45.0,-344.0,7589.0,400.0,744.0,1.0,3.0,13,,,,MUN,DEF,4,Timothy Fosu-Mensah,CRY,3,,
313,15,6,0.0,True,2020-09-19 16:30:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,59156.0,865810.0,118395.0,59239.0,1.0,3.0,13,,,,MUN,DEF,4,Aaron Wan-Bissaka,CRY,3,,
315,15,6,1.0,True,2020-09-19 16:30:00,2.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,3.7,26.0,2.8,75.0,60421.0,558286.0,132089.0,71668.0,1.0,3.0,13,5.0,,,MUN,MID,4,Mason Greenwood,CRY,3,,
361,1,6,1.0,False,2020-09-12 14:00:00,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.4,55.0,0.0,87664.0,0.0,0.0,0.0,1.0,16,,,,SOU,FWD,3,Shane Long,CRY,3,,
362,1,6,2.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.8,18.5,2.0,3.7,50.0,0.0,87171.0,0.0,0.0,0.0,1.0,16,2.0,2.0,,SOU,DEF,3,Ryan Bertrand,CRY,3,,
363,1,6,2.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,22.6,0.0,0.0,2.3,45.0,0.0,1400435.0,0.0,0.0,0.0,1.0,16,,,,SOU,GKP,3,Alex McCarthy,CRY,3,,
364,1,6,2.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.6,4.2,0.0,2.3,45.0,0.0,269424.0,0.0,0.0,0.0,1.0,16,,,,SOU,MID,3,Oriol Romeu Vidal,CRY,3,,
365,1,6,2.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.2,7.2,23.0,3.7,65.0,0.0,54083.0,0.0,0.0,0.0,1.0,16,,3.0,,SOU,MID,3,Nathan Redmond,CRY,3,,
366,1,6,2.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,11.2,60.0,8.0,85.0,0.0,1467030.0,0.0,0.0,0.0,1.0,16,,,1.0,SOU,FWD,3,Danny Ings,CRY,3,,
367,1,6,2.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.4,1.1,17.0,3.7,50.0,0.0,30741.0,0.0,0.0,0.0,1.0,16,,,,SOU,DEF,3,Jack Stephens,CRY,3,,
368,1,6,0.0,False,2020-09-12 14:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,23082.0,0.0,0.0,0.0,1.0,16,,,,SOU,MID,3,Stuart Armstrong,CRY,3,,
369,1,6,1.0,False,2020-09-12 14:00:00,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.6,10.4,4.0,3.2,45.0,0.0,36388.0,0.0,0.0,0.0,1.0,16,,,,SOU,DEF,3,Jannik Vestergaard,CRY,3,,
370,1,6,2.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.6,17.4,4.0,2.8,60.0,0.0,280881.0,0.0,0.0,0.0,1.0,16,1.0,1.0,2.0,SOU,MID,3,James Ward-Prowse,CRY,3,,
373,53,6,4.0,True,2020-10-24 14:00:00,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.2,10.5,0.0,2.9,45.0,-9389.0,50492.0,253.0,9642.0,1.0,2.0,8,,,,FUL,MID,2,Harrison Reed,CRY,3,,
375,1,6,1.0,False,2020-09-12 14:00:00,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,24.0,18.6,4.0,4.7,45.0,0.0,748080.0,0.0,0.0,0.0,1.0,16,,,,SOU,DEF,3,Kyle Walker-Peters,CRY,3,,
376,1,6,1.0,False,2020-09-12 14:00:00,1.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.8,1.3,0.0,1.0,45.0,0.0,196908.0,0.0,0.0,0.0,1.0,16,,,,SOU,DEF,3,Jan Bednarek,CRY,3,,
377,1,6,2.0,False,2020-09-12 14:00:00,1.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.4,13.1,21.0,3.9,60.0,0.0,279992.0,0.0,0.0,0.0,1.0,16,,,,SOU,FWD,3,Che Adams,CRY,3,,
379,1,6,2.0,False,2020-09-12 14:00:00,1.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,3.2,0.0,0.5,45.0,0.0,23808.0,0.0,0.0,0.0,1.0,16,,,,SOU,MID,3,William Smallbone,CRY,3,,
381,1,6,0.0,False,2020-09-12 14:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,158019.0,0.0,0.0,0.0,1.0,16,,,,SOU,FWD,3,Michael Obafemi,CRY,3,,
382,1,6,1.0,False,2020-09-12 14:00:00,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.4,0.3,0.0,0.4,55.0,0.0,5118.0,0.0,0.0,0.0,1.0,16,,,,SOU,MID,3,Moussa Djenepo,CRY,3,,
454,68,6,1.0,True,2020-10-30 20:00:00,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,0.7,0.0,0.3,53.0,-12702.0,117887.0,1046.0,13748.0,2.0,0.0,20,1.0,2.0,,WOL,MID,3,João Filipe Iria Santos Moutinho,CRY,3,,
455,68,6,6.0,True,2020-10-30 20:00:00,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,9.0,0.0,0.0,0.9,55.0,-12752.0,550897.0,11124.0,23876.0,2.0,0.0,20,,,,WOL,GKP,3,Rui Pedro dos Santos Patrício,CRY,3,,
458,68,6,6.0,True,2020-10-30 20:00:00,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.6,0.3,6.0,1.7,55.0,8602.0,191602.0,17362.0,8760.0,2.0,0.0,20,,,,WOL,DEF,3,Willy Boly,CRY,3,,
459,68,6,6.0,True,2020-10-30 20:00:00,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.2,0.0,0.0,2.1,50.0,1170.0,647688.0,22649.0,21479.0,2.0,0.0,20,,,,WOL,DEF,3,Conor Coady,CRY,3,,
