player_id,fixture_id,opponent_team_id,total_points,home_game,kickoff_time,round,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,player_price,transfers_balance,selected,transfers_in,transfers_out,team_score,opponent_team_score,team_id,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_short_name,position_name_short,team_strength,full_name,opponent_team,opponent_team_strength
491,25,15,6.0,False,2020-09-27 11:00:00,3,90,0,0,1,0,0,0,0,0,0,0,0,25,18.0,0.3,0.0,1.8,4.5,-2971,39477,4413,7384,1,0,10,0.0,0.0,0.0,LEE,DEF,3,Robin Koch,SHU,3
492,25,15,1.0,False,2020-09-27 11:00:00,3,45,0,0,0,0,0,0,0,0,0,0,0,0,2.8,3.9,25.0,3.2,5.9,-182141,300092,12046,194187,1,0,10,0.0,0.0,0.0,LEE,FWD,3,Rodrigo Moreno,SHU,3
493,46,15,1.0,False,2020-10-18 11:00:00,5,9,0,0,0,1,0,0,0,0,0,0,0,4,2.6,0.3,8.0,1.1,4.5,-12140,38955,321,12461,1,1,8,0.0,0.0,0.0,FUL,MID,2,Mario Lemina,SHU,3
494,29,15,2.0,True,2020-10-04 13:00:00,4,90,0,0,0,1,0,0,0,0,0,0,0,16,14.2,2.3,0.0,1.7,5.1,-1533,918411,89214,90747,2,1,1,0.0,0.0,0.0,ARS,DEF,4,Gabriel Magalhães,SHU,3
496,10,15,5.0,True,2020-09-21 17:00:00,2,90,0,0,1,0,0,0,0,1,0,0,0,27,19.0,33.9,16.0,6.9,5.0,686,25413,3758,3072,1,0,2,0.0,0.0,0.0,AVL,DEF,3,Matthew Cash,SHU,3
500,71,15,0.0,True,2020-11-07 17:30:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.4,-201179,398791,20547,221726,4,1,5,0.0,0.0,0.0,CHE,MID,4,Kai Havertz,SHU,3
501,29,15,3.0,True,2020-10-04 13:00:00,4,80,0,0,1,0,0,0,0,0,0,0,0,20,15.6,27.9,0.0,4.4,5.0,5720,160888,28964,23244,2,1,1,0.0,0.0,0.0,ARS,MID,4,Daniel Ceballos Fernández,SHU,3
504,8,15,0.0,False,2020-09-14 17:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.5,0,75604,0,0,2,0,20,0.0,0.0,0.0,WOL,FWD,3,Fabio Silva,SHU,3
505,8,15,5.0,False,2020-09-14 17:00:00,1,90,0,0,1,0,0,0,0,1,0,0,0,21,15.2,1.5,0.0,1.7,5.0,0,15739,0,0,2,0,20,0.0,0.0,0.0,WOL,DEF,3,Fernando Marçal,SHU,3
514,10,15,2.0,True,2020-09-21 17:00:00,2,90,0,0,1,0,0,0,0,0,0,0,0,0,0.0,23.4,34.0,5.6,6.0,39937,104050,54723,14786,1,0,2,0.0,0.0,0.0,AVL,FWD,3,Ollie Watkins,SHU,3
515,8,15,1.0,False,2020-09-14 17:00:00,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.8,0.0,0.2,5.0,0,2432,0,0,2,0,20,0.0,0.0,0.0,WOL,MID,3,Vitor Ferreira,SHU,3
516,46,15,3.0,False,2020-10-18 11:00:00,5,90,0,0,0,1,0,0,0,0,0,5,0,18,34.2,0.0,0.0,3.4,4.5,-795,94310,9526,10321,1,1,8,0.0,0.0,0.0,FUL,GKP,2,Alphonse Areola,SHU,3
517,46,15,0.0,False,2020-10-18 11:00:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,-2393,7689,57,2450,1,1,8,0.0,0.0,0.0,FUL,DEF,2,Kenny Tete,SHU,3
525,46,15,0.0,False,2020-10-18 11:00:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,-498,5649,372,870,1,1,8,0.0,0.0,0.0,FUL,DEF,2,Denis Odoi,SHU,3
526,29,15,2.0,True,2020-10-04 13:00:00,4,90,0,0,0,1,0,0,0,0,0,0,0,19,24.0,15.3,2.0,4.1,4.5,197,115620,16308,16111,2,1,1,0.0,0.0,0.0,ARS,MID,4,Mohamed Naser El Sayed Elneny,SHU,3
531,54,15,0.0,True,2020-10-24 19:00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,-9675,135098,13627,23302,2,1,11,0.0,0.0,0.0,LIV,MID,5,Thiago Alcántara do Nascimento,SHU,3
539,66,15,0.0,False,2020-10-31 12:30:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,-5069,69943,6476,11545,1,0,12,0.0,0.0,0.0,MCI,FWD,5,Liam Delap,SHU,3
548,71,15,2.0,True,2020-11-07 17:30:00,8,90,0,0,0,1,0,0,0,0,0,2,0,18,16.6,0.0,0.0,1.7,5.1,195527,459299,205864,10337,4,1,5,0.0,0.0,0.0,CHE,GKP,4,Edouard Mendy,SHU,3
556,66,15,6.0,False,2020-10-31 12:30:00,7,90,0,0,1,0,0,0,0,0,0,0,0,27,15.2,0.6,0.0,1.6,5.5,21735,119212,29272,7537,1,0,12,0.0,0.0,0.0,MCI,DEF,5,Rúben Santos Gato Alves Dias,SHU,3
557,46,15,10.0,False,2020-10-18 11:00:00,5,90,1,0,0,1,0,0,0,0,0,0,3,32,55.6,39.9,44.0,14.0,5.0,1074,1730,1566,492,1,1,8,0.0,0.0,2.0,FUL,MID,2,Ademola Lookman,SHU,3
562,46,15,2.0,False,2020-10-18 11:00:00,5,90,0,0,0,1,0,0,0,0,0,0,0,16,19.0,2.3,0.0,2.1,4.5,525,882,707,182,1,1,8,0.0,0.0,0.0,FUL,DEF,2,Ola Aina,SHU,3
571,46,15,0.0,False,2020-10-18 11:00:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,91,232,153,62,1,1,8,0.0,0.0,0.0,FUL,DEF,2,Joachim Andersen,SHU,3
572,46,15,2.0,False,2020-10-18 11:00:00,5,90,0,0,0,1,0,0,0,0,0,0,0,15,14.6,0.0,8.0,2.3,4.5,140,304,180,40,1,1,8,0.0,0.0,0.0,FUL,DEF,2,Tosin Adarabioyo,SHU,3
589,54,15,0.0,True,2020-10-24 19:00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,2,1,11,0.0,0.0,0.0,LIV,DEF,5,Nathaniel Phillips,SHU,3
3,44,12,2.0,False,2020-10-17 16:30:00,5,90,0,0,0,1,0,0,0,0,0,0,0,12,14.6,3.3,19.0,3.7,5.5,-1132,73952,5063,6195,0,1,1,0.0,0.0,0.0,ARS,DEF,4,David Luiz Moreira Marinho,MCI,5
4,44,12,2.0,False,2020-10-17 16:30:00,5,90,0,0,0,1,0,0,0,0,0,0,0,7,8.6,29.9,2.0,4.1,11.8,-582811,1397443,29415,612226,0,1,1,0.0,0.0,1.0,ARS,MID,4,Pierre-Emerick Aubameyang,MCI,5
6,44,12,1.0,False,2020-10-17 16:30:00,5,21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,8.5,-58733,339461,24370,83103,0,1,1,0.0,0.0,0.0,ARS,FWD,4,Alexandre Lacazette,MCI,5
7,44,12,0.0,False,2020-10-17 16:30:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,-39,1020,57,96,0,1,1,0.0,0.0,0.0,ARS,DEF,4,Shkodran Mustafi,MCI,5
8,44,12,3.0,False,2020-10-17 16:30:00,5,90,0,0,0,1,0,0,0,0,0,4,0,19,31.6,0.0,0.0,3.2,5.0,-1770,689120,58395,60165,0,1,1,0.0,0.0,0.0,ARS,GKP,4,Bernd Leno,MCI,5
9,44,12,2.0,False,2020-10-17 16:30:00,5,82,0,0,0,1,0,0,0,0,0,0,0,10,6.4,1.8,0.0,0.8,5.4,-7416,46661,1557,8973,0,1,1,0.0,2.0,0.0,ARS,MID,4,Granit Xhaka,MCI,5
11,44,12,2.0,False,2020-10-17 16:30:00,5,90,0,0,0,1,0,0,0,0,0,0,0,15,10.8,2.0,0.0,1.3,5.0,55973,403783,95561,39588,0,1,1,0.0,0.0,0.0,ARS,DEF,4,Héctor Bellerín,MCI,5
14,44,12,0.0,False,2020-10-17 16:30:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,-1807,15296,402,2209,0,1,1,0.0,0.0,0.0,ARS,DEF,4,Sead Kolasinac,MCI,5
15,44,12,0.0,False,2020-10-17 16:30:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,-13373,107386,3888,17261,0,1,1,0.0,0.0,0.0,ARS,DEF,4,Ainsley Maitland-Niles,MCI,5
16,44,12,0.0,False,2020-10-17 16:30:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,-24136,164456,7257,31393,0,1,1,0.0,0.0,0.0,ARS,DEF,4,Rob Holding,MCI,5
17,44,12,2.0,False,2020-10-17 16:30:00,5,90,0,0,0,1,0,0,0,0,0,0,0,9,7.6,2.0,11.0,2.1,5.4,-84040,409553,6985,91025,0,1,1,0.0,0.0,0.0,ARS,DEF,4,Kieran Tierney,MCI,5
18,44,12,2.0,False,2020-10-17 16:30:00,5,82,0,0,0,1,0,0,0,0,0,0,0,3,1.4,0.5,28.0,3.0,7.7,-2205,65683,5320,7525,0,1,1,2.0,0.0,2.0,ARS,MID,4,Nicolas Pépé,MCI,5
22,44,12,1.0,False,2020-10-17 16:30:00,5,7,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.5,0.0,0.2,5.8,-12941,61050,3395,16336,0,1,1,0.0,0.0,0.0,ARS,FWD,4,Edward Nketiah,MCI,5
24,44,12,2.0,False,2020-10-17 16:30:00,5,90,0,0,0,1,0,0,0,0,0,0,0,18,20.6,17.5,38.0,7.6,5.3,-24953,224096,16280,41233,0,1,1,0.0,0.0,0.0,ARS,MID,4,Bukayo Saka,MCI,5
193,33,12,0.0,True,2020-10-03 16:30:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.8,-20148,34028,130,20278,1,1,10,0.0,2.0,0.0,LEE,MID,3,Pablo Hernández Domínguez,MCI,5
195,33,12,3.0,True,2020-10-03 16:30:00,4,90,0,0,0,1,0,0,0,0,0,0,1,20,36.0,0.6,2.0,3.9,4.4,5970,53096,11426,5456,1,1,10,0.0,0.0,0.0,LEE,DEF,3,Liam Cooper,MCI,5
197,33,12,2.0,True,2020-10-03 16:30:00,4,90,0,0,0,1,0,0,0,0,0,0,0,12,32.0,14.8,23.0,7.0,4.5,-3015,262791,18146,21161,1,1,10,0.0,0.0,0.0,LEE,DEF,3,Luke Ayling,MCI,5
198,33,12,2.0,True,2020-10-03 16:30:00,4,76,0,0,0,1,0,0,0,0,0,0,0,13,11.4,25.5,4.0,4.1,5.6,72271,582964,128852,56581,1,1,10,2.0,0.0,1.0,LEE,MID,3,Mateusz Klich,MCI,5
200,33,12,1.0,True,2020-10-03 16:30:00,4,90,0,0,0,1,0,0,0,1,0,0,0,11,22.8,12.2,33.0,6.8,4.5,6112,349548,37346,31234,1,1,10,0.0,0.0,0.0,LEE,DEF,3,Stuart Dallas,MCI,5
201,33,12,1.0,True,2020-10-03 16:30:00,4,45,0,0,0,1,0,0,0,0,0,0,0,3,2.8,0.9,4.0,0.8,4.4,-3981,33241,1210,5191,1,1,10,0.0,0.0,0.0,LEE,DEF,3,Ezgjan Alioski,MCI,5
202,33,12,1.0,True,2020-10-03 16:30:00,4,90,0,0,0,1,0,0,0,1,0,0,0,-2,5.2,0.9,74.0,8.0,5.8,307756,1753114,413623,105867,1,1,10,0.0,0.0,2.0,LEE,FWD,3,Patrick Bamford,MCI,5
203,33,12,0.0,True,2020-10-03 16:30:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.5,-51914,150431,6769,58683,1,1,10,0.0,0.0,0.0,LEE,MID,3,Jack Harrison,MCI,5
204,33,12,2.0,True,2020-10-03 16:30:00,4,90,0,0,0,1,0,0,0,0,0,0,0,13,21.2,6.0,7.0,3.4,5.0,-14112,228955,17978,32090,1,1,10,1.0,1.0,0.0,LEE,MID,3,Kalvin Phillips,MCI,5
205,33,12,2.0,True,2020-10-03 16:30:00,4,90,0,0,0,1,0,0,0,0,0,0,0,8,9.0,14.8,26.0,5.0,5.7,147838,746903,225622,77784,1,1,10,0.0,0.0,0.0,LEE,MID,3,Hélder Wander Sousa de Azevedo e Costa,MCI,5
206,33,12,1.0,True,2020-10-03 16:30:00,4,55,0,0,0,1,0,0,0,0,0,0,0,4,1.0,11.2,0.0,1.2,5.0,-359,5526,454,813,1,1,10,0.0,0.0,0.0,LEE,MID,3,Tyler Roberts,MCI,5
209,33,12,1.0,True,2020-10-03 16:30:00,4,45,0,0,0,0,0,0,0,0,0,0,0,7,7.8,14.5,0.0,2.2,4.4,2970,22281,6052,3082,1,1,10,0.0,0.0,0.0,LEE,MID,3,Ian Carlo Poveda-Ocampo,MCI,5
210,33,12,0.0,True,2020-10-03 16:30:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,-264,2898,180,444,1,1,10,0.0,0.0,0.0,LEE,MID,3,Jamie Shackleton,MCI,5
211,33,12,0.0,True,2020-10-03 16:30:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,-11097,139955,6023,17120,1,1,10,0.0,0.0,0.0,LEE,DEF,3,Pascal Struijk,MCI,5
213,33,12,2.0,True,2020-10-03 16:30:00,4,90,0,0,0,1,0,0,0,0,0,1,0,11,3.0,0.0,0.0,0.3,4.5,36748,166512,52330,15582,1,1,10,0.0,0.0,0.0,LEE,GKP,3,Illan Meslier,MCI,5
214,33,12,1.0,True,2020-10-03 16:30:00,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,4.0,-5006,85332,2962,7968,1,1,10,0.0,0.0,0.0,LEE,DEF,3,Leif Davis,MCI,5
216,24,12,0.0,False,2020-09-27 15:30:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,1148,8807,2340,1192,5,2,9,0.0,0.0,0.0,LEI,DEF,4,Wes Morgan,MCI,5
217,24,12,2.0,False,2020-09-27 15:30:00,3,90,0,0,0,2,0,0,0,0,0,3,0,15,22.8,0.0,0.0,2.3,5.5,-79924,875801,28607,108531,5,2,9,0.0,0.0,0.0,LEI,GKP,4,Kasper Schmeichel,MCI,5
218,24,12,1.0,False,2020-09-27 15:30:00,3,10,0,0,0,1,0,0,0,0,0,0,0,3,6.0,0.0,0.0,0.6,4.5,254,7420,1284,1030,5,2,9,0.0,0.0,0.0,LEI,DEF,4,Christian Fuchs,MCI,5
219,24,12,2.0,False,2020-09-27 15:30:00,3,79,0,0,0,1,0,0,0,0,0,0,0,6,12.4,0.2,0.0,1.3,5.5,553,9235,1668,1115,5,2,9,0.0,0.0,0.0,LEI,DEF,4,Jonny Evans,MCI,5
221,24,12,0.0,False,2020-09-27 15:30:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.5,-2087,12534,621,2708,5,2,9,0.0,0.0,0.0,LEI,MID,4,Marc Albrighton,MCI,5
224,24,12,17.0,False,2020-09-27 15:30:00,3,84,3,0,0,2,0,0,0,0,0,0,3,82,105.2,0.5,71.0,17.7,10.0,-247620,1345440,71441,319061,5,2,9,0.0,0.0,1.0,LEI,FWD,4,Jamie Vardy,MCI,5
225,24,12,2.0,False,2020-09-27 15:30:00,3,68,0,0,0,1,0,0,0,0,0,0,0,5,8.0,11.8,0.0,2.0,5.5,25188,51928,37903,12715,5,2,9,0.0,0.0,0.0,LEI,MID,4,Dennis Praet,MCI,5
227,24,12,0.0,False,2020-09-27 15:30:00,3,90,0,0,0,2,0,0,0,1,0,0,0,5,12.6,0.8,0.0,1.3,4.0,-3002,101775,10762,13764,5,2,9,0.0,0.0,0.0,LEI,DEF,4,Daniel Amartey,MCI,5
228,24,12,6.0,False,2020-09-27 15:30:00,3,90,1,0,0,2,0,0,0,1,0,0,0,27,46.2,2.0,17.0,6.5,6.4,-24255,113040,4668,28923,5,2,9,2.0,2.0,0.0,LEI,MID,4,Youri Tielemans,MCI,5
229,24,12,0.0,False,2020-09-27 15:30:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.4,-54236,146274,4840,59076,5,2,9,0.0,0.0,2.0,LEI,MID,4,Ayoze Pérez,MCI,5
231,24,12,10.0,False,2020-09-27 15:30:00,3,21,1,1,0,1,0,0,0,0,0,0,1,28,33.4,0.3,9.0,4.3,7.0,-14665,99505,9206,23871,5,2,9,1.0,1.0,0.0,LEI,MID,4,James Maddison,MCI,5
233,24,12,1.0,False,2020-09-27 15:30:00,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,5.8,-9684,28947,1230,10914,5,2,9,0.0,0.0,0.0,LEI,FWD,4,Kelechi Iheanacho,MCI,5
234,24,12,0.0,False,2020-09-27 15:30:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,-719,5181,316,1035,5,2,9,0.0,0.0,0.0,LEI,MID,4,Hamza Choudhury,MCI,5
235,24,12,2.0,False,2020-09-27 15:30:00,3,90,0,0,0,2,0,0,0,0,0,0,0,5,8.2,2.2,18.0,2.8,7.0,3993,252528,58692,54699,5,2,9,0.0,0.0,0.0,LEI,MID,4,Harvey Barnes,MCI,5
236,24,12,0.0,False,2020-09-27 15:30:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,-41836,102875,4583,46419,5,2,9,0.0,0.0,0.0,LEI,MID,4,Wilfred Ndidi,MCI,5
238,24,12,0.0,False,2020-09-27 15:30:00,3,90,0,0,0,2,0,0,0,1,0,0,0,4,15.0,0.5,2.0,1.8,5.5,-95807,787846,30897,126704,5,2,9,0.0,0.0,0.0,LEI,DEF,4,Çaglar Söyüncü,MCI,5
239,24,12,1.0,False,2020-09-27 15:30:00,3,90,0,0,0,2,0,0,0,0,0,0,0,10,25.0,0.8,2.0,2.8,4.7,300017,1435891,416733,116716,5,2,9,0.0,0.0,0.0,LEI,DEF,4,James Justin,MCI,5
240,24,12,0.0,False,2020-09-27 15:30:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,-4224,18678,896,5120,5,2,9,0.0,0.0,0.0,LEI,DEF,4,Luke Thomas,MCI,5
241,75,12,1.0,False,2020-11-08 16:30:00,8,27,0,0,0,0,0,0,0,0,0,0,0,6,6.4,0.8,0.0,0.7,5.3,-412,9482,168,580,1,1,11,0.0,0.0,1.0,LIV,MID,5,James Milner,MCI,5
243,75,12,2.0,False,2020-11-08 16:30:00,8,90,0,0,0,1,0,0,0,0,0,0,0,14,9.8,3.7,0.0,1.4,5.3,-5552,88404,2077,7629,1,1,11,0.0,0.0,0.0,LIV,MID,5,Georginio Wijnaldum,MCI,5
244,75,12,2.0,False,2020-11-08 16:30:00,8,90,0,0,0,1,0,0,0,0,0,0,0,11,3.0,1.8,1.0,0.6,5.4,-2087,88264,4033,6120,1,1,11,0.0,0.0,0.0,LIV,MID,5,Jordan Henderson,MCI,5
245,75,12,0.0,False,2020-11-08 16:30:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,-4937,34343,774,5711,1,1,11,0.0,0.0,0.0,LIV,GKP,5,Adrián San Miguel del Castillo,MCI,5
246,75,12,1.0,False,2020-11-08 16:30:00,8,90,0,0,0,1,0,0,0,1,0,0,0,12,11.4,0.6,0.0,1.2,5.4,-1561,19303,403,1964,1,1,11,0.0,0.0,0.0,LIV,DEF,5,Joel Matip,MCI,5
247,75,12,1.0,False,2020-11-08 16:30:00,8,31,0,0,0,0,0,0,0,0,0,0,0,6,2.8,0.9,2.0,0.6,6.4,187,4344,426,239,1,1,11,0.0,0.0,0.0,LIV,MID,5,Xherdan Shaqiri,MCI,5
249,75,12,1.0,False,2020-11-08 16:30:00,8,58,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.3,18.0,1.9,9.2,-19985,173034,3062,23047,1,1,11,0.0,0.0,0.0,LIV,FWD,5,Roberto Firmino,MCI,5
250,75,12,0.0,False,2020-11-08 16:30:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.3,-95201,669379,311,95512,1,1,11,0.0,0.0,0.0,LIV,DEF,5,Virgil van Dijk,MCI,5
251,75,12,5.0,False,2020-11-08 16:30:00,8,90,0,1,0,1,0,0,0,0,0,0,0,12,6.6,12.3,12.0,3.1,12.0,-38091,693494,25243,63334,1,1,11,0.0,0.0,0.0,LIV,MID,5,Sadio Mané,MCI,5
252,75,12,2.0,False,2020-11-08 16:30:00,8,90,0,0,0,1,0,0,0,0,0,1,0,11,12.2,0.0,0.0,1.2,5.9,-10339,539346,9343,19682,1,1,11,0.0,0.0,0.0,LIV,GKP,5,Alisson Ramses Becker,MCI,5
253,75,12,0.0,False,2020-11-08 16:30:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,-22355,74391,169,22524,1,1,11,0.0,0.0,0.0,LIV,MID,5,Fabio Henrique Tavares,MCI,5
254,75,12,9.0,False,2020-11-08 16:30:00,8,90,1,0,0,1,0,0,0,0,0,0,2,20,40.4,38.0,35.0,11.3,12.4,-21187,3473894,58253,79440,1,1,11,0.0,2.0,2.0,LIV,MID,5,Mohamed Salah,MCI,5
255,75,12,2.0,False,2020-11-08 16:30:00,8,90,0,0,0,1,0,0,0,0,0,0,0,13,8.4,12.3,4.0,2.5,7.1,-111027,1316396,30057,141084,1,1,11,1.0,0.0,0.0,LIV,DEF,5,Andrew Robertson,MCI,5
258,75,12,0.0,False,2020-11-08 16:30:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.1,-752,10264,180,932,1,1,11,0.0,0.0,0.0,LIV,MID,5,Takumi Minamino,MCI,5
259,75,12,2.0,False,2020-11-08 16:30:00,8,62,0,0,0,1,0,0,0,0,0,0,0,6,8.6,8.3,18.0,3.5,7.4,-276861,2162671,15110,291971,1,1,11,2.0,1.0,0.0,LIV,DEF,5,Trent Alexander-Arnold,MCI,5
260,75,12,2.0,False,2020-11-08 16:30:00,8,90,0,0,0,1,0,0,0,0,0,0,0,6,2.8,0.3,0.0,0.3,5.4,-10349,205574,8716,19065,1,1,11,0.0,0.0,0.0,LIV,DEF,5,Joseph Gomez,MCI,5
261,75,12,0.0,False,2020-11-08 16:30:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.2,-2133,19163,148,2281,1,1,11,0.0,0.0,0.0,LIV,MID,5,Naby Keita,MCI,5
262,66,12,2.0,True,2020-10-31 12:30:00,7,90,0,0,0,1,0,0,0,0,0,0,0,3,4.0,12.2,9.0,2.5,4.5,-22665,500510,35284,57949,0,1,15,0.0,0.0,0.0,SHU,FWD,3,Rhian Brewster,MCI,5
263,75,12,0.0,False,2020-11-08 16:30:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,154,38133,3807,3653,1,1,11,0.0,0.0,0.0,LIV,MID,5,Curtis Jones,MCI,5
343,66,12,0.0,True,2020-10-31 12:30:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.7,-911,11599,372,1283,0,1,15,0.0,0.0,1.0,SHU,FWD,3,Billy Sharp,MCI,5
344,66,12,1.0,True,2020-10-31 12:30:00,7,9,0,0,0,0,0,0,0,0,0,0,0,2,0.2,1.3,0.0,0.2,5.3,-912,49783,6702,7614,0,1,15,0.0,0.0,0.0,SHU,FWD,3,David McGoldrick,MCI,5
345,66,12,2.0,True,2020-10-31 12:30:00,7,90,0,0,0,1,0,0,0,0,0,0,0,13,13.4,3.8,4.0,2.1,4.9,-5762,80889,996,6758,0,1,15,0.0,0.0,0.0,SHU,DEF,3,Chris Basham,MCI,5
346,66,12,0.0,True,2020-10-31 12:30:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.7,-2206,10781,30,2236,0,1,15,2.0,2.0,0.0,SHU,MID,3,John Fleck,MCI,5
347,66,12,2.0,True,2020-10-31 12:30:00,7,90,0,0,0,1,0,0,0,0,0,0,0,19,16.4,1.8,2.0,2.0,5.3,-18807,159365,522,19329,0,1,15,0.0,0.0,0.0,SHU,DEF,3,Enda Stevens,MCI,5
349,66,12,1.0,True,2020-10-31 12:30:00,7,25,0,0,0,0,0,0,0,0,0,0,0,2,6.6,0.5,0.0,0.7,4.8,-1683,15832,184,1867,0,1,15,1.0,1.0,2.0,SHU,MID,3,Oliver Norwood,MCI,5
351,66,12,2.0,True,2020-10-31 12:30:00,7,90,0,0,0,1,0,0,0,0,0,0,0,10,14.0,8.1,4.0,2.6,5.3,-16725,157961,1063,17788,0,1,15,0.0,0.0,0.0,SHU,DEF,3,George Baldock,MCI,5
352,66,12,0.0,True,2020-10-31 12:30:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,-730,13238,627,1357,0,1,15,0.0,0.0,0.0,SHU,DEF,3,Jack Robinson,MCI,5
353,66,12,2.0,True,2020-10-31 12:30:00,7,90,0,0,0,1,0,0,0,0,0,0,0,13,16.4,0.4,0.0,1.7,4.9,-22002,277843,773,22775,0,1,15,0.0,0.0,0.0,SHU,DEF,3,John Egan,MCI,5
354,66,12,0.0,True,2020-10-31 12:30:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,-1783,14950,149,1932,0,1,15,0.0,0.0,0.0,SHU,DEF,3,Jack O'Connell,MCI,5
355,66,12,1.0,True,2020-10-31 12:30:00,7,35,0,0,0,0,0,0,0,0,0,0,0,6,1.6,10.8,6.0,1.8,5.2,-39498,271093,959,40457,0,1,15,0.0,0.0,0.0,SHU,MID,3,John Lundstram,MCI,5
356,66,12,1.0,True,2020-10-31 12:30:00,7,54,0,0,0,1,0,0,0,0,0,0,0,1,3.2,1.0,0.0,0.4,4.9,-39,2292,115,154,0,1,15,0.0,0.0,0.0,SHU,MID,3,Ben Osborn,MCI,5
357,66,12,2.0,True,2020-10-31 12:30:00,7,90,0,0,0,1,0,0,0,0,0,0,0,7,5.4,2.1,2.0,1.0,5.7,-727,21028,1164,1891,0,1,15,0.0,0.0,0.0,SHU,FWD,3,Oliver McBurnie,MCI,5
360,66,12,2.0,True,2020-10-31 12:30:00,7,90,0,0,0,1,0,0,0,0,0,0,0,11,11.0,16.3,22.0,4.9,5.0,1953,12880,3029,1076,0,1,15,0.0,0.0,0.0,SHU,MID,3,Sander Berge,MCI,5
424,66,12,0.0,True,2020-10-31 12:30:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,-3959,69125,1427,5386,0,1,15,0.0,0.0,0.0,SHU,MID,3,Oliver Burke,MCI,5
427,57,12,0.0,True,2020-10-24 11:30:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,-7471,53146,876,8347,1,1,19,0.0,0.0,1.0,WHU,MID,3,Mark Noble,MCI,5
