chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_start,player_type_id,expected_points_next_gw,expected_points_this_gw,event_points,form,player_id,player_news,news_added,player_price,player_photo,points_per_game,selected_by_percent,status,team_id,team_code,total_points,total_transfers_in,transfers_in_event,total_transfers_out,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,full_name,understat_id,games_played,xG,understat_assists,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,team_name,team_short_name,team_strength,position_name,position_name_short
0.0,0.0,0,-2,2,0.0,0.0,0,0.0,354,Knee injury - Unknown return date,2020-09-27 12:30:11.602150,4.8,146610.jpg,1.5,0.2,i,15,49,3,3338,44,41776,723,0.0,0.6,O'Connell,180,0,0,0,3,0,0,0,0,0,0,0,19,40.2,2.5,0.0,4.3,270,105,341,122,520,199,345,122,,,,Jack O'Connell,7705,2,0.0,0,0.0,0,0,0,0.0,0.0,0.0,Sheffield Utd,SHU,3,Defender,DEF
100.0,0.0,0,-1,2,1.0,0.0,0,1.0,509,,2020-11-01 20:00:23.003052,4.4,199598.jpg,1.5,0.5,a,15,49,6,15574,443,42928,1739,0.2,1.4,Ampadu,303,0,0,0,5,0,0,0,0,0,0,0,44,71.2,20.0,4.0,9.6,193,80,250,72,323,116,269,91,,,,Ethan Ampadu,6369,4,0.03511030972003937,0,0.10734748840332033,2,1,0,0.03511030972003937,0.4577108919620514,0.4577108919620514,Sheffield Utd,SHU,3,Defender,DEF
100.0,100.0,0,-1,2,0.7,0.2,0,0.7,511,,2020-10-18 13:30:20.599498,4.4,155197.jpg,1.0,0.1,a,15,49,3,1005,211,3406,164,0.2,0.7,Lowe,188,0,0,0,5,0,0,0,0,0,0,0,10,26.6,3.3,9.0,3.9,303,121,337,121,287,95,349,124,,,,Max Lowe,8918,3,0.022947104647755626,0,0.0,1,0,0,0.022947104647755626,0.4758233204483986,0.4528762176632881,Sheffield Utd,SHU,3,Defender,DEF
75.0,25.0,0,0,2,2.0,0.7,0,2.7,362,Hamstring injury - 75% chance of playing,2020-11-01 14:30:23.308286,5.0,40146.jpg,3.4,1.0,d,16,20,24,47900,223,79337,10252,0.5,4.8,Bertrand,618,0,0,3,10,0,0,0,1,0,0,2,106,75.2,117.3,39.0,23.1,188,77,51,12,179,45,122,32,2.0,2.0,,Ryan Bertrand,835,7,0.06482653319835663,0,0.5071718655526638,1,7,0,0.06482653319835663,1.7531437873840332,1.53913099411875,Southampton,SOU,3,Defender,DEF
,,0,-2,2,2.3,2.3,7,2.3,367,,,4.8,88900.jpg,2.0,0.2,a,16,20,8,3755,924,23868,505,0.5,1.7,Stephens,315,0,0,1,9,0,0,0,1,0,0,1,62,53.4,26.8,21.0,10.2,233,96,211,54,234,69,261,89,,,,Jack Stephens,1735,4,0.08946642279624939,0,0.16044355928897858,1,2,0,0.08946642279624939,0.5595445409417152,0.4745302274823189,Southampton,SOU,3,Defender,DEF
,,1,2,2,6.3,6.3,6,6.3,369,,,4.7,93100.jpg,5.7,8.9,a,16,20,40,623353,208607,56797,13930,1.3,8.5,Vestergaard,585,2,0,4,6,0,0,0,0,0,0,1,176,219.0,26.1,63.0,30.9,19,2,217,58,125,22,78,16,,,,Jannik Vestergaard,111,7,0.4963794350624085,0,0.6078829020261765,3,2,2,0.4963794350624085,1.2394426688551905,1.2394426688551905,Southampton,SOU,3,Defender,DEF
,,1,1,2,5.0,5.0,9,5.0,375,,,4.6,158534.jpg,3.9,11.7,a,16,20,31,498068,80858,450109,16610,1.1,6.7,Walker-Peters,720,0,1,4,12,0,0,0,3,0,0,3,157,150.0,55.1,54.0,26.0,59,16,139,34,150,34,95,22,,,,Kyle Walker-Peters,885,8,0.2123795226216316,1,0.4763565175235272,4,3,0,0.2123795226216316,2.100083522498608,1.6589942350983617,Southampton,SOU,3,Defender,DEF
100.0,75.0,0,0,2,4.3,3.2,6,4.3,376,,2020-11-01 14:30:23.365348,4.5,171771.jpg,3.6,1.9,a,16,20,29,51871,5232,120232,3147,1.0,6.4,Bednarek,630,0,0,4,9,0,0,0,0,0,0,2,147,115.6,14.6,58.0,18.8,116,43,274,86,135,28,158,51,,,,Jan Bednarek,6042,8,0.23909061402082446,0,0.03677000477910042,4,1,0,0.23909061402082446,1.5779818519949913,1.5412118434906006,Southampton,SOU,3,Defender,DEF
,,0,-1,2,5.2,6.7,7,5.7,386,,,5.4,55605.jpg,4.0,1.8,a,17,6,20,50662,4642,128585,4425,1.1,3.7,Alderweireld,450,0,0,2,5,0,0,0,0,0,0,3,93,109.2,26.2,19.0,15.5,128,50,215,56,244,75,194,61,,,,Toby Alderweireld,639,5,0.014106482267379759,0,0.18203779309988025,1,2,0,0.014106482267379759,1.4473403245210648,1.4473403245210648,Spurs,TOT,4,Defender,DEF
100.0,75.0,0,-3,2,-0.5,0.8,0,0.0,389,,2020-11-04 13:30:14.555513,5.2,80226.jpg,6.5,1.8,a,17,6,13,131737,1102,271961,15744,0.0,2.5,Aurier,180,1,1,0,4,0,0,0,0,0,0,1,60,94.2,30.0,60.0,18.4,158,65,202,50,130,23,160,52,,,,Serge Aurier,3600,2,0.4603444039821625,1,0.7415898442268372,3,2,1,0.4603444039821625,1.4063169360160828,0.4618538767099381,Spurs,TOT,4,Defender,DEF
100.0,100.0,0,-1,2,4.2,5.7,6,4.7,391,,2020-10-14 11:30:18.535866,4.9,93264.jpg,3.0,1.3,a,17,6,21,64886,6251,100566,4964,1.0,4.3,Dier,630,0,0,2,6,0,0,0,0,0,0,0,114,129.4,4.4,6.0,14.1,88,30,328,114,311,108,212,69,,5.0,,Eric Dier,643,7,0.3823662698268889,0,0.0,1,0,0,0.3823662698268889,1.9638297036290169,1.9638297036290169,Spurs,TOT,4,Defender,DEF
,,0,-2,2,1.8,3.3,0,2.3,395,,,4.8,115556.jpg,2.7,1.1,a,17,6,16,59721,968,162336,8095,0.5,3.3,Davies,382,0,1,1,4,0,0,0,0,0,0,0,71,49.6,54.7,46.0,15.0,239,98,141,36,165,41,199,64,,,,Ben Davies,660,6,0.0732225775718689,0,0.07410842180252075,1,2,0,0.0732225775718689,1.2041133791208267,1.164360836148262,Spurs,TOT,4,Defender,DEF
,,0,-1,2,-0.5,1.0,0,0.0,398,,,5.4,173904.jpg,1.0,0.8,a,17,6,4,21015,519,48891,3722,0.0,0.7,Sánchez,360,0,0,0,7,1,0,0,0,0,0,0,37,55.0,2.1,86.0,14.3,229,95,344,125,81,12,209,68,,,,Davinson Sánchez,6249,4,0.25366877019405365,0,0.0,3,0,0,0.25366877019405365,0.9184555411338806,0.9184555411338806,Spurs,TOT,4,Defender,DEF
0.0,,0,-2,2,0.0,7.7,12,6.7,457,Illness - Expected back 29 Nov,2020-11-16 16:30:18.355852,5.8,87835.jpg,4.0,8.1,i,17,6,24,164989,16558,1170808,40627,1.2,4.1,Doherty,525,0,1,2,5,0,0,0,1,0,0,3,97,113.0,81.1,49.0,24.4,120,46,96,23,162,39,112,28,,,,Matt Doherty,6852,6,0.31473442912101746,1,0.535977927967906,1,5,0,0.31473442912101746,2.892275375314057,2.4357659192755823,Spurs,TOT,4,Defender,DEF
100.0,75.0,0,1,2,2.8,3.2,6,3.3,542,,2020-11-04 13:30:14.925905,5.6,199249.jpg,4.0,4.2,a,17,6,16,391092,29201,123992,21738,0.6,2.9,Reguilón,360,0,2,1,5,0,0,0,1,0,0,0,85,99.2,96.4,59.0,25.5,149,60,70,18,134,27,101,25,5.0,,,Sergio Reguilón,7187,4,0.16582103446125984,2,1.1515337824821472,6,7,0,0.16582103446125984,2.368108242750168,1.5675558447837832,Spurs,TOT,4,Defender,DEF
,,0,0,2,-0.2,1.3,0,0.3,584,,,5.0,214225.jpg,1.0,0.0,a,17,6,1,662,113,326,123,0.1,0.2,Rodon,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,572,215,567,215,561,213,574,215,,,,Joe Rodon,6377,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,Spurs,TOT,4,Defender,DEF
100.0,100.0,0,-1,2,-1.0,-1.0,0,0.0,407,,2020-09-19 14:00:16.077092,4.4,42427.jpg,-1.5,0.2,a,18,35,-3,4941,171,41792,807,0.0,-0.7,Gibbs,135,0,0,0,8,0,0,0,0,1,0,0,11,7.4,13.2,2.0,2.3,371,144,283,90,335,124,371,138,,,,Kieran Gibbs,545,2,0.0,0,0.018616270273923874,0,1,0,0.0,0.30512529611587524,0.2865090295672417,West Brom,WBA,2,Defender,DEF
,,-1,-1,2,-0.7,-0.7,1,0.3,412,,,4.4,59940.jpg,2.0,0.2,a,18,35,10,10985,119,13292,645,0.1,2.3,Bartley,450,1,0,0,14,0,0,0,1,0,0,0,63,117.2,1.3,37.0,15.5,112,39,362,137,185,49,193,60,,,,Kyle Bartley,964,5,0.5151028633117676,0,0.0,1,0,1,0.5151028633117676,0.30229587852954865,0.30229587852954865,West Brom,WBA,2,Defender,DEF
0.0,0.0,0,-3,2,0.0,0.0,0,0.0,414,Joined Al-Ittihad on loan until the end of the season on 25/10. - Expected back 01 Jul,2020-10-26 10:30:20.323870,4.2,77777.jpg,6.0,0.2,n,18,35,6,12054,211,78045,2096,0.0,1.4,Hegazi,90,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0.0,2.0,330,134,377,144,394,156,377,142,,,,Ahmed El-Sayed Hegazy,3979,1,0.0,0,0.0,0,0,0,0.0,0.18402814865112305,0.18402814865112305,West Brom,WBA,2,Defender,DEF
100.0,100.0,0,0,2,1.3,1.3,2,2.3,418,,2020-09-06 03:00:11.250855,4.5,108053.jpg,2.7,0.1,a,18,35,16,7107,601,5890,577,0.5,3.6,Townsend,540,0,0,1,9,0,0,0,0,0,0,3,89,100.4,69.9,31.0,20.1,145,57,120,26,199,56,148,46,,,,Conor Townsend,8905,6,0.05823642946779727,0,0.20898170210421085,2,4,0,0.05823642946779727,0.54807148873806,0.33294086903333664,West Brom,WBA,2,Defender,DEF
,,0,-2,2,0.7,0.7,2,1.7,419,,,4.8,146426.jpg,1.0,0.2,a,18,35,7,4349,244,17416,532,0.4,1.5,Ajayi,630,0,0,0,17,0,0,0,1,0,0,0,75,109.8,3.6,4.0,11.7,125,49,334,118,327,118,241,82,,,,Oluwasemilogo Adesewo Ibidapo Ajayi,4490,7,0.0,0,0.0,0,0,0,0.0,0.2550186961889267,0.2550186961889267,West Brom,WBA,2,Defender,DEF
,,0,0,2,0.7,0.7,2,1.7,422,,,4.5,176420.jpg,2.4,0.1,a,18,35,17,7813,383,8071,585,0.4,3.8,Furlong,608,0,1,1,13,0,0,0,1,0,0,1,98,118.4,95.4,97.0,31.2,107,38,74,20,72,9,76,14,,,,Darnell Furlong,4391,7,0.2411290872842073,1,1.0473427530378103,6,5,0,0.2411290872842073,1.04107903316617,0.4000716209411621,West Brom,WBA,2,Defender,DEF
,,0,-2,2,-0.3,-0.3,2,0.7,425,,,4.3,216616.jpg,1.0,0.2,a,18,35,5,4035,407,14103,551,0.2,1.2,O'Shea,450,0,0,0,14,0,0,0,0,0,0,0,50,90.2,22.6,22.0,13.5,164,69,237,66,230,68,220,72,,,,Dara O'Shea,8756,5,0.05110972560942173,0,0.07576294429600239,2,2,0,0.05110972560942173,0.4384662993252277,0.4221307747066021,West Brom,WBA,2,Defender,DEF
100.0,100.0,0,0,2,0.0,0.0,0,1.0,530,,2020-11-08 14:30:17.320180,4.5,41135.jpg,3.0,0.1,a,18,35,9,13140,142,7408,1389,0.2,2.0,Ivanovic,270,0,0,1,3,0,0,0,0,0,0,0,51,61.0,10.9,57.0,12.9,216,89,301,99,139,30,226,73,,,,Branislav Ivanovic,682,3,0.3610883355140686,0,0.04892949759960175,3,1,0,0.3610883355140686,0.25433648377656937,0.25433648377656937,West Brom,WBA,2,Defender,DEF
75.0,,0,-1,2,2.0,3.2,5,2.7,432,Muscle injury - 75% chance of playing,2020-11-07 22:30:22.745009,4.9,40669.jpg,2.8,0.4,d,19,21,22,14754,341,20736,2839,0.6,4.5,Ogbonna,692,0,0,3,10,0,0,0,2,0,0,0,115,130.4,14.0,35.0,17.9,84,28,279,88,189,51,165,54,,,,Angelo Ogbonna,528,8,0.13582557532936335,0,0.14660999178886416,3,1,0,0.13582557532936335,0.9438963532447816,0.9438963532447816,West Ham,WHU,3,Defender,DEF
100.0,75.0,0,1,2,3.0,2.6,6,3.0,435,,2020-11-06 10:00:16.308168,5.1,55459.jpg,4.8,8.6,a,19,21,38,655425,71780,170445,25780,0.6,7.5,Cresswell,720,0,3,3,10,0,0,0,0,0,0,5,197,216.4,265.2,9.0,49.1,20,3,4,1,289,97,31,2,2.0,1.0,,Aaron Cresswell,534,8,0.22402427718043327,3,1.453040363267064,3,17,0,0.22402427718043327,2.776127714663744,2.150978527963161,West Ham,WHU,3,Defender,DEF
100.0,100.0,-1,-2,2,0.0,0.5,0,0.0,438,,2020-09-27 21:30:19.867705,4.3,81012.jpg,1.3,0.3,a,19,21,4,9746,253,38144,1013,0.0,0.9,Fredericks,228,0,1,0,4,0,0,0,2,0,0,0,43,60.4,109.8,6.0,17.7,218,90,60,15,305,103,169,55,,,,Ryan Fredericks,6891,3,0.0,1,1.096431091427803,0,9,0,0.0,0.5434847921133041,0.1352338157594204,West Ham,WHU,3,Defender,DEF
100.0,100.0,0,0,2,3.0,3.5,6,3.0,442,,2020-10-13 00:00:13.990324,4.5,105717.jpg,4.0,1.8,a,19,21,28,152227,14020,56127,6225,0.7,6.2,Masuaku,625,0,1,3,8,0,0,0,1,0,0,3,132,115.8,122.3,56.0,29.4,114,41,45,10,143,32,79,17,,,,Arthur Masuaku,1760,7,0.4290256863459945,1,1.6911628395318985,6,6,0,0.4290256863459945,2.976189605891705,1.3287903741002085,West Ham,WHU,3,Defender,DEF
,,0,-1,2,2.7,3.2,6,2.7,443,,,4.4,166640.jpg,4.5,1.4,a,19,21,27,116788,15913,35568,5139,0.6,6.1,Balbuena,540,1,0,3,6,0,0,0,1,0,0,0,114,136.4,5.4,34.0,17.6,72,22,319,106,190,52,170,56,,,,Fabián Balbuena,6892,6,0.22444050759077072,0,0.0,4,0,1,0.22444050759077072,0.2946092188358307,0.2946092188358307,West Ham,WHU,3,Defender,DEF
100.0,100.0,-1,-1,2,0.0,0.5,0,0.0,451,,2020-09-22 20:00:14.006404,4.4,219924.jpg,0.7,0.6,a,19,21,2,9327,436,77115,2018,0.0,0.5,Diop,207,0,0,0,4,0,0,0,1,0,0,0,25,45.2,1.6,0.0,4.7,249,99,354,132,442,183,339,119,,,,Issa Diop,3203,3,0.0,0,0.0,0,0,0,0.0,0.0291129257529974,0.0291129257529974,West Ham,WHU,3,Defender,DEF
,,0,0,2,0.0,0.5,0,0.0,452,,,4.0,222018.jpg,1.0,1.9,a,19,21,1,60945,860,111787,5786,0.0,0.2,Johnson,41,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.3,0.0,0.5,388,147,361,136,383,148,399,148,,,,Ben Johnson,6424,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,West Ham,WHU,3,Defender,DEF
,,0,0,2,5.3,5.8,8,5.3,558,,,4.5,164555.jpg,5.0,1.7,a,19,21,25,135097,43712,15506,6370,1.2,5.6,Coufal,450,0,2,2,6,0,0,0,2,0,0,5,96,100.0,80.8,28.0,20.9,146,58,98,24,211,63,144,45,,,,Vladimir Coufal,8965,5,0.10235214233398438,1,0.25947188213467604,1,5,0,0.10235214233398438,0.9639892578125,0.7119243144989014,West Ham,WHU,3,Defender,DEF
,,0,0,2,3.3,2.8,2,3.3,458,,,5.5,90585.jpg,3.9,2.8,a,20,39,31,117586,9648,100390,7312,0.6,5.6,Boly,720,0,0,4,9,0,0,0,0,0,0,2,154,135.6,17.7,28.0,18.1,74,24,261,78,214,64,163,53,,,,Willy Boly,6850,8,0.15846826881170273,0,0.025220789015293118,3,1,0,0.15846826881170273,0.7431345842778683,0.7431345842778683,Wolves,WOL,3,Defender,DEF
75.0,,0,0,2,2.5,2.8,2,3.3,459,Lack of match fitness - 75% chance of playing,2020-11-13 02:00:22.377295,5.0,94147.jpg,3.8,8.4,d,20,39,30,303434,10302,327729,31823,0.7,6.0,Coady,720,0,0,4,9,0,0,0,1,0,0,2,149,130.2,12.1,0.0,14.3,85,29,292,94,557,211,208,67,,,,Conor Coady,6851,8,0.0,0,0.05115386843681336,0,1,0,0.0,0.5814163796603679,0.5302625112235546,Wolves,WOL,3,Defender,DEF
,,-1,2,2,2.3,1.8,0,2.3,461,,,5.2,107613.jpg,6.3,17.7,a,20,39,38,1684871,21866,782425,201821,0.4,7.3,Saïss,517,1,0,4,7,0,0,0,0,0,0,7,135,123.4,24.8,60.0,21.0,100,36,227,61,131,24,143,44,,3.0,,Romain Saïss,3491,6,0.4559383224695921,0,0.3386978209018707,4,1,1,0.4559383224695921,1.0354093611240387,0.40667929500341415,Wolves,WOL,3,Defender,DEF
,,-1,-1,2,0.0,-0.5,0,0.0,467,,,3.9,179456.jpg,1.0,2.3,a,20,39,1,158538,3727,153538,7244,0.0,0.3,Buur,22,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0.0,0.1,405,150,373,142,356,135,410,151,,,,Oskar Buur,8227,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,Wolves,WOL,3,Defender,DEF
,,0,3,2,3.0,2.5,1,3.0,470,,,4.3,214048.jpg,6.0,14.7,a,20,39,30,1051902,102583,153592,26223,0.7,7.0,Kilman,450,0,1,3,2,0,0,0,1,0,0,6,108,92.2,37.4,6.0,13.5,161,67,176,43,307,105,219,71,,,,Max Kilman,7332,5,0.0,1,0.15953178703784945,0,3,0,0.0,0.4490903131663799,0.3580233491957188,Wolves,WOL,3,Defender,DEF
0.0,0.0,0,-3,2,0.0,0.0,0,0.0,471,Joined Olympiacos on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05 16:00:17.052604,4.2,216054.jpg,0.5,1.3,n,20,39,1,56495,38,602495,8162,0.0,0.2,Vinagre,172,0,0,0,7,0,0,0,0,0,0,0,24,31.2,25.3,0.0,5.7,298,119,223,60,395,157,320,114,,,,Rúben Gonçalo Silva Nascimento Vinagre,6856,2,0.0,0,0.0,0,0,0,0.0,0.17874661833047867,0.17874661833047867,Wolves,WOL,3,Defender,DEF
100.0,75.0,0,-2,2,0.7,0.1,1,0.7,505,,2020-10-31 12:00:19.093749,4.8,111291.jpg,1.8,0.1,a,20,39,9,22635,171,34668,584,0.1,1.9,Marçal,134,0,0,1,1,0,0,0,1,0,0,0,34,24.6,17.9,10.0,5.3,309,125,258,75,280,91,327,116,,,,Fernando Marçal,5708,5,0.06145016849040985,0,0.08180419355630875,1,1,0,0.06145016849040985,0.5995156392455101,0.4562612846493721,Wolves,WOL,3,Defender,DEF
,,0,0,2,0.0,-0.5,0,0.0,545,,,4.5,441271.jpg,1.0,0.0,a,20,39,2,2688,103,1900,194,0.0,0.4,Hoever,29,0,0,0,1,0,0,0,0,0,0,0,9,13.8,15.2,2.0,3.1,349,138,272,85,337,125,358,129,,,,Ki-Jana Hoever,8351,2,0.0,0,0.040102969855070114,0,1,0,0.0,0.05436667427420616,0.05436667427420616,Wolves,WOL,3,Defender,DEF
,,1,1,2,4.0,3.5,2,4.0,546,,,5.6,200402.jpg,4.2,3.6,a,20,39,25,302265,32107,87570,13935,0.7,4.5,Semedo,509,0,0,3,5,0,0,0,0,0,0,2,114,93.0,95.5,37.0,22.7,160,66,73,19,187,50,127,35,,,,Nélson Cabral Semedo,6163,6,0.4488690793514252,0,0.1086673578247428,5,4,0,0.4488690793514252,1.6072623245418072,1.1038514636456966,Wolves,WOL,3,Defender,DEF
75.0,,0,0,2,4.3,5.2,2,5.7,563,Muscle injury - 75% chance of playing,2020-11-12 11:30:20.959491,5.0,448514.jpg,8.5,0.3,d,20,39,17,26205,3889,7076,3982,1.1,3.4,Ait Nouri,165,1,0,1,1,0,0,0,0,0,0,3,45,44.8,10.1,33.0,8.8,250,100,305,100,194,54,279,97,,,,Rayan Ait Nouri,6674,2,0.07777535915374756,0,0.0,2,0,1,0.07777535915374756,0.3161692023277283,0.2701443433761597,Wolves,WOL,3,Defender,DEF
100.0,100.0,0,-3,3,4.5,4.5,2,4.0,4,,2020-10-08 09:00:12.305506,11.7,54694.jpg,3.8,13.0,a,1,3,30,427782,19641,2656471,81719,0.3,2.6,Aubameyang,716,2,1,2,10,0,0,0,2,0,0,1,111,133.4,147.8,151.0,43.2,79,27,32,25,44,25,39,21,,6.0,1.0,Pierre-Emerick Aubameyang,318,8,1.351223062723875,1,1.3160972259938717,10,10,1,0.590054240077734,2.672929398715496,0.8484869115054607,Arsenal,ARS,4,Midfielder,MID
,,0,-2,3,0.8,0.8,0,0.3,9,,,5.3,84450.jpg,1.7,0.5,a,1,3,10,21384,242,52032,2228,0.1,1.9,Xhaka,407,0,0,1,6,0,0,0,1,0,0,0,47,51.8,33.8,29.0,11.4,236,95,190,119,208,107,243,111,,2.0,,Granit Xhaka,204,6,0.2660658769309521,0,0.08170896768569946,5,1,0,0.2660658769309521,2.9579185843467712,2.900694489479065,Arsenal,ARS,4,Midfielder,MID
,,-1,-4,3,1.2,1.2,1,0.7,18,,,7.6,195735.jpg,1.9,0.8,a,1,3,13,21462,910,123403,3441,0.1,1.7,Pépé,227,1,0,0,6,0,0,0,0,0,0,0,37,41.2,22.5,82.0,14.6,267,112,239,136,90,50,204,96,2.0,3.0,2.0,Nicolas Pépé,5656,7,0.4341872297227383,0,0.07018397003412248,7,1,1,0.4341872297227383,0.6947292722761631,0.3679810464382172,Arsenal,ARS,4,Midfielder,MID
100.0,100.0,0,-2,3,2.5,2.5,0,2.0,24,,2020-10-26 14:00:19.932354,5.3,223340.jpg,3.0,2.8,a,1,3,18,105246,8036,426385,16320,0.4,3.4,Saka,508,1,0,2,6,1,0,0,0,0,0,1,71,90.4,65.3,190.0,34.6,162,60,126,78,31,14,60,35,4.0,,,Bukayo Saka,7322,6,1.30943500995636,0,0.22400562185794115,12,3,1,1.30943500995636,2.704595860093832,1.4078068025410175,Arsenal,ARS,4,Midfielder,MID
100.0,100.0,-1,-3,3,2.2,2.2,2,1.7,478,,2020-10-21 16:30:22.095468,7.7,47431.jpg,3.9,4.8,a,1,3,27,744180,3592,1162664,29924,0.2,3.5,Willian,511,0,3,2,6,0,0,0,0,0,0,2,94,59.4,133.7,58.0,25.2,220,88,37,29,136,72,104,56,1.0,1.0,,Willian Borges Da Silva,700,7,0.9754329435527324,2,1.1140903402119875,5,8,0,0.9754329435527324,2.5056532993912697,1.1793746277689934,Arsenal,ARS,4,Midfielder,MID
100.0,100.0,0,-1,3,1.5,1.5,1,1.0,501,,2020-10-21 16:30:22.125075,4.9,182539.jpg,2.4,1.3,a,1,3,17,118074,1257,174640,8309,0.2,3.5,Ceballos,437,0,1,1,6,0,0,0,1,0,0,3,103,119.8,142.3,25.0,28.8,105,38,35,27,220,113,82,46,3.0,,,Daniel Ceballos Fernández,2446,7,0.15525254607200625,1,1.235979862511158,2,9,0,0.15525254607200625,2.2792858928442,2.0276363343000408,Arsenal,ARS,4,Midfielder,MID
0.0,,0,-1,3,0.0,2.2,2,1.7,526,Illness - Expected back 29 Nov,2020-11-16 22:00:27.131231,4.4,153256.jpg,2.4,1.7,i,1,3,12,197738,13845,138034,12418,0.4,2.7,Elneny,450,0,0,2,7,0,0,0,0,0,0,0,74,59.4,38.8,24.0,12.2,219,87,172,109,222,115,235,108,,,,Mohamed Naser El Sayed Elneny,496,5,0.1912725120782852,0,0.098919790238142,3,2,0,0.1912725120782852,1.9256819114089008,1.6354896016418934,Arsenal,ARS,4,Midfielder,MID
75.0,,0,0,3,1.9,2.5,1,2.0,567,Thigh injury - 75% chance of playing,2020-11-09 00:00:26.507224,5.0,167199.jpg,1.5,1.0,d,1,3,6,103312,7960,38027,15628,0.4,1.2,Partey,232,0,0,1,2,0,0,0,1,0,0,0,42,42.8,20.2,27.0,9.0,259,106,248,141,216,111,275,126,,,,Thomas Partey,2328,4,0.6009496711194515,0,0.02732781320810318,3,1,0,0.6009496711194515,1.1377861015498638,0.5095086097717285,Arsenal,ARS,4,Midfielder,MID
,,0,0,3,0.0,-0.5,0,0.0,33,,,6.0,85242.jpg,8.5,0.2,a,2,7,17,22441,124,20840,1096,0.0,2.8,Hourihane,137,1,1,2,0,0,0,0,0,0,0,3,57,62.2,77.7,23.0,16.3,213,84,104,68,229,121,185,90,1.0,1.0,,Conor Hourihane,7721,2,0.4241124987602234,1,0.9191879034042358,3,5,1,0.4241124987602234,0.5333448797464371,0.05572666600346565,Aston Villa,AVL,3,Midfielder,MID
,,1,5,3,7.3,6.8,6,7.3,37,,,7.5,114283.jpg,8.6,36.9,a,2,7,60,2434401,361910,594366,30429,1.0,8.0,Grealish,630,4,6,4,9,0,0,0,1,0,0,5,208,295.0,249.6,440.0,98.3,7,4,6,5,3,2,3,2,3.0,7.0,4.0,Jack Grealish,675,7,3.029593884944916,5,3.2426710203289986,22,19,4,3.029593884944916,6.3878034055233,1.8241436704993248,Aston Villa,AVL,3,Midfielder,MID
,,0,0,3,2.3,1.8,3,2.3,38,,,5.5,122806.jpg,4.9,2.3,a,2,7,34,238950,13978,119307,16317,0.4,6.2,McGinn,630,1,4,4,9,0,0,0,3,0,0,2,129,160.4,192.8,82.0,43.5,53,18,16,13,89,49,38,20,4.0,6.0,,John McGinn,7723,7,0.2092153588309884,4,1.6682894378900528,8,14,1,0.2092153588309884,3.4013255089521413,1.7045487686991692,Aston Villa,AVL,3,Midfielder,MID
,,-1,-2,3,2.3,1.8,3,2.3,40,,,5.3,148508.jpg,3.0,0.9,a,2,7,21,43232,3811,81301,4257,0.4,4.0,Trézéguet,552,0,1,4,6,0,0,0,0,0,0,0,74,108.2,96.2,186.0,38.9,130,48,71,47,32,15,49,27,,3.0,,Mahmoud Ahmed Ibrahim Hassan,7722,7,0.804843109101057,1,1.563674621284008,12,7,0,0.804843109101057,2.5752580761909485,1.0379664450883863,Aston Villa,AVL,3,Midfielder,MID
,,0,-1,3,0.0,-0.5,0,0.0,44,,,4.4,184704.jpg,0.5,0.4,a,2,7,1,11387,627,27363,1518,0.0,0.2,Nakamba,13,0,0,0,0,0,0,0,1,0,0,0,4,8.4,0.6,7.0,1.7,368,163,371,176,301,153,385,171,,,,Marvelous Nakamba,8040,2,0.022241635248065,0,0.0,1,0,0,0.022241635248065,0.06734476238489151,0.045103128999471664,Aston Villa,AVL,3,Midfielder,MID
,,0,-2,3,0.3,-0.2,1,0.3,45,,,5.8,193488.jpg,1.0,0.1,a,2,7,1,2984,151,9408,342,0.1,0.2,El Ghazi,2,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.3,0.0,0.2,403,179,384,180,590,234,408,179,5.0,,2.0,Anwar El Ghazi,5612,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,Aston Villa,AVL,3,Midfielder,MID
,,0,-1,3,3.3,2.8,3,3.3,52,,,4.9,230046.jpg,2.7,0.3,a,2,7,19,14573,1886,22325,1406,0.7,3.9,Douglas Luiz,615,0,1,4,9,0,0,0,2,0,0,0,82,103.6,89.8,42.0,23.7,140,50,83,56,174,91,116,64,,4.0,,Douglas Luiz Soares de Paulo,6122,7,0.13816695380955935,1,0.695752989500761,5,6,0,0.13816695380955935,2.411672979593277,1.6376311779022217,Aston Villa,AVL,3,Midfielder,MID
