chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_start,player_type_id,expected_points_next_gw,expected_points_this_gw,event_points,form,player_id,player_news,news_added,player_price,player_photo,points_per_game,selected_by_percent,status,team_id,team_code,total_points,total_transfers_in,transfers_in_event,total_transfers_out,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,full_name,understat_id,games_played,xG,understat_assists,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,team_name,team_short_name,team_strength,position_name,position_name_short
,,0,-2,2,-0.2,-0.2,0,0.3,182,,,4.8,101105.jpg,1.4,0.4,a,8,54,7,12573,135,53533,2058,0.1,1.5,Bryan,337,0,1,0,11,0,0,0,1,0,0,0,64,62.2,50.6,25.0,13.8,212,88,149,37,219,67,214,70,4.0,3.0,,Joe Bryan,6834,5,0.08320574834942818,0,0.10450741648674013,3,2,0,0.08320574834942818,0.5407460480928421,0.4265855103731155,Fulham,FUL,2,Defender,DEF
,,0,-1,2,2.8,2.8,2,3.3,484,,,4.4,169528.jpg,2.8,0.1,a,8,54,14,5995,817,7019,606,0.7,3.2,Robinson,450,0,0,1,5,0,0,0,0,0,0,1,82,107.4,119.7,27.0,25.5,133,52,48,11,215,65,99,24,,,,Antonee Robinson,8940,5,0.05722904950380325,0,0.2685562446713448,1,7,0,0.05722904950380325,2.1772835627198215,1.9272438883781435,Fulham,FUL,2,Defender,DEF
0.0,0.0,-1,-2,2,0.0,0.0,0,0.0,517,Calf injury - Unknown return date,2020-09-28 19:30:13.417631,4.3,167074.jpg,1.0,0.1,i,8,54,2,5858,58,12859,292,0.0,0.5,Tete,128,0,1,0,6,0,0,0,1,0,0,0,29,53.0,67.5,4.0,12.4,234,97,122,27,319,112,233,78,,,,Kenny Tete,5973,2,0.0,1,0.1905679553747177,0,4,0,0.0,0.2867404669523239,0.09617252461612223,Fulham,FUL,2,Defender,DEF
,,-1,-2,2,-0.5,-0.5,0,0.0,525,,,4.3,72681.jpg,0.3,0.1,a,8,54,1,5581,139,5963,267,0.0,0.2,Odoi,270,0,0,0,10,0,0,0,1,0,0,0,34,35.4,20.8,8.0,6.4,283,112,245,71,293,99,308,110,,,,Denis Odoi,7077,3,0.04002567008137703,0,0.050192393362522125,2,1,0,0.04002567008137703,0.4257061406970024,0.3856804743409157,Fulham,FUL,2,Defender,DEF
,,0,0,2,5.5,5.5,2,6.0,562,,,4.5,159506.jpg,4.4,0.2,a,8,54,22,15906,4488,4039,1912,1.3,4.9,Aina,450,1,0,1,5,0,0,0,0,0,0,3,92,115.6,61.8,13.0,18.9,115,42,132,33,265,86,157,50,,,,Ola Aina,725,5,0.03686605021357536,0,0.1434213649481535,1,3,1,0.03686605021357536,1.205440390855074,1.1685743406414986,Fulham,FUL,2,Defender,DEF
100.0,100.0,0,0,2,2.2,2.2,2,2.7,571,,2020-10-16 12:30:24.578129,4.5,174874.jpg,4.0,0.0,a,8,54,8,499,120,242,40,0.6,1.8,Andersen,180,0,0,1,1,0,0,0,0,0,0,0,34,22.4,1.2,5.0,2.8,319,129,365,138,317,110,361,131,,,,Joachim Andersen,6314,2,0.01906152069568634,0,0.0,1,0,0,0.01906152069568634,0.1980474665760994,0.1980474665760994,Fulham,FUL,2,Defender,DEF
,,0,0,2,2.5,2.5,2,3.0,572,,,4.5,109646.jpg,2.8,0.0,a,8,54,11,1654,167,704,179,0.7,2.4,Adarabioyo,360,0,0,1,4,0,0,0,0,0,0,0,59,58.8,1.8,30.0,9.2,222,92,349,128,201,58,273,95,,,,Tosin Adarabioyo,5590,4,0.0613860348239541,0,0.0,3,0,0,0.0613860348239541,0.2745848838239908,0.2745848838239908,Fulham,FUL,2,Defender,DEF
100.0,100.0,0,-1,2,0.2,1.2,1,0.7,216,,2020-10-16 23:00:18.261247,4.4,15033.jpg,1.0,0.1,a,9,13,3,7042,375,8190,501,0.2,0.7,Morgan,16,0,0,0,0,0,0,0,0,0,0,0,9,3.0,0.1,0.0,0.3,394,149,385,148,408,168,404,149,,,,Wes Morgan,748,3,0.0,0,0.0,0,0,0,0.0,0.14461266994476318,0.14461266994476318,Leicester,LEI,4,Defender,DEF
100.0,100.0,0,0,2,4.5,5.5,7,5.0,218,,2020-08-15 10:00:11.758506,4.5,37402.jpg,4.0,0.2,a,9,13,16,11695,3460,6193,869,1.1,3.6,Fuchs,280,0,0,2,2,0,0,0,1,0,0,2,61,63.6,5.8,9.0,7.8,208,87,317,105,288,96,295,103,,3.0,,Christian Fuchs,749,4,0.04163951426744461,0,0.0,2,0,0,0.04163951426744461,1.0950161255896091,1.068318784236908,Leicester,LEI,4,Defender,DEF
100.0,75.0,0,0,2,2.8,2.8,5,3.3,219,,2020-10-29 21:00:17.637822,5.5,37642.jpg,2.6,0.2,a,9,13,13,14103,3106,11333,918,0.6,2.4,Evans,439,0,0,2,5,0,0,0,4,0,0,0,66,75.2,5.4,6.0,8.7,189,78,321,108,315,109,282,99,,,,Jonny Evans,807,5,0.10632744431495668,0,0.0,1,0,0,0.10632744431495668,0.07102583348751068,0.07102583348751068,Leicester,LEI,4,Defender,DEF
0.0,0.0,-1,-1,2,0.0,0.0,0,0.0,227,Hamstring injury - Unknown return date,2020-10-04 13:30:15.269052,3.9,155569.jpg,0.0,0.9,i,9,13,0,40004,543,84746,3642,0.0,0.0,Amartey,144,0,0,0,4,0,0,0,1,0,0,0,19,22.4,1.8,0.0,2.4,318,128,346,127,354,133,367,136,,,,Daniel Amartey,759,2,0.0,0,0.0,0,0,0,0.0,0.4432449042797089,0.4432449042797089,Leicester,LEI,4,Defender,DEF
0.0,0.0,0,-2,2,0.0,0.0,0,0.0,238,Muscle injury - Expected back 16 Jan,2020-10-15 19:00:23.817858,5.3,218031.jpg,2.0,3.5,i,9,13,8,101534,90,782202,21789,0.0,1.5,Söyüncü,360,0,0,1,7,0,0,0,1,0,0,0,64,83.4,24.6,44.0,15.2,176,72,229,63,171,42,198,63,,,,Çaglar Söyüncü,5264,4,0.10172365233302116,0,0.1117388755083084,2,2,0,0.10172365233302116,0.4877230152487755,0.4877230152487755,Leicester,LEI,4,Defender,DEF
,,0,3,2,4.2,5.2,6,4.7,239,,,4.8,220627.jpg,4.2,22.0,a,9,13,34,1296991,55202,577165,28346,1.0,7.1,Justin,720,1,1,3,9,0,0,0,1,0,0,1,139,142.4,66.3,43.0,25.3,69,19,125,30,172,43,102,26,,,,James Justin,7753,8,0.1500699818134308,0,0.3149769455194473,2,4,1,0.1500699818134308,1.9043624997138977,1.592415664345026,Leicester,LEI,4,Defender,DEF
,,0,-2,2,0.2,1.2,1,0.7,240,,,4.3,244619.jpg,1.0,0.2,a,9,13,2,6182,614,23022,659,0.2,0.5,Thomas,135,0,0,0,1,0,0,0,1,0,0,0,11,23.2,1.7,11.0,3.5,317,127,351,129,269,87,353,126,,,,Luke Thomas,8562,2,0.06410790234804152,0,0.0,1,0,0,0.06410790234804152,0.06410790234804152,0.0,Leicester,LEI,4,Defender,DEF
0.0,0.0,0,2,2,0.0,0.0,0,2.0,498,Hamstring injury - Expected back 21 Nov,2020-10-29 21:00:18.550807,5.7,166477.jpg,5.8,9.0,i,9,13,35,1560661,2447,1280990,126577,0.4,6.1,Castagne,540,1,3,2,8,0,0,0,1,0,0,4,136,145.0,78.1,86.0,31.0,66,18,101,25,82,13,77,15,,,,Timothy Castagne,6157,6,0.6386942118406296,2,0.7428794074803591,2,5,1,0.6386942118406296,1.8810895550996063,1.2083810418844223,Leicester,LEI,4,Defender,DEF
75.0,,0,0,2,3.2,5.2,7,4.7,561,Knee injury - 75% chance of playing,2020-11-10 15:30:18.669472,5.0,444463.jpg,4.0,0.2,d,9,13,16,15572,5466,3495,1828,0.9,3.2,Fofana,360,0,0,2,2,0,0,0,2,0,0,2,80,79.2,14.5,2.0,9.5,182,75,276,87,341,126,271,93,,,,Wesley Fofana,7589,4,0.0,0,0.02638091892004013,0,1,0,0.0,0.463584192097187,0.4372032731771469,Leicester,LEI,4,Defender,DEF
100.0,100.0,0,-1,2,-0.8,-0.3,-1,-0.3,195,,2020-10-11 23:30:11.464394,4.4,55914.jpg,1.8,0.6,a,10,2,9,39256,368,57221,2399,-0.1,2.0,Cooper,450,0,0,1,12,0,0,0,1,0,0,1,94,115.0,3.5,10.0,12.8,117,44,335,119,277,89,227,74,,,,Liam Cooper,8816,5,0.18649911880493164,0,0.0,2,0,0,0.18649911880493164,2.912571981549263,2.912571981549263,Leeds,LEE,3,Defender,DEF
,,0,0,2,1.5,2.0,0,2.0,197,,,4.5,66588.jpg,2.1,4.0,a,10,2,17,219006,3442,202313,21978,0.4,3.8,Ayling,720,0,0,2,17,0,0,0,1,0,0,1,139,196.4,122.9,69.0,38.9,29,7,43,9,115,19,48,7,,,,Luke Ayling,8716,8,0.5228816941380501,0,1.3189552649855614,5,8,0,0.5228816941380501,4.457697052508593,3.4843920804560184,Leeds,LEE,3,Defender,DEF
,,0,0,2,3.5,4.0,0,4.0,200,,,4.5,87873.jpg,3.1,5.9,a,10,2,25,358805,10364,242253,24296,0.9,5.6,Dallas,710,1,1,2,16,0,0,0,2,0,0,0,142,168.6,62.7,104.0,33.6,46,12,131,32,65,6,64,10,,,,Stuart Dallas,8718,8,0.9730006251484156,0,0.3072105161845684,7,3,1,0.9730006251484156,3.726464562118053,3.368690513074398,Leeds,LEE,3,Defender,DEF
75.0,,0,-1,2,1.7,2.7,0,2.7,201,Hamstring injury - 75% chance of playing,2020-11-19 13:00:23.970021,4.4,105377.jpg,1.8,0.4,d,10,2,11,16148,663,35843,2100,0.6,2.5,Alioski,255,0,0,1,6,0,0,0,0,0,0,1,53,43.6,55.0,57.0,15.7,255,102,140,35,138,29,192,59,,,,Ezgjan Alioski,8722,6,0.4743404369801283,0,0.8410944640636444,6,4,0,0.4743404369801283,1.5944597944617271,0.3738324176520109,Leeds,LEE,3,Defender,DEF
,,0,0,2,-0.5,0.0,0,0.0,211,,,4.0,222694.jpg,0.5,2.4,a,10,2,2,166628,7710,127483,8890,0.0,0.5,Struijk,254,0,0,0,9,0,0,0,1,0,0,0,42,56.6,15.5,8.0,8.1,226,94,271,84,292,98,288,101,,,,Pascal Struijk,8717,4,0.1266293227672577,0,0.022440355271101,1,1,0,0.1266293227672577,0.4030128195881844,0.4030128195881844,Leeds,LEE,3,Defender,DEF
,,0,0,2,-0.5,0.0,0,0.0,214,,,4.0,455084.jpg,1.0,1.3,a,10,2,1,47047,2015,65435,4178,0.0,0.2,Davis,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,442,169,376,143,389,152,445,169,,,,Leif Davis,8919,1,0.0,0,0.0,0,0,0,0.0,0.2329990118741989,0.2329990118741989,Leeds,LEE,3,Defender,DEF
,,0,0,2,2.2,2.7,0,2.7,491,,,4.5,193645.jpg,2.4,0.8,a,10,2,19,45851,987,34436,5139,0.6,4.2,Koch,720,0,0,2,17,0,0,0,0,0,0,2,128,145.8,15.6,71.0,23.3,64,17,270,83,111,18,117,30,,,,Robin Koch,6273,8,0.4227718785405159,0,0.009182261303067207,6,1,0,0.4227718785405159,3.360496800392866,3.319942258298397,Leeds,LEE,3,Defender,DEF
100.0,100.0,0,-1,2,0.8,0.3,1,0.3,246,,2020-10-20 22:30:18.741527,5.4,60914.jpg,1.0,0.3,a,11,14,3,16789,4693,32796,873,0.1,0.6,Matip,181,0,0,0,3,0,0,0,1,0,0,0,24,24.0,1.4,17.0,4.2,311,126,360,135,254,81,347,123,,,,Joel Matip,332,3,0.08634794503450394,0,0.0,1,0,0,0.08634794503450394,0.9308730959892272,0.9308730959892272,Liverpool,LIV,5,Defender,DEF
0.0,0.0,0,-2,2,0.0,0.0,0,0.0,250,Knee injury - Unknown return date,2020-10-17 15:00:18.628318,6.3,97032.jpg,3.0,8.4,i,11,14,15,379238,429,1863489,44904,0.0,2.4,van Dijk,370,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66.0,15.3,180,74,324,110,121,20,197,62,,,,Virgil van Dijk,833,5,0.5533826053142548,0,0.0,4,0,1,0.5533826053142548,1.409594252705574,1.2884346395730972,Liverpool,LIV,5,Defender,DEF
100.0,,0,1,2,2.5,2.0,2,2.0,255,,2020-11-15 17:30:20.943553,7.1,122798.jpg,3.9,16.9,a,11,14,31,944986,46834,701677,107630,0.3,4.4,Robertson,720,1,2,1,16,0,0,0,0,0,0,4,161,169.6,184.9,128.0,48.4,43,11,18,3,49,2,32,3,1.0,,,Andrew Robertson,1688,8,0.9229766298085452,2,1.3348910640925171,6,11,1,0.9229766298085452,3.726065188646317,2.064186386764049,Liverpool,LIV,5,Defender,DEF
50.0,,-1,-2,2,1.2,2.0,2,2.0,259,Calf injury - 50% chance of playing,2020-11-08 18:30:19.053913,7.3,169187.jpg,2.6,23.9,d,11,14,21,386385,4399,2283484,382092,0.3,2.9,Alexander-Arnold,690,0,1,1,16,0,0,0,1,0,0,4,144,133.2,225.3,93.0,45.1,80,26,11,2,77,11,36,4,2.0,1.0,,Trent Alexander-Arnold,1791,8,0.5755966007709503,1,1.6221434324979782,13,13,0,0.5755966007709503,4.8749627470970145,4.299366995692253,Liverpool,LIV,5,Defender,DEF
0.0,100.0,0,-1,2,0.0,2.0,2,2.0,260,Knee injury - Unknown return date,2020-11-12 11:30:20.318274,5.4,171287.jpg,1.4,2.4,i,11,14,10,108417,5274,281204,34326,0.4,1.9,Gomez,589,0,0,0,14,0,0,0,0,0,0,0,94,106.8,18.1,0.0,12.5,135,53,256,73,578,215,232,77,,,,Joseph Gomez,987,7,0.0,0,0.06542927026748657,0,1,0,0.0,2.0854201316833496,2.019990861415863,Liverpool,LIV,5,Defender,DEF
,,0,0,2,1.2,0.7,0,0.7,589,,,4.0,197464.jpg,2.0,0.6,a,11,14,2,49064,17678,8440,5064,0.2,0.5,Phillips,90,0,0,0,1,0,0,0,0,0,0,0,14,22.2,11.7,0.0,3.4,321,130,296,96,377,144,354,127,,,,Nathaniel Phillips,8228,1,0.0,0,0.026075469329953197,0,1,0,0.0,0.07326305657625197,0.04718758910894394,Liverpool,LIV,5,Defender,DEF
0.0,0.0,0,-1,2,0.0,0.0,0,0.0,266,Muscle injury - Expected back 05 Dec,2020-10-21 21:30:14.233293,5.4,27789.jpg,1.2,0.7,i,12,43,5,38523,36,85516,4045,0.0,0.9,Fernandinho,154,0,0,0,2,0,0,0,0,0,0,0,24,33.4,13.2,30.0,7.7,292,115,284,91,203,59,297,104,,,,Fernando Luiz Rosa,614,4,0.4906782284379005,0,0.0,4,0,0,0.4906782284379005,0.7412513867020607,0.7049412503838539,Man City,MCI,5,Defender,DEF
,,0,1,2,6.5,6.0,1,6.0,270,,,6.1,58621.jpg,4.1,8.3,a,12,43,29,380261,57484,222810,22924,1.0,4.8,Walker,617,1,0,2,9,0,0,0,1,0,0,4,115,124.4,67.3,57.0,24.7,99,35,123,28,142,31,109,27,,,,Kyle Walker,638,7,0.13952277880161998,0,0.10050425678491592,6,3,1,0.13952277880161998,3.408081471920013,3.2311878353357315,Man City,MCI,5,Defender,DEF
,,-1,-2,2,0.5,0.0,0,0.0,273,,,4.8,97299.jpg,2.0,0.4,a,12,43,2,21012,485,33292,1453,0.0,0.4,Stones,90,0,0,0,1,0,0,0,0,0,0,0,14,20.2,0.3,0.0,2.1,325,132,381,146,514,197,375,140,,,,John Stones,586,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,Man City,MCI,5,Defender,DEF
50.0,0.0,0,-1,2,0.2,0.0,0,0.0,274,Muscle injury - 50% chance of playing,2020-10-17 22:30:19.749260,5.9,102826.jpg,0.7,1.0,d,12,43,2,22453,105,92403,3386,0.0,0.3,Mendy,250,0,0,0,7,0,0,0,2,0,0,0,23,16.6,26.2,10.0,5.1,340,136,216,57,284,93,335,118,,,,Benjamin Mendy,3389,3,0.028903802856802937,0,0.06408517062664032,1,1,0,0.028903802856802937,0.4743384569883346,0.4454346597194672,Man City,MCI,5,Defender,DEF
100.0,100.0,0,-1,2,5.8,5.3,3,5.3,277,,2020-09-21 22:00:11.898705,5.4,121145.jpg,6.0,2.3,a,12,43,24,158175,59147,71991,9498,1.0,4.4,Cancelo,360,0,1,2,2,0,0,0,1,0,0,6,95,107.6,147.2,30.0,28.5,131,51,33,7,204,60,83,18,,,,João Pedro Cavaco Cancelo,2379,4,0.04745577648282051,1,1.047410070896149,2,11,0,0.04745577648282051,3.3003740906715398,2.3820241689682007,Man City,MCI,5,Defender,DEF
75.0,100.0,0,0,2,0.4,0.0,0,0.0,279,Hamstring injury - 75% chance of playing,2020-11-12 11:30:20.363929,5.5,126184.jpg,3.2,5.0,d,12,43,13,247276,2564,425671,35171,0.0,2.4,Aké,289,1,0,1,6,0,0,0,2,0,0,0,57,64.4,24.7,19.0,10.8,207,86,228,62,245,76,250,85,,,,Nathan Aké,579,4,0.4018466174602509,0,0.017229333519935608,1,1,1,0.4018466174602509,0.944785200059414,0.9275558665394784,Man City,MCI,5,Defender,DEF
100.0,100.0,0,0,2,3.5,3.0,1,3.0,280,,2020-10-17 22:30:19.767834,6.0,146941.jpg,3.7,2.8,a,12,43,11,74334,8508,229544,4696,0.5,1.8,Laporte,270,0,0,1,2,0,0,0,1,0,0,2,47,41.4,13.3,10.0,6.5,265,103,282,89,286,94,307,109,,,,Aymeric Laporte,2498,3,0.14257132448256016,0,0.0873722955584526,2,1,0,0.14257132448256016,1.7903844267129898,1.7903844267129898,Man City,MCI,5,Defender,DEF
100.0,100.0,0,0,2,0.8,0.3,0,0.3,283,,2020-10-01 01:00:15.242512,5.5,206325.jpg,1.0,0.2,a,12,43,1,4676,320,22165,559,0.1,0.2,Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.2,0.0,0.2,407,151,366,139,587,217,407,150,,,,Oleksandr Zinchenko,2958,1,0.0,0,0.0,0,0,0,0.0,0.12230925261974335,0.12230925261974335,Man City,MCI,5,Defender,DEF
100.0,100.0,0,-2,2,1.2,0.7,0,0.7,288,,2020-10-03 19:00:20.343624,4.8,432656.jpg,1.0,0.2,a,12,43,2,8490,430,17483,900,0.1,0.4,Garcia,180,0,0,0,6,0,0,0,0,0,0,0,33,37.0,22.6,1.0,6.0,279,109,238,67,350,130,316,113,,,,Eric Garcia,8045,2,0.013568151742219923,0,0.008322987705469131,1,1,0,0.013568151742219923,0.32397033274173737,0.3104021698236465,Man City,MCI,5,Defender,DEF
,,0,0,2,3.8,3.3,2,3.3,556,,,5.5,171314.jpg,3.4,1.8,a,12,43,17,154217,15278,37485,7162,0.6,3.1,Dias,450,0,0,2,3,0,0,0,1,0,0,0,95,89.2,6.4,10.0,10.6,167,70,316,104,283,92,254,87,,,,Rúben Santos Gato Alves Dias,8961,5,0.08490262925624847,0,0.0,1,0,0,0.08490262925624847,2.5908171981573105,2.5908171981573105,Man City,MCI,5,Defender,DEF
75.0,100.0,0,-1,2,3.2,3.8,2,3.3,298,Foot injury - 75% chance of playing,2020-11-19 12:00:17.061461,5.4,95658.jpg,3.0,3.3,d,13,1,21,126189,21608,189344,9843,0.6,3.9,Maguire,630,1,1,1,14,0,0,0,2,0,0,1,123,129.2,30.1,118.0,27.8,89,31,201,49,55,4,86,19,,,,Harry Maguire,1687,7,0.4316248614341021,0,0.08616532199084759,11,2,1,0.4316248614341021,2.2446796298027043,2.171362027525902,Man Utd,MUN,4,Defender,DEF
0.0,,0,-1,2,0.0,5.2,7,4.7,300,Hamstring injury - Expected back 12 Dec,2020-11-07 15:00:20.876920,4.9,106760.jpg,2.0,0.9,i,13,1,14,73763,1966,111142,10714,1.0,2.9,Shaw,606,0,1,1,14,1,0,0,2,0,0,2,110,113.4,113.8,29.0,25.8,119,45,56,14,207,62,97,23,3.0,,,Luke Shaw,1006,7,0.04656786099076271,1,0.4433191157877445,1,6,0,0.04656786099076271,1.2239158265292645,0.9137230850756168,Man Utd,MUN,4,Defender,DEF
100.0,100.0,-1,-1,2,1.3,0.8,1,0.3,307,,2020-09-11 11:00:09.121147,4.4,180804.jpg,1.0,0.1,a,13,1,1,11293,863,6299,957,0.1,0.2,Tuanzebe,23,0,0,0,0,0,0,0,0,0,0,0,2,7.0,0.3,0.0,0.7,376,145,378,145,437,180,396,147,,,,Axel Tuanzebe,934,1,0.0,0,0.0,0,0,0,0.0,0.07169459760189056,0.07169459760189056,Man Utd,MUN,4,Defender,DEF
75.0,75.0,0,-1,2,3.2,2.8,2,3.3,308,Back injury - 75% chance of playing,2020-11-18 14:30:24.034066,4.9,184667.jpg,2.3,1.2,d,13,1,14,40697,5156,89583,5591,0.7,2.9,Lindelöf,540,0,0,1,8,0,0,0,0,0,0,0,100,100.8,17.7,8.0,12.7,144,56,260,77,299,101,228,75,,,,Victor Lindelöf,6080,6,0.12856781482696533,0,0.08528853952884674,1,1,0,0.12856781482696533,0.9780370742082596,0.9780370742082596,Man Utd,MUN,4,Defender,DEF
75.0,0.0,0,-1,2,0.8,0.0,0,0.0,310,Unknown - 75% chance of playing,2020-10-20 00:00:14.389245,4.9,197365.jpg,-0.5,0.2,d,13,1,-1,8118,39,19575,787,0.0,-0.2,Bailly,98,0,0,0,7,0,0,0,1,0,0,0,11,25.0,0.1,0.0,2.5,308,124,389,151,542,207,365,135,,,,Eric Bailly,1739,2,0.0,0,0.0,0,0,0,0.0,0.0,0.0,Man Utd,MUN,4,Defender,DEF
,,0,-1,2,1.0,0.5,0,0.0,312,,,4.4,201084.jpg,0.0,0.1,a,13,1,0,4012,145,7067,348,0.0,0.0,Fosu-Mensah,80,0,0,0,2,0,0,0,1,0,0,0,17,17.8,30.5,16.0,6.4,337,135,199,48,255,82,309,111,,,,Timothy Fosu-Mensah,549,1,0.015449298545718191,0,0.30515241622924805,1,2,0,0.015449298545718191,0.4019051194190979,0.3608218729496002,Man Utd,MUN,4,Defender,DEF
,,0,-1,2,4.3,3.8,2,3.3,313,,,5.4,214590.jpg,3.0,8.9,a,13,1,18,307675,29860,534759,22711,0.6,3.3,Wan-Bissaka,540,1,0,1,11,0,0,0,0,0,0,0,95,127.8,37.2,48.0,21.2,95,33,179,44,163,40,139,42,,,,Aaron Wan-Bissaka,5584,6,0.13602694869041446,0,0.04714088514447212,2,2,1,0.13602694869041446,0.6578611247241497,0.4746932797133922,Man Utd,MUN,4,Defender,DEF
,,0,-1,2,1.2,1.7,0,1.7,323,,,4.9,57145.jpg,2.0,0.9,a,14,4,16,26667,705,69884,4859,0.3,3.3,Fernández,720,0,0,1,13,0,0,0,1,0,0,1,128,187.8,23.2,4.0,21.4,31,8,235,65,329,120,135,41,,,,Federico Fernández,708,8,0.0,0,0.04939513094723225,0,2,0,0.0,0.4034384693950415,0.4034384693950415,Newcastle,NEW,3,Defender,DEF
100.0,100.0,0,-1,2,1.2,1.7,1,1.7,328,,2020-10-30 10:30:16.620707,4.4,101148.jpg,1.9,1.8,a,14,4,13,73268,1557,188568,6759,0.4,3.0,Lascelles,627,0,0,1,12,0,0,0,1,0,0,0,96,117.2,2.1,26.0,14.6,113,40,343,124,217,66,203,65,,,,Jamaal Lascelles,766,7,0.12232562713325025,0,0.0,3,0,0,0.12232562713325025,0.4817527756094933,0.4817527756094933,Newcastle,NEW,3,Defender,DEF
,,0,-1,2,-0.5,0.0,0,0.0,332,,,4.4,109528.jpg,2.2,0.3,a,14,4,9,13346,66,23135,1354,0.0,2.0,Manquillo,305,0,0,1,5,0,0,0,1,0,0,0,51,37.0,29.4,14.0,8.0,278,108,203,51,260,84,290,102,,,,Javier Manquillo,1719,4,0.02316185832023621,0,0.03938620537519455,1,1,0,0.02316185832023621,0.3257373087108135,0.26318925246596336,Newcastle,NEW,3,Defender,DEF
100.0,100.0,-1,-2,2,-0.5,0.0,0,0.0,333,,2020-10-02 09:30:18.851322,4.3,111773.jpg,2.0,0.1,a,14,4,4,1521,75,4341,224,0.0,0.9,Krafth,180,0,1,0,5,0,0,0,1,0,0,0,30,40.2,26.9,2.0,6.9,269,104,210,53,334,123,302,105,,,,Emil Krafth,1545,2,0.0,0,0.084439467638731,0,2,0,0.0,1.0327484011650083,0.9483089633286,Newcastle,NEW,3,Defender,DEF
100.0,100.0,0,-1,2,1.2,1.7,1,1.7,334,,2020-10-03 21:30:19.369147,4.9,119471.jpg,1.2,0.1,a,14,4,6,2513,256,2401,285,0.3,1.2,Schär,365,0,0,0,7,0,0,0,0,0,0,0,37,57.0,2.3,3.0,6.2,224,93,342,123,332,121,314,112,,4.0,,Fabian Schär,76,5,0.023183558136224747,0,0.0,1,0,0,0.023183558136224747,0.1860298253595829,0.16284626349806786,Newcastle,NEW,3,Defender,DEF
100.0,100.0,0,-2,2,1.2,1.7,1,1.7,513,,2020-10-14 10:00:22.069564,4.3,194799.jpg,1.6,2.1,a,14,4,13,219901,8759,207371,9698,0.4,3.0,Lewis,651,0,0,1,12,0,0,0,3,0,0,1,100,99.4,116.3,6.0,22.1,148,59,52,13,306,104,131,38,,,,Jamal Lewis,7691,8,0.0,0,0.3168307766318321,0,7,0,0.0,1.5468971654772758,1.2514362782239914,Newcastle,NEW,3,Defender,DEF
,,0,-2,2,1.0,0.5,0,1.0,345,,,4.8,40386.jpg,1.6,1.0,a,15,49,13,19691,973,93017,4273,0.2,2.7,Basham,652,0,0,0,14,0,0,0,0,0,0,2,99,131.2,42.1,52.0,22.5,81,27,167,40,153,35,129,36,,,,Chris Basham,7704,8,0.12097656354308127,0,0.40896785259246826,2,3,0,0.12097656354308127,1.2922606319189072,0.7623162474483252,Sheffield Utd,SHU,3,Defender,DEF
75.0,,0,-2,2,0.5,0.2,0,0.7,347,Knee injury - 75% chance of playing,2020-11-13 11:00:14.925748,5.3,63426.jpg,1.2,1.8,d,15,49,10,17452,313,239728,11690,0.1,1.9,Stevens,720,0,0,0,14,0,0,0,1,0,0,0,107,140.4,31.7,55.0,22.8,70,20,196,46,147,33,124,34,,,,Enda Stevens,7707,8,0.20485377311706546,0,0.0793570876121521,6,1,0,0.20485377311706546,1.8990755584090948,1.761197766289115,Sheffield Utd,SHU,3,Defender,DEF
,,0,-2,2,1.0,0.5,0,1.0,351,,,5.3,82691.jpg,1.6,1.8,a,15,49,13,35746,1131,225319,10035,0.2,2.5,Baldock,720,0,1,0,14,0,0,0,1,0,0,0,94,105.2,103.9,109.0,31.9,137,54,64,16,61,5,73,12,,,,George Baldock,7706,8,0.3139527440071106,1,1.1749829240143301,6,6,0,0.3139527440071106,1.7584538534283638,1.3191842138767242,Sheffield Utd,SHU,3,Defender,DEF
,,0,-1,2,0.0,-0.5,0,0.0,352,,,4.4,83427.jpg,2.7,0.2,a,15,49,8,7932,146,11554,668,0.0,1.8,Jack Robinson,251,0,1,0,4,0,0,0,0,0,0,0,34,35.0,4.6,17.0,5.6,284,113,327,113,251,80,321,115,,,,Jack Robinson,8286,3,0.5482074022293091,0,0.0,3,0,0,0.5482074022293091,0.5521871373057365,0.5521871373057365,Sheffield Utd,SHU,3,Defender,DEF
75.0,100.0,-1,-2,2,0.5,0.2,-1,0.7,353,Head injury - 75% chance of playing,2020-11-15 17:30:21.199108,4.8,108416.jpg,0.4,3.3,d,15,49,3,28869,501,829501,16535,0.1,0.6,Egan,551,0,0,0,13,0,0,0,2,1,0,0,56,88.2,3.5,14.0,10.7,169,71,336,120,261,85,251,86,,,,John Egan,7703,7,0.054193971678614616,0,0.0,2,0,0,0.054193971678614616,1.2271298710256815,1.2271298710256815,Sheffield Utd,SHU,3,Defender,DEF
