fixture_id,round,kickoff_time,event_name,home_game,difficulty,player_id,opponent_team_id,team_id,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_short_name,position_name_short,team_strength,full_name,opponent_team,opponent_team_strength
228,23.0,2021-02-06 15:00:00,Gameweek 23,False,3,498,20,9,,,,LEI,DEF,4,Timothy Castagne,WOL,3
126,13.0,2020-12-15 19:45:00,Gameweek 13,False,3,500,20,5,,3.0,,CHE,MID,4,Kai Havertz,WOL,3
194,20.0,2021-01-27 19:45:00,Gameweek 20,True,3,500,20,5,,3.0,,CHE,MID,4,Kai Havertz,WOL,3
89,10.0,2020-11-29 19:15:00,Gameweek 10,True,3,501,20,1,3.0,,,ARS,MID,4,Daniel Ceballos Fernández,WOL,3
215,22.0,2021-02-02 19:45:00,Gameweek 22,False,3,501,20,1,3.0,,,ARS,MID,4,Daniel Ceballos Fernández,WOL,3
176,18.0,2021-01-12 19:45:00,Gameweek 18,False,3,502,20,7,,,,EVE,MID,3,Allan Marques Loureiro,WOL,3
363,37.0,2021-05-15 14:00:00,Gameweek 37,True,3,502,20,7,,,,EVE,MID,3,Allan Marques Loureiro,WOL,3
255,26.0,2021-02-27 15:00:00,Gameweek 26,True,3,506,20,14,,,1.0,NEW,FWD,3,Callum Wilson,WOL,3
255,26.0,2021-02-27 15:00:00,Gameweek 26,True,3,507,20,14,3.0,,,NEW,MID,3,Ryan Fraser,WOL,3
176,18.0,2021-01-12 19:45:00,Gameweek 18,False,3,508,20,7,1.0,1.0,,EVE,MID,3,James Rodríguez,WOL,3
363,37.0,2021-05-15 14:00:00,Gameweek 37,True,3,508,20,7,1.0,1.0,,EVE,MID,3,James Rodríguez,WOL,3
318,32.0,2021-04-17 14:00:00,Gameweek 32,False,3,509,20,15,,,,SHU,DEF,3,Ethan Ampadu,WOL,3
318,32.0,2021-04-17 14:00:00,Gameweek 32,False,3,511,20,15,,,,SHU,DEF,3,Max Lowe,WOL,3
176,18.0,2021-01-12 19:45:00,Gameweek 18,False,3,512,20,7,,,,EVE,MID,3,Abdoulaye Doucouré,WOL,3
363,37.0,2021-05-15 14:00:00,Gameweek 37,True,3,512,20,7,,,,EVE,MID,3,Abdoulaye Doucouré,WOL,3
255,26.0,2021-02-27 15:00:00,Gameweek 26,True,3,513,20,14,,,,NEW,DEF,3,Jamal Lewis,WOL,3
118,12.0,2020-12-12 15:00:00,Gameweek 12,False,3,514,20,2,,,3.0,AVL,FWD,3,Ollie Watkins,WOL,3
259,27.0,2021-03-06 15:00:00,Gameweek 27,True,3,514,20,2,,,3.0,AVL,FWD,3,Ollie Watkins,WOL,3
302,31.0,2021-04-10 14:00:00,Gameweek 31,True,3,516,20,8,,,,FUL,GKP,2,Alphonse Areola,WOL,3
302,31.0,2021-04-10 14:00:00,Gameweek 31,True,3,517,20,8,,,,FUL,DEF,2,Kenny Tete,WOL,3
228,23.0,2021-02-06 15:00:00,Gameweek 23,False,3,518,20,9,,,,LEI,MID,4,Nampalys Mendy,WOL,3
130,14.0,2020-12-19 15:00:00,Gameweek 14,True,3,519,20,4,,,,BUR,DEF,2,Jimmy Dunne,WOL,3
328,33.0,2021-04-24 14:00:00,Gameweek 33,False,3,519,20,4,,,,BUR,DEF,2,Jimmy Dunne,WOL,3
88,9.0,2020-11-23 20:00:00,Gameweek 9,False,3,524,20,16,,,,SOU,MID,3,Nathan Tella,WOL,3
236,24.0,2021-02-13 15:00:00,Gameweek 24,True,3,524,20,16,,,,SOU,MID,3,Nathan Tella,WOL,3
302,31.0,2021-04-10 14:00:00,Gameweek 31,True,3,525,20,8,,,,FUL,DEF,2,Denis Odoi,WOL,3
89,10.0,2020-11-29 19:15:00,Gameweek 10,True,3,526,20,1,,,,ARS,MID,4,Mohamed Naser El Sayed Elneny,WOL,3
215,22.0,2021-02-02 19:45:00,Gameweek 22,False,3,526,20,1,,,,ARS,MID,4,Mohamed Naser El Sayed Elneny,WOL,3
188,19.0,2021-01-16 15:00:00,Gameweek 19,False,3,530,20,18,,,,WBA,DEF,2,Branislav Ivanovic,WOL,3
338,34.0,2021-05-01 14:00:00,Gameweek 34,True,3,530,20,18,,,,WBA,DEF,2,Branislav Ivanovic,WOL,3
103,11.0,2020-12-05 15:00:00,Gameweek 11,True,3,531,20,11,,,,LIV,MID,5,Thiago Alcántara do Nascimento,WOL,3
278,28.0,2021-03-13 15:00:00,Gameweek 28,False,3,531,20,11,,,,LIV,MID,5,Thiago Alcántara do Nascimento,WOL,3
284,29.0,2021-03-20 15:00:00,Gameweek 29,True,3,539,20,12,,,,MCI,FWD,5,Liam Delap,WOL,3
118,12.0,2020-12-12 15:00:00,Gameweek 12,False,3,540,20,2,,,,AVL,MID,3,Bertrand Traoré,WOL,3
259,27.0,2021-03-06 15:00:00,Gameweek 27,True,3,540,20,2,,,,AVL,MID,3,Bertrand Traoré,WOL,3
228,23.0,2021-02-06 15:00:00,Gameweek 23,False,3,541,20,9,,,,LEI,MID,4,Cengiz Ünder,WOL,3
148,15.0,2020-12-26 15:00:00,Gameweek 15,False,3,542,20,17,5.0,,,TOT,DEF,4,Sergio Reguilón,WOL,3
358,36.0,2021-05-12 18:45:00,Gameweek 36,True,3,542,20,17,5.0,,,TOT,DEF,4,Sergio Reguilón,WOL,3
148,15.0,2020-12-26 15:00:00,Gameweek 15,False,3,543,20,17,4.0,3.0,,TOT,MID,4,Gareth Bale,WOL,3
358,36.0,2021-05-12 18:45:00,Gameweek 36,True,3,543,20,17,4.0,3.0,,TOT,MID,4,Gareth Bale,WOL,3
188,19.0,2021-01-16 15:00:00,Gameweek 19,False,3,544,20,18,,,,WBA,MID,2,Conor Gallagher,WOL,3
338,34.0,2021-05-01 14:00:00,Gameweek 34,True,3,544,20,18,,,,WBA,MID,2,Conor Gallagher,WOL,3
126,13.0,2020-12-15 19:45:00,Gameweek 13,False,3,548,20,5,,,,CHE,GKP,4,Edouard Mendy,WOL,3
194,20.0,2021-01-27 19:45:00,Gameweek 20,True,3,548,20,5,,,,CHE,GKP,4,Edouard Mendy,WOL,3
118,12.0,2020-12-12 15:00:00,Gameweek 12,False,3,554,20,2,,,,AVL,MID,3,Jacob Ramsey,WOL,3
259,27.0,2021-03-06 15:00:00,Gameweek 27,True,3,554,20,2,,,,AVL,MID,3,Jacob Ramsey,WOL,3
188,19.0,2021-01-16 15:00:00,Gameweek 19,False,3,555,20,18,3.0,,,WBA,MID,2,Filip Krovinovic,WOL,3
338,34.0,2021-05-01 14:00:00,Gameweek 34,True,3,555,20,18,3.0,,,WBA,MID,2,Filip Krovinovic,WOL,3
284,29.0,2021-03-20 15:00:00,Gameweek 29,True,3,556,20,12,,,,MCI,DEF,5,Rúben Santos Gato Alves Dias,WOL,3
302,31.0,2021-04-10 14:00:00,Gameweek 31,True,3,557,20,8,3.0,5.0,2.0,FUL,MID,2,Ademola Lookman,WOL,3
298,30.0,2021-04-03 14:00:00,Gameweek 30,False,3,558,20,19,,,,WHU,DEF,3,Vladimir Coufal,WOL,3
176,18.0,2021-01-12 19:45:00,Gameweek 18,False,3,559,20,7,,,,EVE,DEF,3,Niels Nkounkou,WOL,3
363,37.0,2021-05-15 14:00:00,Gameweek 37,True,3,559,20,7,,,,EVE,DEF,3,Niels Nkounkou,WOL,3
228,23.0,2021-02-06 15:00:00,Gameweek 23,False,3,561,20,9,,,,LEI,DEF,4,Wesley Fofana,WOL,3
302,31.0,2021-04-10 14:00:00,Gameweek 31,True,3,562,20,8,,,,FUL,DEF,2,Ola Aina,WOL,3
148,15.0,2020-12-26 15:00:00,Gameweek 15,False,3,564,20,17,,,,TOT,FWD,4,Carlos Vinicius Alves Morais,WOL,3
358,36.0,2021-05-12 18:45:00,Gameweek 36,True,3,564,20,17,,,,TOT,FWD,4,Carlos Vinicius Alves Morais,WOL,3
88,9.0,2020-11-23 20:00:00,Gameweek 9,False,3,565,20,16,,,,SOU,MID,3,Ibrahima Diallo,WOL,3
236,24.0,2021-02-13 15:00:00,Gameweek 24,True,3,565,20,16,,,,SOU,MID,3,Ibrahima Diallo,WOL,3
176,18.0,2021-01-12 19:45:00,Gameweek 18,False,3,566,20,7,,,,EVE,DEF,3,Ben Godfrey,WOL,3
363,37.0,2021-05-15 14:00:00,Gameweek 37,True,3,566,20,7,,,,EVE,DEF,3,Ben Godfrey,WOL,3
89,10.0,2020-11-29 19:15:00,Gameweek 10,True,3,567,20,1,,,,ARS,MID,4,Thomas Partey,WOL,3
215,22.0,2021-02-02 19:45:00,Gameweek 22,False,3,567,20,1,,,,ARS,MID,4,Thomas Partey,WOL,3
154,16.0,2020-12-28 15:00:00,Gameweek 16,True,3,569,20,13,,,,MUN,FWD,4,Edinson Cavani,WOL,3
378,38.0,2021-05-23 15:00:00,Gameweek 38,False,3,569,20,13,,,,MUN,FWD,4,Edinson Cavani,WOL,3
248,25.0,2021-02-20 15:00:00,Gameweek 25,False,3,570,20,10,,4.0,,LEE,MID,3,Raphael Dias Belloli,WOL,3
302,31.0,2021-04-10 14:00:00,Gameweek 31,True,3,571,20,8,,,,FUL,DEF,2,Joachim Andersen,WOL,3
302,31.0,2021-04-10 14:00:00,Gameweek 31,True,3,572,20,8,,,,FUL,DEF,2,Tosin Adarabioyo,WOL,3
176,18.0,2021-01-12 19:45:00,Gameweek 18,False,3,573,20,7,,,,EVE,GKP,3,Robin Olsen,WOL,3
363,37.0,2021-05-15 14:00:00,Gameweek 37,True,3,573,20,7,,,,EVE,GKP,3,Robin Olsen,WOL,3
202,21.0,2021-01-30 15:00:00,Gameweek 21,True,3,577,20,6,,,,CRY,DEF,3,Nathaniel Clyne,WOL,3
228,23.0,2021-02-06 15:00:00,Gameweek 23,False,3,579,20,9,,,,LEI,FWD,4,Islam Slimani,WOL,3
188,19.0,2021-01-16 15:00:00,Gameweek 19,False,3,582,20,18,,,,WBA,FWD,2,Karlan Grant,WOL,3
338,34.0,2021-05-01 14:00:00,Gameweek 34,True,3,582,20,18,,,,WBA,FWD,2,Karlan Grant,WOL,3
148,15.0,2020-12-26 15:00:00,Gameweek 15,False,3,584,20,17,,,,TOT,DEF,4,Joe Rodon,WOL,3
358,36.0,2021-05-12 18:45:00,Gameweek 36,True,3,584,20,17,,,,TOT,DEF,4,Joe Rodon,WOL,3
298,30.0,2021-04-03 14:00:00,Gameweek 30,False,3,587,20,19,,,,WHU,MID,3,Saïd Benrahma,WOL,3
159,17.0,2021-01-02 15:00:00,Gameweek 17,True,3,588,20,3,,,,BHA,FWD,3,Danny Welbeck,WOL,3
348,35.0,2021-05-08 14:00:00,Gameweek 35,False,3,588,20,3,,,,BHA,FWD,3,Danny Welbeck,WOL,3
103,11.0,2020-12-05 15:00:00,Gameweek 11,True,3,589,20,11,,,,LIV,DEF,5,Nathaniel Phillips,WOL,3
278,28.0,2021-03-13 15:00:00,Gameweek 28,False,3,589,20,11,,,,LIV,DEF,5,Nathaniel Phillips,WOL,3
88,9.0,2020-11-23 20:00:00,Gameweek 9,False,3,590,20,16,,,,SOU,FWD,3,Daniel N'Lundulu,WOL,3
236,24.0,2021-02-13 15:00:00,Gameweek 24,True,3,590,20,16,,,,SOU,FWD,3,Daniel N'Lundulu,WOL,3
159,17.0,2021-01-02 15:00:00,Gameweek 17,True,3,597,20,3,,,,BHA,GKP,3,Robert Sánchez,WOL,3
348,35.0,2021-05-08 14:00:00,Gameweek 35,False,3,597,20,3,,,,BHA,GKP,3,Robert Sánchez,WOL,3
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,3,17,1,,4.0,,ARS,DEF,4,David Luiz Moreira Marinho,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,3,17,1,,4.0,,ARS,DEF,4,David Luiz Moreira Marinho,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,4,17,1,,6.0,1.0,ARS,MID,4,Pierre-Emerick Aubameyang,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,4,17,1,,6.0,1.0,ARS,MID,4,Pierre-Emerick Aubameyang,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,6,17,1,,5.0,3.0,ARS,FWD,4,Alexandre Lacazette,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,6,17,1,,5.0,3.0,ARS,FWD,4,Alexandre Lacazette,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,7,17,1,,,,ARS,DEF,4,Shkodran Mustafi,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,7,17,1,,,,ARS,DEF,4,Shkodran Mustafi,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,8,17,1,,,,ARS,GKP,4,Bernd Leno,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,8,17,1,,,,ARS,GKP,4,Bernd Leno,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,9,17,1,,2.0,,ARS,MID,4,Granit Xhaka,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,9,17,1,,2.0,,ARS,MID,4,Granit Xhaka,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,11,17,1,,,,ARS,DEF,4,Héctor Bellerín,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,11,17,1,,,,ARS,DEF,4,Héctor Bellerín,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,12,17,2,,,,AVL,GKP,3,Emiliano Martínez,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,12,17,2,,,,AVL,GKP,3,Emiliano Martínez,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,14,17,1,,,,ARS,DEF,4,Sead Kolasinac,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,14,17,1,,,,ARS,DEF,4,Sead Kolasinac,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,15,17,1,,,,ARS,DEF,4,Ainsley Maitland-Niles,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,15,17,1,,,,ARS,DEF,4,Ainsley Maitland-Niles,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,16,17,1,,,,ARS,DEF,4,Rob Holding,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,16,17,1,,,,ARS,DEF,4,Rob Holding,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,17,17,1,,,,ARS,DEF,4,Kieran Tierney,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,17,17,1,,,,ARS,DEF,4,Kieran Tierney,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,18,17,1,2.0,3.0,2.0,ARS,MID,4,Nicolas Pépé,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,18,17,1,2.0,3.0,2.0,ARS,MID,4,Nicolas Pépé,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,22,17,1,,,,ARS,FWD,4,Edward Nketiah,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,22,17,1,,,,ARS,FWD,4,Edward Nketiah,TOT,4
106,11.0,2020-12-05 15:00:00,Gameweek 11,False,4,24,17,1,4.0,,,ARS,MID,4,Bukayo Saka,TOT,4
269,28.0,2021-03-13 15:00:00,Gameweek 28,True,4,24,17,1,4.0,,,ARS,MID,4,Bukayo Saka,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,29,17,2,,,,AVL,DEF,3,Ahmed El Mohamady,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,29,17,2,,,,AVL,DEF,3,Ahmed El Mohamady,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,33,17,2,1.0,1.0,,AVL,MID,3,Conor Hourihane,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,33,17,2,1.0,1.0,,AVL,MID,3,Conor Hourihane,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,37,17,2,3.0,7.0,4.0,AVL,MID,3,Jack Grealish,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,37,17,2,3.0,7.0,4.0,AVL,MID,3,Jack Grealish,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,38,17,2,4.0,6.0,,AVL,MID,3,John McGinn,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,38,17,2,4.0,6.0,,AVL,MID,3,John McGinn,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,40,17,2,,3.0,,AVL,MID,3,Mahmoud Ahmed Ibrahim Hassan,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,40,17,2,,3.0,,AVL,MID,3,Mahmoud Ahmed Ibrahim Hassan,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,41,17,2,,,,AVL,DEF,3,Tyrone Mings,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,41,17,2,,,,AVL,DEF,3,Tyrone Mings,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,42,17,2,6.0,5.0,,AVL,DEF,3,Matt Targett,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,42,17,2,6.0,5.0,,AVL,DEF,3,Matt Targett,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,44,17,2,,,,AVL,MID,3,Marvelous Nakamba,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,44,17,2,,,,AVL,MID,3,Marvelous Nakamba,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,45,17,2,5.0,,2.0,AVL,MID,3,Anwar El Ghazi,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,45,17,2,5.0,,2.0,AVL,MID,3,Anwar El Ghazi,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,46,17,2,,,,AVL,DEF,3,Ezri Konsa Ngoyo,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,46,17,2,,,,AVL,DEF,3,Ezri Konsa Ngoyo,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,50,17,2,,,,AVL,FWD,3,Keinan Davis,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,50,17,2,,,,AVL,FWD,3,Keinan Davis,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,52,17,2,,4.0,,AVL,MID,3,Douglas Luiz Soares de Paulo,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,52,17,2,,4.0,,AVL,MID,3,Douglas Luiz Soares de Paulo,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,54,17,3,5.0,,,BHA,MID,3,Adam Lallana,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,55,17,4,,,,BUR,MID,2,Dale Stephens,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,57,17,3,1.0,2.0,2.0,BHA,MID,3,Pascal Groß,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,61,17,3,,,,BHA,DEF,3,Dan Burn,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,62,17,3,,1.0,,BHA,DEF,3,Lewis Dunk,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,65,17,3,2.0,4.0,,BHA,MID,3,Solomon March,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,66,17,3,,,,BHA,DEF,3,Adam Webster,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,67,17,3,,,,BHA,DEF,3,Joël Veltman,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,68,17,3,,,1.0,BHA,FWD,3,Neal Maupay,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,69,17,3,3.0,,,BHA,MID,3,Leandro Trossard,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,70,17,3,,,,BHA,GKP,3,Mathew Ryan,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,71,17,3,,,,BHA,MID,3,Alireza Jahanbakhsh,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,74,17,3,,,,BHA,DEF,3,Ben White,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,75,17,3,,,,BHA,DEF,3,Bernardo Fernandes da Silva Junior,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,76,17,3,,5.0,,BHA,MID,3,Yves Bissouma,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,77,17,3,,,,BHA,DEF,3,Tariq Lamptey,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,78,17,3,,,,BHA,FWD,3,Aaron Connolly,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,79,17,3,,,,BHA,MID,3,Steven Alzate,TOT,4
200,21.0,2021-01-30 15:00:00,Gameweek 21,True,4,80,17,3,4.0,3.0,,BHA,MID,3,Alexis Mac Allister,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,81,17,4,,,,BUR,DEF,2,James Tarkowski,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,82,17,4,,,,BUR,DEF,2,Phil Bardsley,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,83,17,4,,,,BUR,DEF,2,Erik Pieters,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,85,17,4,,,,BUR,DEF,2,Kevin Long,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,86,17,4,,,3.0,BUR,FWD,2,Jay Rodriguez,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,87,17,4,,,1.0,BUR,FWD,2,Ashley Barnes,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,88,17,4,,,,BUR,DEF,2,Ben Mee,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,89,17,4,1.0,4.0,,BUR,MID,2,Ashley Westwood,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,90,17,4,3.0,3.0,,BUR,MID,2,Johann Berg Gudmundsson,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,91,17,4,,,1.0,BUR,FWD,2,Chris Wood,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,92,17,4,,,,BUR,DEF,2,Matthew Lowton,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,93,17,4,,,,BUR,FWD,2,Matej Vydra,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,95,17,4,4.0,5.0,,BUR,MID,2,Robbie Brady,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,96,17,4,,,,BUR,GKP,2,Nick Pope,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,97,17,4,,,,BUR,DEF,2,Charlie Taylor,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,98,17,4,,1.0,,BUR,MID,2,Josh Brownhill,TOT,4
257,26.0,2021-02-27 15:00:00,Gameweek 26,False,4,100,17,4,2.0,2.0,,BUR,MID,2,Dwight McNeil,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,101,17,5,,,,CHE,GKP,4,Willy Caballero,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,101,17,5,,,,CHE,GKP,4,Willy Caballero,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,102,17,5,,,,CHE,DEF,4,César Azpilicueta,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,102,17,5,,,,CHE,DEF,4,César Azpilicueta,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,103,17,5,,4.0,,CHE,FWD,4,Olivier Giroud,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,103,17,5,,4.0,,CHE,FWD,4,Olivier Giroud,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,104,17,5,,2.0,,CHE,DEF,4,Marcos Alonso,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,104,17,5,,2.0,,CHE,DEF,4,Marcos Alonso,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,105,17,5,,,2.0,CHE,MID,4,Jorge Luiz Frello Filho,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,105,17,5,,,2.0,CHE,MID,4,Jorge Luiz Frello Filho,TOT,4
170,18.0,2021-01-12 19:45:00,Gameweek 18,True,4,106,17,2,2.0,2.0,,AVL,MID,3,Ross Barkley,TOT,4
367,37.0,2021-05-15 14:00:00,Gameweek 37,False,4,106,17,2,2.0,2.0,,AVL,MID,3,Ross Barkley,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,107,17,5,,,,CHE,MID,4,Mateo Kovacic,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,107,17,5,,,,CHE,MID,4,Mateo Kovacic,TOT,4
110,12.0,2020-12-12 15:00:00,Gameweek 12,True,4,108,17,6,,,,CRY,FWD,3,Michy Batshuayi,TOT,4
266,27.0,2021-03-06 15:00:00,Gameweek 27,False,4,108,17,6,,,,CRY,FWD,3,Michy Batshuayi,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,110,17,5,,,,CHE,DEF,4,Kurt Zouma,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,110,17,5,,,,CHE,DEF,4,Kurt Zouma,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,112,17,5,,,,CHE,GKP,4,Kepa Arrizabalaga,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,112,17,5,,,,CHE,GKP,4,Kepa Arrizabalaga,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,113,17,5,,,,CHE,MID,4,N'Golo Kanté,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,113,17,5,,,,CHE,MID,4,N'Golo Kanté,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,114,17,5,1.0,,,CHE,MID,4,Hakim Ziyech,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,114,17,5,1.0,,,CHE,MID,4,Hakim Ziyech,TOT,4
157,16.0,2020-12-28 15:00:00,Gameweek 16,False,4,115,17,8,,,,FUL,MID,2,Ruben Loftus-Cheek,TOT,4
321,33.0,2021-04-24 14:00:00,Gameweek 33,True,4,115,17,8,,,,FUL,MID,2,Ruben Loftus-Cheek,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,116,17,5,,,,CHE,DEF,4,Andreas Christensen,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,116,17,5,,,,CHE,DEF,4,Andreas Christensen,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,117,17,5,,,1.0,CHE,FWD,4,Timo Werner,TOT,4
218,22.0,2021-02-03 19:45:00,Gameweek 22,False,4,117,17,5,,,1.0,CHE,FWD,4,Timo Werner,TOT,4
91,10.0,2020-11-29 16:30:00,Gameweek 10,True,4,118,17,5,,,,CHE,FWD,4,Tammy Abraham,TOT,4
