player_id,fixture_id,opponent_team_id,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
27,2,8,0,False,2020-09-12 11:30:00,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,216705,0,0
27,9,19,0,True,2020-09-19 19:00:00,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-65518,156887,5835,71353
28,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-358,4151,197,555
29,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1073,32682,2374,3447
30,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-793,18213,1411,2204
31,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-750,22571,2646,3396
32,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,11879,351261,27701,15822
33,10,15,3,True,2020-09-21 17:00:00,1,0,2,61,0,0,1,0,0,0,0,0,0,0,0,13,6.8,37.6,3.0,4.7,60,-438,5016,255,693
34,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-729,7442,426,1155
35,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,7351,1059481,58445,51094
36,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1496,9780,325,1821
37,10,15,3,True,2020-09-21 17:00:00,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,10,7.0,40.6,49.0,9.7,70,491,688315,66945,66454
38,10,15,2,True,2020-09-21 17:00:00,1,0,2,90,0,0,1,0,0,0,0,1,0,0,0,6,4.8,36.4,19.0,6.0,55,-823,34888,2703,3526
39,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-388,5448,251,639
40,10,15,3,True,2020-09-21 17:00:00,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,9,6.6,37.8,19.0,6.3,55,-472,89093,10358,10830
41,10,15,10,True,2020-09-21 17:00:00,1,0,2,90,0,1,1,0,0,0,0,0,0,0,1,35,31.8,12.7,6.0,5.1,50,-3793,94974,4157,7950
42,10,15,5,True,2020-09-21 17:00:00,1,0,2,90,0,0,1,0,0,0,0,1,0,0,0,18,0.8,11.0,2.0,1.4,45,-2667,59892,4138,6805
43,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-171,721,47,218
44,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2676,36986,2097,4773
45,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-709,10543,922,1631
46,10,15,15,True,2020-09-21 17:00:00,1,0,2,90,1,0,1,0,0,0,0,0,0,0,3,44,47.0,0.3,33.0,8.0,45,-696,12720,648,1344
47,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-808,10561,270,1078
48,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-119,823,111,230
49,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-623,8177,963,1586
50,10,15,1,True,2020-09-21 17:00:00,1,0,2,28,0,0,0,0,0,0,0,0,0,0,0,3,4.4,12.9,6.0,2.3,45,50916,1061409,159041,108125
51,10,15,0,True,2020-09-21 17:00:00,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3260,131948,27719,30979
52,10,15,3,True,2020-09-21 17:00:00,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,15,13.2,19.6,26.0,5.9,50,-1498,25260,1933,3431
53,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,17313,0,0
53,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3976,14517,1468,5444
54,7,5,1,True,2020-09-14 19:15:00,1,3,1,44,0,0,0,1,0,0,0,0,0,0,0,6,6.8,27.2,2.0,3.6,65,0,78657,0,0
54,16,14,1,False,2020-09-20 13:00:00,0,3,2,12,0,0,0,0,0,0,0,0,0,0,0,3,6.4,1.2,0.0,0.8,65,-25783,57682,2185,27968
55,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,849631,0,0
55,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-110033,766198,22537,132570
56,5,9,0,True,2020-09-13 13:00:00,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,299163,0,0
56,12,7,0,False,2020-09-19 11:30:00,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-369,324407,17443,17812
57,7,5,1,True,2020-09-14 19:15:00,1,3,1,11,0,0,0,0,0,0,0,0,0,0,0,4,2.6,0.3,0.0,0.3,60,0,10256,0,0
57,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1344,10665,510,1854
58,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,7211,0,0
58,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1974,5422,133,2107
59,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,6355,0,0
59,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1491,5044,106,1597
60,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2010,0,0
60,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-545,1495,44,589
61,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,51065,0,0
61,16,14,1,False,2020-09-20 13:00:00,0,3,2,32,0,0,0,0,0,0,0,0,0,0,0,4,2.8,1.8,0.0,0.5,45,-7122,46103,1006,8128
62,7,5,1,True,2020-09-14 19:15:00,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,16,20.4,1.2,7.0,2.9,50,0,531265,0,0
62,16,14,7,False,2020-09-20 13:00:00,0,3,2,90,0,0,1,0,0,0,0,0,0,0,1,26,18.8,0.8,0.0,2.0,50,-45744,508280,11610,57354
63,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1315,0,0
63,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-313,1051,31,344
64,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,22063,0,0
64,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-7348,14656,367,7715
65,7,5,2,True,2020-09-14 19:15:00,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,16,15.4,18.2,20.0,5.4,50,0,2728,0,0
65,16,14,3,False,2020-09-20 13:00:00,0,3,2,77,0,0,1,0,0,0,0,0,0,0,0,9,9.2,13.6,0.0,2.3,50,596,4539,1554,958
66,7,5,1,True,2020-09-14 19:15:00,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,14,14.8,11.8,1.0,2.8,45,0,187445,0,0
66,16,14,6,False,2020-09-20 13:00:00,0,3,2,90,0,0,1,0,0,0,0,0,0,0,0,21,10.0,1.0,0.0,1.1,45,-17741,171745,2892,20633
67,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,22681,0,0
67,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3610,21500,845,4455
68,7,5,2,True,2020-09-14 19:15:00,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,1,0.0,1.0,8.0,0.7,65,0,102974,0,0
68,16,14,16,False,2020-09-20 13:00:00,0,3,2,90,2,1,1,0,0,0,0,0,0,0,3,66,88.4,14.6,60.0,16.3,65,-9748,101960,7825,17573
69,7,5,8,True,2020-09-14 19:15:00,1,3,1,90,1,0,0,3,0,0,0,0,0,0,1,28,40.8,27.6,11.0,7.9,60,0,24123,0,0
69,16,14,6,False,2020-09-20 13:00:00,0,3,2,90,0,1,1,0,0,0,0,0,0,0,0,19,25.0,36.9,13.0,7.5,60,11942,47806,19867,7925
70,7,5,1,True,2020-09-14 19:15:00,1,3,1,90,0,0,0,3,0,0,0,0,0,2,0,12,11.6,0.0,0.0,1.2,45,0,1121565,0,0
70,16,14,6,False,2020-09-20 13:00:00,0,3,2,90,0,0,1,0,0,0,0,0,0,0,0,22,4.2,0.0,0.0,0.4,45,-21416,1159789,61649,83065
71,7,5,1,True,2020-09-14 19:15:00,1,3,1,11,0,0,0,0,0,0,0,0,0,0,0,3,4.4,0.7,0.0,0.5,55,0,3104,0,0
71,16,14,1,False,2020-09-20 13:00:00,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,10.4,18.0,3.0,55,-235,3804,305,540
72,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,133,0,0
72,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-6,163,34,40
73,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,622,0,0
73,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-118,546,47,165
74,7,5,1,True,2020-09-14 19:15:00,1,3,1,78,0,0,0,3,0,0,0,0,0,0,0,16,14.2,0.8,0.0,1.5,45,0,103827,0,0
74,16,14,6,False,2020-09-20 13:00:00,0,3,2,90,0,0,1,0,0,0,0,0,0,0,0,21,12.8,3.8,0.0,1.7,45,-12682,96397,4037,16719
75,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,824870,0,0
75,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-58911,812242,35034,93945
76,7,5,2,True,2020-09-14 19:15:00,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,13,8.4,3.8,5.0,1.7,45,0,269810,0,0
76,16,14,0,False,2020-09-20 13:00:00,0,3,2,88,0,0,1,0,0,0,0,0,1,0,0,3,0.0,3.9,2.0,0.3,45,21711,314988,52550,30839
77,7,5,3,True,2020-09-14 19:15:00,1,3,1,90,0,1,0,3,0,0,0,1,0,0,0,22,33.8,27.3,20.0,8.1,45,0,114860,0,0
77,16,14,4,False,2020-09-20 13:00:00,0,3,2,57,0,1,0,0,0,0,0,0,0,0,0,12,4.8,0.9,21.0,2.7,45,95722,255961,121019,25297
78,7,5,1,True,2020-09-14 19:15:00,1,3,1,45,0,0,0,2,0,0,0,0,0,0,0,-3,1.2,0.3,32.0,3.4,55,0,32205,0,0
78,16,14,8,False,2020-09-20 13:00:00,0,3,2,89,1,0,1,0,0,0,0,0,0,0,2,27,34.8,11.3,23.0,6.9,55,-1161,35030,5332,6493
79,7,5,2,True,2020-09-14 19:15:00,1,3,1,78,0,0,0,3,0,0,0,0,0,0,0,14,13.4,24.0,17.0,5.4,45,0,21938,0,0
79,16,14,3,False,2020-09-20 13:00:00,0,3,2,90,0,0,1,0,0,0,0,0,0,0,0,11,6.8,13.8,2.0,2.3,45,7527,34504,13842,6315
80,7,5,0,True,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,3939,0,0
80,16,14,0,False,2020-09-20 13:00:00,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-533,4108,156,689
81,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-44155,347655,7804,51959
82,14,9,-1,False,2020-09-20 18:00:00,4,2,2,90,0,0,0,4,0,0,0,1,0,0,0,4,11.8,1.0,6.0,1.9,45,-815,38923,3415,4230
83,14,9,-2,False,2020-09-20 18:00:00,4,2,2,50,0,0,0,3,1,0,0,0,0,0,0,-3,0.0,0.7,17.0,1.7,45,-1476,85013,9662,11138
84,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-295,1333,45,340
85,14,9,0,False,2020-09-20 18:00:00,4,2,2,90,0,0,0,4,0,0,0,0,0,0,0,11,22.8,10.2,6.0,3.9,45,-563,15118,881,1444
86,14,9,1,False,2020-09-20 18:00:00,4,2,2,69,0,0,0,3,0,0,0,1,0,0,0,2,3.6,11.2,13.0,2.8,60,-3221,51558,4724,7945
87,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-2789,6993,153,2942
88,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-7386,20376,129,7515
89,14,9,2,False,2020-09-20 18:00:00,4,2,2,90,0,0,0,4,0,0,0,0,0,0,0,12,7.6,25.3,0.0,3.3,55,-6566,55990,1093,7659
90,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-1061,5338,218,1279
91,14,9,6,False,2020-09-20 18:00:00,4,2,2,90,1,0,0,4,0,0,0,0,0,0,0,24,37.2,1.1,44.0,8.2,65,-10246,139905,11817,22063
92,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-439,11308,552,991
93,14,9,1,False,2020-09-20 18:00:00,4,2,2,20,0,0,0,1,0,0,0,0,0,0,0,5,4.2,10.6,36.0,5.1,50,3138,48709,11518,8380
94,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3221,17434,558,3779
95,14,9,1,False,2020-09-20 18:00:00,4,2,2,39,0,0,0,1,0,0,0,0,0,0,0,4,7.2,0.3,17.0,2.5,50,-260,4930,373,633
96,14,9,1,False,2020-09-20 18:00:00,4,2,2,90,0,0,0,4,0,0,0,0,0,3,0,13,22.6,0.0,0.0,2.3,55,-36200,1047580,33990,70190
97,14,9,3,False,2020-09-20 18:00:00,4,2,2,90,0,1,0,4,0,0,0,0,0,0,0,23,29.6,29.3,2.0,6.1,45,-7381,306344,25148,32529
98,14,9,2,False,2020-09-20 18:00:00,4,2,2,90,0,0,0,4,0,0,0,0,0,0,0,11,10.4,23.2,9.0,4.3,50,-224,2586,131,355
99,14,9,0,False,2020-09-20 18:00:00,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2797,97704,6754,3957
100,14,9,5,False,2020-09-20 18:00:00,4,2,2,90,0,1,0,4,0,0,0,0,0,0,0,19,23.2,29.8,0.0,5.3,60,-5200,54426,2269,7469
101,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,20402,0,0
101,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3419,21606,654,4073
102,7,3,1,False,2020-09-14 19:15:00,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.5,2.0,0.3,60,0,469354,0,0
102,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-93651,406897,7314,100965
103,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,0,75648,0,0
103,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,-16605,72643,3843,20448
104,7,3,2,False,2020-09-14 19:15:00,1,3,1,90,0,0,0,1,0,0,0,0,0,0,0,14,17.8,3.7,2.0,2.4,60,0,205442,0,0
104,11,11,1,True,2020-09-20 15:30:00,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,14,9.4,11.8,2.0,2.3,60,-20423,213795,6368,26791
105,7,3,12,False,2020-09-14 19:15:00,1,3,1,84,1,1,0,1,0,0,0,0,0,0,2,43,60.8,23.2,17.0,10.1,50,0,104796,0,0
105,11,11,0,True,2020-09-20 15:30:00,0,2,2,78,0,0,0,2,0,0,1,0,0,0,0,0,14.4,1.6,19.0,3.5,50,137736,342805,177637,39901
106,7,3,1,False,2020-09-14 19:15:00,1,3,1,29,0,0,0,0,0,0,0,0,0,0,0,1,4.2,11.8,7.0,2.3,60,0,17874,0,0
106,11,11,1,True,2020-09-20 15:30:00,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.0,0.0,0.1,60,-2091,20236,1540,3631
107,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,7235,0,0
107,11,11,2,True,2020-09-20 15:30:00,0,2,2,78,0,0,0,2,0,0,0,0,0,0,0,12,2.8,7.8,0.0,1.1,55,1793,15328,3838,2045
108,1,16,0,True,2020-09-12 14:00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,121096,0,0
108,15,13,1,False,2020-09-19 16:30:00,1,3,2,9,0,0,0,0,0,0,0,0,0,0,0,1,1.4,0.0,1.0,0.2,60,-23133,119307,13155,36288
109,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,133067,0,0
109,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-34536,115488,4611,39147
110,7,3,8,False,2020-09-14 19:15:00,1,3,1,90,1,0,0,1,0,0,0,0,0,0,0,25,51.8,0.2,17.0,6.9,50,0,53224,0,0
110,11,11,1,True,2020-09-20 15:30:00,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,16,18.4,0.2,17.0,3.6,50,7097,89752,15614,8517
111,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,11017,0,0
111,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1812,12610,430,2242
112,7,3,2,False,2020-09-14 19:15:00,1,3,1,90,0,0,0,1,0,0,0,0,0,2,0,12,10.4,0.0,0.0,1.0,50,0,132136,0,0
112,11,11,2,True,2020-09-20 15:30:00,0,2,2,90,0,0,0,2,0,0,0,0,0,3,0,16,18.2,0.0,0.0,1.8,50,-14874,136627,9656,24530
113,7,3,2,False,2020-09-14 19:15:00,1,3,1,90,0,0,0,1,0,0,0,0,0,0,0,19,17.2,2.8,4.0,2.4,50,0,234920,0,0
113,11,11,2,True,2020-09-20 15:30:00,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,16,18.6,2.8,4.0,2.5,50,-10834,289355,25961,36795
114,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80,0,139604,0,0
114,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80,-47694,96757,3531,51225
115,7,3,2,False,2020-09-14 19:15:00,1,3,1,60,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.3,0.0,0.0,60,0,10507,0,0
115,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-535,13079,1087,1622
116,7,3,2,False,2020-09-14 19:15:00,1,3,1,90,0,0,0,1,0,0,0,0,0,0,0,14,17.8,0.7,2.0,2.1,50,0,17362,0,0
116,11,11,-3,True,2020-09-20 15:30:00,0,2,2,45,0,0,0,2,0,0,0,0,1,0,0,1,14.6,0.3,0.0,1.5,50,-285,24305,2136,2421
117,7,3,5,False,2020-09-14 19:15:00,1,3,1,90,0,1,0,1,0,0,0,0,0,0,0,10,4.8,11.7,79.0,9.6,95,0,2838333,0,0
117,11,11,2,True,2020-09-20 15:30:00,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,10,12.0,12.4,11.0,3.5,95,-471452,2546205,80020,551472
118,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,0,278989,0,0
118,11,11,1,True,2020-09-20 15:30:00,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,3,5.0,0.0,17.0,2.2,74,-70539,227720,4713,75252
119,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,85,0,650190,0,0
119,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-322911,367635,28655,351566
120,7,3,2,False,2020-09-14 19:15:00,1,3,1,90,0,0,0,1,0,0,0,0,0,0,0,9,13.6,28.6,9.0,5.1,70,0,518922,0,0
120,11,11,2,True,2020-09-20 15:30:00,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,10,9.6,5.6,1.0,1.6,70,-87707,456584,15540,103247
121,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,21251,0,0
121,11,11,0,True,2020-09-20 15:30:00,0,2,2,45,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0.0,2.7,50,-4131,21982,565,4696
122,7,3,1,False,2020-09-14 19:15:00,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,3,0.8,1.3,0.0,0.2,60,0,28187,0,0
122,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-7163,24640,1444,8607
123,7,3,14,False,2020-09-14 19:15:00,1,3,1,90,1,1,0,1,0,0,0,0,0,0,3,44,76.8,30.3,11.0,11.8,50,0,304155,0,0
123,11,11,1,True,2020-09-20 15:30:00,0,2,2,90,0,0,0,2,0,0,0,0,0,0,0,15,24.8,5.0,2.0,3.2,50,163043,593870,219376,56333
124,7,3,0,False,2020-09-14 19:15:00,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,10890,0,0
124,11,11,0,True,2020-09-20 15:30:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1169,10716,738,1907
125,1,16,0,True,2020-09-12 14:00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5946,0,0
125,15,13,0,False,2020-09-19 16:30:00,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-870,5794,211,1081
126,1,16,0,True,2020-09-12 14:00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,49581,0,0
126,15,13,0,False,2020-09-19 16:30:00,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4599,51906,2012,6611
127,1,16,0,True,2020-09-12 14:00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1486,0,0
127,15,13,2,False,2020-09-19 16:30:00,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,12,17.2,0.8,0.0,1.8,45,303,3758,657,354
128,1,16,10,True,2020-09-12 14:00:00,1,0,1,90,0,0,1,0,0,0,0,0,0,5,3,31,41.4,0.0,0.0,4.1,50,0,87269,0,0
128,15,13,3,False,2020-09-19 16:30:00,1,3,2,90,0,0,0,1,0,0,0,0,0,3,0,13,14.4,0.0,0.0,1.4,50,30722,203846,49711,18989
129,1,16,0,True,2020-09-12 14:00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,538,0,0
129,15,13,0,False,2020-09-19 16:30:00,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-77,547,34,111
130,1,16,3,True,2020-09-12 14:00:00,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,14,11.2,10.4,6.0,2.8,55,0,12911,0,0
130,15,13,2,False,2020-09-19 16:30:00,1,3,2,90,0,0,0,1,0,0,0,0,0,0,0,11,29.6,0.8,2.0,3.2,55,-1288,14328,1024,2312
131,1,16,2,True,2020-09-12 14:00:00,1,0,1,73,0,0,1,0,0,0,0,1,0,0,0,5,0.0,8.8,0.0,0.9,45,0,144113,0,0
131,15,13,2,False,2020-09-19 16:30:00,1,3,2,87,0,0,0,1,0,0,0,0,0,0,0,11,19.4,1.3,0.0,2.1,45,2657,168330,25422,22765
