chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM
,,40386,0,0,-1,1,0,2,1.0,1.0,1,2.0,345,False,,,49,40386.jpg,1.8,1.2,a,15,49,11,406,1674,0.4,2.2,Basham,472,0,0,0,9,0,0,0,0,0,0,2,78,107.6,37.0,46.0,19.0,74,24,141,36,121,23,103,27,,,,,,,2.097457627118644,0.36734693877551017,-0.040816326530612235
0.0,0.0,47247,0,0,-3,3,0,3,0.0,0.0,0,0.2,346,False,Back injury - Expected back 28 Nov,2020-10-15 01:00:17.482739,57,47247.jpg,1.7,0.2,i,15,49,5,14,846,0.0,0.9,Fleck,179,0,0,0,4,0,0,0,0,0,0,0,25,18.0,48.8,14.0,8.0,297,123,120,75,231,115,249,113,2.0,,2.0,,,,2.513966480446927,0.2982456140350877,-0.052631578947368425
,,63426,-1,1,-2,2,0,2,0.2,0.2,0,1.2,347,False,,,53,63426.jpg,1.3,2.4,a,15,49,8,195,4966,0.2,1.5,Stevens,540,0,0,0,9,0,0,0,1,0,0,0,74,112.4,29.1,53.0,19.6,67,19,174,47,105,20,99,24,,,,,,,1.3333333333333335,0.24528301886792456,-0.1320754716981132
0.0,0.0,74854,0,0,-1,1,0,1,0.0,0.0,0,0.0,348,False,Not included in Sheffield United's 25-man Premier League squad. - Unknown return date,2020-10-20 22:30:19.092875,44,74854.jpg,0.0,0.2,n,15,49,0,8,569,0.0,0.0,Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,46,425,25,393,23,449,46,,,,,,,,0.0,-0.45454545454545453
,,79934,0,0,-2,2,0,3,-0.2,-0.2,0,0.8,349,False,,,48,79934.jpg,1.7,0.2,a,15,49,5,77,479,0.2,1.0,Norwood,191,0,0,0,4,0,0,0,0,0,0,0,30,29.6,45.4,0.0,7.6,266,108,125,80,482,195,256,118,1.0,,1.0,,2.0,,2.356020942408377,0.3541666666666667,-0.06250000000000001
,,82143,0,0,-1,1,0,1,-1.0,-1.0,0,0.0,350,False,,,44,82143.jpg,0.0,0.1,a,15,49,0,69,121,0.0,0.0,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,48,427,27,395,25,451,48,,,,,,,,0.0,-0.45454545454545453
,,82691,0,0,-1,1,0,2,1.0,1.0,1,2.0,351,False,,,54,82691.jpg,1.8,2.3,a,15,49,11,430,4535,0.4,2.0,Baldock,540,0,1,0,9,0,0,0,1,0,0,0,72,79.6,72.5,77.0,23.0,123,44,73,14,67,7,76,13,,,,,,,1.8333333333333335,0.3333333333333333,-0.03703703703703703
,,83427,0,0,-1,1,0,2,1.0,1.0,0,2.0,352,False,,,44,83427.jpg,2.7,0.2,a,15,49,8,248,402,0.5,1.8,Jack Robinson,251,0,1,0,4,0,0,0,0,0,0,0,34,35.0,4.6,17.0,5.6,251,101,294,95,219,69,284,101,,,,,,,2.8685258964143427,0.6136363636363636,0.15909090909090912
100.0,100.0,108416,0,0,-1,1,0,2,0.0,0.0,1,1.0,353,False,,2020-10-15 01:00:17.496060,49,108416.jpg,0.4,4.0,a,15,49,2,260,5608,0.2,0.4,Egan,371,0,0,0,8,0,0,0,1,1,0,0,37,54.2,2.9,14.0,7.2,191,78,306,103,229,75,264,89,,,,,,,0.48517520215633425,0.08163265306122448,-0.32653061224489793
0.0,0.0,146610,-1,1,-2,2,0,2,0.0,0.0,0,0.0,354,False,Knee injury - Unknown return date,2020-09-27 12:30:11.602150,48,146610.jpg,1.5,0.2,i,15,49,3,13,657,0.0,0.6,O'Connell,180,0,0,0,3,0,0,0,0,0,0,0,19,40.2,2.5,0.0,4.3,227,92,311,105,489,188,309,110,,,,,,,1.5,0.3125,-0.10416666666666667
,,153723,-1,1,-3,3,0,3,0.8,0.8,1,1.8,355,False,,,52,153723.jpg,1.3,4.1,a,15,49,8,243,10569,0.3,1.5,Lundstram,498,0,0,1,8,0,0,1,3,0,0,0,45,69.6,150.4,60.0,28.0,149,58,15,11,94,51,56,31,3.0,,,,4.0,,1.4457831325301203,0.25,-0.1346153846153846
,,167878,0,0,-1,1,0,3,0.5,0.5,2,1.5,356,False,,,49,167878.jpg,1.8,0.0,a,15,49,7,51,47,0.3,1.4,Osborn,269,0,0,0,4,0,0,0,0,0,0,0,35,37.6,66.9,41.0,14.5,238,96,84,57,142,78,148,76,4.0,,,,,,2.342007434944238,0.36734693877551017,-0.040816326530612235
,,169432,0,0,-3,3,0,4,1.2,1.2,5,2.2,357,False,,,57,169432.jpg,1.8,0.3,a,15,49,11,332,619,0.4,1.9,McBurnie,342,0,1,0,8,0,0,0,1,0,0,0,31,48.8,68.1,123.0,24.0,201,20,82,11,39,19,69,18,,,,,,,2.894736842105263,0.3157894736842105,-0.035087719298245605
0.0,0.0,178304,0,0,-2,2,0,4,0.0,0.0,0,0.0,359,False,Toe Injury - Expected back 19 Dec,2020-09-15 02:00:14.452284,58,178304.jpg,0.0,0.1,i,15,49,0,19,176,0.0,0.0,Mousset,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,573,64,573,67,574,68,577,68,,,,,,,,0.0,-0.3448275862068966
100.0,100.0,207189,0,0,0,0,0,3,2.0,2.0,7,3.0,360,False,,2020-09-08 09:30:15.344354,50,207189.jpg,2.5,0.2,a,15,49,15,931,278,0.6,3.0,Berge,464,1,0,0,7,0,0,0,2,0,0,1,75,99.0,84.5,74.0,25.8,90,33,54,39,71,40,66,38,,,,,3.0,,2.90948275862069,0.5,0.1
100.0,100.0,197937,0,0,0,0,0,3,0.2,0.2,1,1.2,424,False,,2020-10-07 15:30:15.050627,45,197937.jpg,1.8,1.0,a,15,49,7,446,1401,0.3,1.6,Burke,254,0,0,1,2,0,0,0,0,0,0,0,9,5.8,36.6,71.0,10.8,349,159,144,88,76,44,193,92,,,,,,,2.4803149606299213,0.4,-0.04444444444444443
0.0,0.0,49083,0,0,0,0,0,3,0.0,0.0,0,0.0,477,False,Joined Nottingham Forest on loan until the end of the season on 28/8. - Expected back 01 Jul,2020-08-29 10:00:06.979778,50,49083.jpg,0.0,0.0,n,15,49,0,12,10,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,548,217,540,217,530,213,552,217,,,,,,,,0.0,-0.4
,,225321,0,0,-1,1,0,1,1.8,1.8,2,2.8,483,False,,,49,225321.jpg,2.3,3.6,a,15,49,14,588,6582,0.6,2.9,Ramsdale,540,0,0,0,9,0,0,0,0,0,21,0,93,139.6,10.0,2.0,15.2,37,6,276,2,316,1,137,5,,,,,,,2.3333333333333335,0.4693877551020407,0.061224489795918324
,,199598,0,0,0,0,0,2,-0.2,-0.2,1,0.8,509,False,,,45,199598.jpg,1.3,0.6,a,15,49,4,282,775,0.2,0.9,Ampadu,239,0,0,0,4,0,0,0,0,0,0,0,35,54.8,14.9,4.0,7.4,188,76,234,70,295,100,260,88,,,,,,,1.506276150627615,0.2888888888888889,-0.15555555555555556
,,226182,0,0,-1,1,0,2,-1.0,-1.0,0,0.0,510,False,,,44,226182.jpg,0.0,0.1,a,15,49,0,30,111,0.0,0.0,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467,185,449,184,419,169,472,185,,,,,,,,0.0,-0.45454545454545453
75.0,75.0,155197,0,0,-1,1,0,2,-0.6,-0.6,0,0.2,511,False,Head injury - 75% chance of playing,2020-10-18 13:30:20.599498,44,155197.jpg,1.0,0.1,d,15,49,1,9,140,0.0,0.2,Lowe,18,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.1,0.0,0.1,380,137,362,136,408,163,389,139,,,,,,,5.0,0.22727272727272727,-0.22727272727272727
,,7645,0,0,0,0,0,2,-1.0,-1.0,0,0.0,529,False,,,40,7645.jpg,0.0,0.6,a,15,49,0,1128,903,0.0,0.0,Jagielka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,390,144,371,143,332,119,394,143,,,,,,,,0.0,-0.5
,,194126,0,0,0,0,0,1,-1.0,-1.0,0,0.0,580,False,,,40,194126.jpg,0.0,0.1,a,15,49,0,1724,207,0.0,0.0,Verrips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,405,36,386,15,349,13,409,36,,,,,,,,0.0,-0.5
100.0,0.0,20467,0,0,-2,2,0,3,1.5,0.0,0,1.5,148,False,,2020-10-17 16:00:16.939415,58,20467.jpg,3.0,0.2,a,16,20,6,283,392,0.3,1.0,Walcott,102,0,1,0,4,0,0,0,0,0,0,0,24,26.8,54.1,9.0,9.0,272,112,104,68,256,133,227,102,,,,,,,5.294117647058823,0.5172413793103449,0.1724137931034483
,,20452,0,0,-2,2,0,4,0.7,0.2,0,0.7,361,False,,,53,20452.jpg,1.0,0.7,a,16,20,4,457,2243,0.1,0.8,Long,25,0,0,0,1,0,0,0,0,0,0,0,7,2.0,0.6,6.0,0.7,375,43,348,47,287,46,377,49,,,,,,,14.4,0.18867924528301888,-0.18867924528301888
,,40146,0,0,0,0,0,2,4.3,3.8,6,4.3,362,False,,,50,40146.jpg,3.7,1.3,a,16,20,22,3156,1046,0.9,4.4,Bertrand,540,0,0,3,9,0,0,0,1,0,0,2,100,72.0,105.9,37.0,21.4,143,53,38,8,155,36,86,18,2.0,,2.0,,,,3.666666666666667,0.74,0.34
,,58376,0,0,0,0,1,1,5.3,4.8,6,5.3,363,False,,,45,58376.jpg,4.0,18.9,a,16,20,24,14098,7818,1.2,5.3,McCarthy,540,0,0,3,9,0,0,0,0,0,12,2,113,105.2,0.0,0.0,10.6,79,12,461,37,434,35,196,12,,,,,,,4.0,0.8888888888888888,0.4444444444444444
,,78056,0,0,0,0,0,3,5.0,4.5,3,5.0,364,False,,,45,78056.jpg,3.3,4.4,a,16,20,20,11613,5799,1.1,4.4,Oriol Romeu,500,1,0,3,6,0,0,0,2,0,0,3,75,128.2,51.0,42.0,22.1,47,15,111,70,136,75,78,46,,,,,,,3.6,0.7333333333333333,0.28888888888888886
100.0,100.0,83283,0,0,-1,1,0,3,2.0,1.5,3,2.0,365,False,,2020-09-17 01:30:16.446019,64,83283.jpg,2.0,0.2,a,16,20,8,432,253,0.3,1.2,Redmond,291,0,0,1,4,0,0,0,0,0,0,0,20,22.4,32.4,51.0,10.5,285,117,159,99,108,58,200,94,,,3.0,,,,2.4742268041237114,0.3125,0.0
,,84939,0,0,0,0,1,4,6.3,5.8,10,6.3,366,False,,,85,84939.jpg,6.8,18.2,a,16,20,41,30703,14805,0.7,4.8,Ings,540,4,2,3,9,0,0,0,0,0,0,7,154,203.4,73.7,216.0,49.3,13,5,70,6,15,9,13,6,,,,,1.0,,6.833333333333333,0.7999999999999999,0.5647058823529412
,,88900,0,0,-2,2,0,2,0.0,-0.5,0,0.0,367,False,,,48,88900.jpg,0.5,0.2,a,16,20,1,84,429,0.0,0.2,Stephens,180,0,0,0,6,0,0,0,1,0,0,0,23,28.8,1.9,17.0,4.8,267,108,318,111,221,70,298,104,,,,,,,0.5,0.10416666666666667,-0.3125
100.0,75.0,91047,0,0,0,0,0,3,3.0,1.9,3,3.0,368,False,,2020-10-07 14:30:16.447962,55,91047.jpg,3.5,0.2,a,16,20,14,254,308,0.5,2.5,Armstrong,332,0,1,3,3,0,0,0,0,0,0,0,45,51.0,75.7,45.0,17.2,198,79,65,48,126,70,120,65,,,,,,,3.795180722891566,0.6363636363636364,0.2727272727272727
,,93100,0,0,0,0,0,2,6.7,6.2,6,6.7,369,False,,,45,93100.jpg,5.4,1.9,a,16,20,27,24308,1618,1.5,6.0,Vestergaard,405,1,0,3,3,0,0,0,0,0,0,1,123,140.8,15.0,42.0,19.8,35,11,233,69,137,29,97,22,,,,,,,6.0,1.2000000000000002,0.7555555555555556
,,101178,0,0,-2,2,1,3,5.3,4.8,11,5.3,370,False,,,58,101178.jpg,3.8,1.9,a,16,20,23,3890,1942,0.9,4.0,Ward-Prowse,540,1,0,3,9,0,0,0,0,0,0,3,112,106.6,138.1,56.0,30.1,77,27,22,16,100,53,54,29,1.0,,1.0,,2.0,,3.833333333333333,0.6551724137931034,0.31034482758620685
0.0,0.0,107265,0,0,-1,1,0,1,0.0,0.0,0,0.0,371,False,Joined Stoke City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16 22:00:21.540087,44,107265.jpg,0.0,0.2,n,16,20,0,7,448,0.0,0.0,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,51,432,30,401,28,456,51,,,,,,,,0.0,-0.45454545454545453
0.0,0.0,128198,0,0,-1,1,0,3,0.0,0.0,0,0.0,372,False,Joined Angers on a permanent deal on 5/10,2020-10-05 21:00:12.104758,54,128198.jpg,0.0,0.0,u,16,20,0,5,111,0.0,0.0,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,565,227,561,227,557,224,569,227,,,,,,,,0.0,-0.37037037037037035
0.0,0.0,153379,0,0,-1,1,0,3,0.0,0.0,0,0.0,374,False,Joined Doncaster Rovers on loan until January on 16/10. - Expected back 01 Feb,2020-10-16 11:00:15.652806,44,153379.jpg,0.0,0.1,n,16,20,0,69,550,0.0,0.0,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,179,438,179,407,165,462,179,,,,,,,,0.0,-0.45454545454545453
,,158534,0,0,0,0,0,2,3.7,3.2,5,3.7,375,False,,,45,158534.jpg,3.5,10.7,a,16,20,21,8969,5308,0.8,4.7,Walker-Peters,540,0,1,3,9,0,0,0,3,0,0,0,116,112.0,51.7,36.0,20.0,70,21,109,26,159,39,96,21,,,,,,,3.5,0.7777777777777778,0.3333333333333333
,,171771,0,0,0,0,0,2,4.3,3.8,6,4.3,376,False,,,45,171771.jpg,3.7,2.1,a,16,20,22,2152,1184,1.0,4.9,Bednarek,495,0,0,3,9,0,0,0,0,0,0,2,116,88.4,14.4,23.0,12.6,108,37,239,72,192,55,172,56,,,,,,,4.0,0.8222222222222223,0.3777777777777778
,,200439,0,0,-2,2,1,4,7.0,6.5,8,7.0,377,False,,,58,200439.jpg,4.8,1.8,a,16,20,29,9327,3535,1.2,5.0,Adams,495,2,2,3,8,0,0,0,1,0,0,4,87,133.2,70.7,213.0,41.8,45,11,79,10,17,11,24,14,,,,,,,5.272727272727273,0.8275862068965517,0.48275862068965514
,,213482,0,0,-2,2,0,2,0.0,-0.5,0,0.0,378,False,,,48,213482.jpg,0.0,0.1,a,16,20,0,24,89,0.0,0.0,Valery,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,201,516,201,501,192,530,201,,,,,,,,0.0,-0.4166666666666667
0.0,0.0,214466,0,0,0,0,0,3,0.0,0.0,0,0.0,379,False,Thigh injury - Unknown return date,2020-10-23 16:00:20.959746,45,214466.jpg,1.5,0.4,i,16,20,3,14,1413,0.0,0.7,Smallbone,111,0,0,0,4,0,0,0,0,0,0,0,8,7.2,4.1,0.0,1.1,344,155,299,155,458,178,369,168,,,,,,,2.4324324324324325,0.3333333333333333,-0.1111111111111111
,,214470,0,0,0,0,0,2,0.0,-0.5,0,0.0,380,False,,,40,214470.jpg,0.0,1.3,a,16,20,0,676,1251,0.0,0.0,Vokins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,151,390,150,353,128,413,150,,,,,,,,0.0,-0.5
,,220598,0,0,-2,2,0,4,0.0,-0.5,0,0.0,381,False,,,48,220598.jpg,1.0,1.3,a,16,20,1,616,3581,0.0,0.2,Obafemi,13,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,382,46,365,49,502,57,390,52,,,,,,,6.923076923076923,0.20833333333333334,-0.20833333333333334
0.0,0.0,431131,0,0,0,0,0,3,0.0,0.0,0,1.7,382,False,Hamstring injury - Unknown return date,2020-10-15 11:30:20.422823,55,431131.jpg,3.5,0.1,i,16,20,14,12,525,0.3,2.5,Djenepo,233,1,1,1,5,0,0,0,1,0,0,0,37,35.4,7.2,46.0,8.7,250,99,281,150,122,67,235,105,,,,,,,5.407725321888412,0.6363636363636364,0.2727272727272727
0.0,0.0,450527,0,0,-2,2,0,2,0.0,0.0,0,0.0,479,False,Lack of match fitness - Expected back 01 Nov,2020-09-19 03:00:16.950625,43,450527.jpg,0.0,0.1,i,16,20,0,15,247,0.0,0.0,Salisu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,169,411,167,379,150,435,168,,,,,,,,0.0,-0.46511627906976744
,,40383,0,0,0,0,0,1,0.0,-0.5,0,0.0,523,False,,,40,40383.jpg,0.0,3.2,a,16,20,0,4248,1789,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,26,373,5,334,3,396,26,,,,,,,,0.0,-0.5
,,203389,-1,1,-1,1,0,3,0.3,-0.2,0,0.3,524,False,,,44,203389.jpg,1.0,0.3,a,16,20,3,1811,612,0.1,0.7,Tella,48,0,0,0,2,0,0,0,0,0,0,0,9,3.0,1.8,3.0,0.7,369,167,320,161,302,150,375,170,,,,,,,5.625,0.22727272727272727,-0.22727272727272727
,,240143,0,0,0,0,0,3,1.0,0.5,1,1.0,565,False,,,45,240143.jpg,1.0,0.0,a,16,20,2,95,42,0.2,0.4,Diallo,7,0,0,0,0,0,0,0,0,0,0,0,6,3.4,11.7,4.0,2.0,366,165,261,145,296,148,351,158,,,,,,,25.71428571428571,0.2222222222222222,-0.2222222222222222
,,200088,0,0,0,0,0,4,1.1,0.6,1,1.0,590,False,,,45,200088.jpg,1.0,0.0,a,16,20,1,364,41,0.2,0.2,N'Lundulu,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,493,50,481,53,455,54,498,55,,,,,,,90.0,0.2222222222222222,-0.2222222222222222
,,37915,0,0,0,0,0,1,2.0,2.0,1,1.5,383,False,,,55,37915.jpg,1.8,5.6,a,17,6,11,3148,5654,0.3,2.0,Lloris,454,0,0,0,8,0,0,0,0,0,11,0,68,81.8,0.0,0.0,8.2,119,17,563,61,563,61,242,17,,,,,,,2.180616740088106,0.32727272727272727,-0.036363636363636355
0.0,0.0,38290,0,0,-2,2,0,2,0.0,0.0,0,0.0,384,False,Not included in Spurs' 25-man Premier League squad. - Unknown return date,2020-10-20 22:30:19.169802,48,38290.jpg,0.0,0.2,n,17,6,0,3,1205,0.0,0.0,Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,196,499,196,477,185,515,196,,,,,,,,0.0,-0.4166666666666667
100.0,100.0,45268,0,0,-2,2,0,3,1.7,1.7,1,1.2,385,False,,2020-09-27 16:00:17.236494,48,45268.jpg,1.5,0.4,a,17,6,6,664,720,0.3,1.2,Sissoko,229,0,0,0,5,0,0,0,0,0,0,0,43,48.6,29.2,0.0,7.8,202,81,173,103,478,192,252,115,,,,,,,2.358078602620087,0.3125,-0.10416666666666667
,,55605,0,0,-1,1,0,2,1.0,1.0,1,0.5,386,False,,,54,55605.jpg,1.3,1.7,a,17,6,4,1067,1588,0.1,0.7,Alderweireld,184,0,0,0,4,0,0,0,0,0,0,0,30,45.6,11.3,2.0,5.9,212,85,268,84,318,110,279,98,,,,,,,1.9565217391304348,0.24074074074074073,-0.12962962962962962
100.0,100.0,62974,0,0,-1,1,0,3,0.7,0.7,0,0.2,387,False,,2020-10-18 17:30:12.639025,59,62974.jpg,1.7,0.2,a,17,6,5,259,448,0.0,0.8,Lamela,85,0,1,0,3,0,0,0,1,0,0,0,18,10.2,3.5,70.0,8.4,328,145,303,156,79,46,240,107,3.0,,1.0,,,,5.294117647058823,0.28813559322033894,-0.05084745762711865
,,78830,1,-1,4,-4,3,4,10.0,10.0,1,9.5,388,True,,,109,78830.jpg,10.2,40.2,a,17,6,61,87752,4123,0.9,5.6,Kane,447,5,7,0,7,0,0,0,0,0,0,9,231,343.4,148.3,336.0,82.8,1,1,16,1,2,1,2,1,,,4.0,,1.0,,12.281879194630873,0.9357798165137614,0.7522935779816513
100.0,100.0,80226,0,0,-3,3,0,2,3.7,3.7,0,3.2,389,False,,2020-09-19 02:30:14.062101,52,80226.jpg,6.5,2.7,a,17,6,13,4959,3042,0.6,2.5,Aurier,180,1,1,0,4,0,0,0,0,0,0,1,60,94.2,30.0,60.0,18.4,95,32,170,44,92,14,109,30,,,,,,,6.499999999999999,1.25,0.8653846153846153
100.0,100.0,85971,1,-1,5,-5,3,3,8.7,8.7,1,8.2,390,True,,2020-09-27 16:00:17.251688,95,85971.jpg,9.8,54.4,a,17,6,59,100384,3649,0.9,6.2,Son,380,7,2,1,4,0,0,0,0,0,0,7,200,311.0,204.9,237.0,75.4,2,1,4,4,13,5,3,2,1.0,,6.0,,2.0,,13.973684210526317,1.0315789473684212,0.8210526315789475
50.0,50.0,93264,-1,1,-1,1,0,2,0.8,0.8,1,1.2,391,False,Hamstring injury - 50% chance of playing,2020-10-14 11:30:18.535866,49,93264.jpg,1.6,1.1,d,17,6,8,143,3090,0.2,1.6,Dier,364,0,0,0,5,0,0,0,0,0,0,0,52,68.8,3.0,4.0,7.6,151,57,304,101,300,103,257,87,,,5.0,,,,1.978021978021978,0.32653061224489793,-0.08163265306122447
,,95715,0,0,-1,1,0,3,3.5,3.5,1,3.0,392,False,,,69,95715.jpg,2.7,1.7,a,17,6,16,1447,3101,0.4,2.3,Lucas Moura,287,1,0,1,5,0,0,0,0,0,0,1,32,42.2,29.0,117.0,18.8,219,89,175,104,40,21,107,59,,,,,,,5.017421602787456,0.391304347826087,0.10144927536231886
,,102884,0,0,-1,1,0,1,0.5,0.5,0,0.0,393,False,,,44,102884.jpg,0.0,0.3,a,17,6,0,98,307,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449,50,430,29,399,27,454,50,,,,,,,,0.0,-0.45454545454545453
,,108823,0,0,-5,5,0,3,0.7,0.7,0,0.2,394,False,,,75,108823.jpg,1.0,0.7,a,17,6,2,485,1016,0.0,0.3,Alli,66,0,0,0,0,0,0,0,0,0,0,0,8,9.4,13.7,25.0,4.8,329,146,243,141,187,98,299,138,,,,,3.0,,2.7272727272727275,0.13333333333333333,-0.13333333333333333
,,115556,0,0,-2,2,0,2,2.3,2.3,1,1.8,395,False,,,48,115556.jpg,2.0,1.2,a,17,6,10,709,2193,0.4,2.1,Davies,291,0,1,0,4,0,0,0,0,0,0,0,49,41.8,49.9,42.0,13.4,221,89,115,29,138,30,162,50,,,,,,,3.0927835051546393,0.4166666666666667,0.0
,,132015,0,0,-1,1,0,3,3.0,3.0,1,2.5,396,False,,,49,132015.jpg,2.2,0.8,a,17,6,13,1506,1575,0.5,2.7,Højbjerg,454,0,1,0,8,0,0,0,1,0,0,0,78,92.0,75.3,11.0,17.9,100,38,66,49,238,120,113,61,,,,,,,2.577092511013216,0.4489795918367347,0.040816326530612276
,,157668,0,0,-1,1,0,3,1.0,1.0,0,0.5,397,False,,,54,157668.jpg,1.2,0.1,a,17,6,5,53,245,0.1,0.9,Winks,256,0,0,0,7,0,0,0,1,0,0,0,36,35.0,20.4,0.0,5.5,252,100,211,124,558,225,289,132,,,,,,,1.7578125,0.2222222222222222,-0.14814814814814814
,,173904,0,0,-1,1,0,2,1.3,1.3,0,0.8,398,False,,,54,173904.jpg,1.0,0.9,a,17,6,4,983,908,0.1,0.7,Sánchez,360,0,0,0,7,1,0,0,0,0,0,0,37,55.0,2.1,86.0,14.3,187,75,315,108,55,3,151,45,,,,,,,1.0,0.18518518518518517,-0.18518518518518517
0.0,0.0,184349,0,0,-2,2,0,2,0.0,0.0,0,0.0,399,False,Joined Hoffenheim on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05 09:30:18.086610,48,184349.jpg,0.0,0.1,n,17,6,0,5,316,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,520,199,510,199,491,189,524,199,,,,,,,,0.0,-0.4166666666666667
100.0,100.0,194252,0,0,-4,4,0,3,1.5,1.5,0,1.0,400,False,,2020-10-05 18:00:15.038315,71,194252.jpg,1.5,0.4,a,17,6,6,260,566,0.1,0.8,Bergwijn,152,0,0,1,2,0,0,0,0,0,0,0,12,11.4,34.6,22.0,6.8,322,142,150,92,202,106,268,122,4.0,,,,,,3.552631578947368,0.21126760563380284,-0.07042253521126761
,,195774,0,0,-2,2,0,3,0.5,0.5,0,0.0,401,False,,,48,195774.jpg,0.0,0.1,a,17,6,0,59,120,0.0,0.0,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,208,512,208,494,199,526,208,,,,,,,,0.0,-0.4166666666666667
0.0,0.0,199584,0,0,-1,1,0,2,0.0,0.0,0,0.0,402,False,Knock - Unknown return date,2020-10-05 10:00:16.076802,49,199584.jpg,0.0,0.0,i,17,6,0,4,144,0.0,0.0,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,541,208,531,208,520,201,545,208,,,,,,,,0.0,-0.4081632653061224
100.0,100.0,200826,0,0,-1,1,0,3,1.3,1.3,0,0.8,403,False,,2020-10-01 22:30:14.884729,69,200826.jpg,1.5,0.5,a,17,6,3,118,358,0.1,0.4,Lo Celso,121,0,0,1,1,0,0,0,1,0,0,0,10,14.4,46.3,43.0,10.4,307,130,121,76,135,74,202,96,2.0,,2.0,,,,2.231404958677686,0.21739130434782608,-0.07246376811594203
0.0,0.0,209042,0,0,0,0,0,3,0.0,0.0,0,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18 09:30:16.995257,45,209042.jpg,0.0,0.0,n,17,6,0,8,47,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,495,190,483,190,457,177,500,190,,,,,,,,0.0,-0.4444444444444444
,,231372,0,0,-1,1,0,3,3.5,3.5,1,3.0,405,False,,,59,231372.jpg,2.2,0.3,a,17,6,13,895,683,0.5,2.2,Ndombele,216,1,0,1,3,0,0,0,1,0,0,0,55,62.0,25.3,49.0,13.7,169,68,187,110,112,62,156,80,,,,,,,5.416666666666666,0.3728813559322034,0.03389830508474579
0.0,0.0,234908,-1,1,-2,2,0,2,0.0,0.0,0,0.0,406,False,Joined Villarreal on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-05 21:30:11.646440,43,234908.jpg,0.0,0.1,n,17,6,0,5,260,0.0,0.0,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429,167,409,165,377,148,433,166,,,,,,,,0.0,-0.46511627906976744
