fixture_id,opponent_team_id,total_points,was_home,kickoff_time,team_h_score,team_a_score,gameweek_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,player_price,transfers_balance,selected,transfers_in,transfers_out,team_id,opponent_strength,opponent_team_name,player_id,web_name,position_id,player_price
79,15,0,True,2019-10-05 14:00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-134,4247,22,156,15,3,SHU,355,Masina,2,4.3
77,14,0,False,2019-10-05 14:00:00,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-430,7024,39,469,14,2,NOR,26,Kodjia,4,5.4
72,17,1,True,2019-10-05 11:30:00,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,57,-6385,73828,643,7028,17,4,TOT,44,Murray,4,5.4
71,1,0,False,2019-10-06 13:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-655,21334,326,981,1,4,ARS,73,Boruc,1,4.2
76,13,0,False,2019-10-06 15:30:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-4346,61983,1476,5822,13,3,NEW,241,Lingard,3,6.3
78,6,2,True,2019-10-06 13:00:00,1,4,8,90,0,0,0,4,0,0,0,0,0,0,0,10,13.6,4.8,18.0,3.6,45,-829,80708,4234,5063,6,4,CHE,328,Oriol Romeu,3,4.3
77,14,6,False,2019-10-05 14:00:00,1,5,8,12,1,0,0,1,0,0,0,0,0,0,0,20,32.6,0.6,7.0,4.0,45,-30690,262675,9448,40138,14,2,NOR,470,Douglas Luiz,3,4.3
75,11,0,False,2019-10-06 13:00:00,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-606,31777,289,895,11,5,MCI,412,Ruddy,1,4.2
71,3,3,True,2019-10-06 13:00:00,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,20,17.8,20.4,14.0,5.2,46,54061,751976,87791,33730,3,2,BOU,21,Guendouzi,3,4.1
74,9,0,True,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-1774,18689,29,1803,9,3,LEI,194,Shaqiri,3,6.3
75,20,0,True,2019-10-06 13:00:00,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-87,3283,24,111,20,4,WOL,209,Danilo,2,5.0
78,16,0,False,2019-10-06 13:00:00,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-734,7124,50,784,16,3,SOU,104,Rüdiger,2,5.9
79,18,0,False,2019-10-05 14:00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2252,183671,4123,6375,18,3,WAT,296,Stearman,2,3.9
76,12,1,True,2019-10-06 15:30:00,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,54,-2030,15430,1112,3142,12,4,MUN,267,Atsu,3,5.3
73,5,0,False,2019-10-05 14:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-22,1358,36,58,5,3,BUR,156,Gueye,3,5.0
71,1,0,False,2019-10-06 13:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-5160,34248,18,5178,1,4,ARS,63,Adam Smith,2,4.3
74,9,1,True,2019-10-05 14:00:00,2,1,8,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,58,-289,7420,111,400,9,3,LEI,195,Lallana,3,5.7
73,5,1,False,2019-10-05 14:00:00,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.5,0.0,0.2,53,-2775,29184,151,2926,5,3,BUR,422,André Gomes,3,5.2
80,7,0,True,2019-10-05 16:30:00,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,-56,5417,50,106,7,3,CRY,385,Arnautovic,4,7.0
71,1,0,False,2019-10-06 13:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,227,3823,495,268,1,4,ARS,64,Kelly,2,4.4
76,13,0,False,2019-10-06 15:30:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-671,30754,49,720,13,3,NEW,240,Sánchez,3,6.8
79,15,0,True,2019-10-05 14:00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-192,14414,279,471,15,3,SHU,513,Gomes,1,4.3
72,17,6,True,2019-10-05 11:30:00,3,0,8,90,0,0,1,0,0,0,0,0,0,0,0,32,24.8,10.8,2.0,3.8,44,212,8328,728,516,17,4,TOT,493,Webster,2,4.4
73,8,10,True,2019-10-05 14:00:00,1,0,8,90,1,0,1,0,0,0,0,1,0,0,3,30,38.6,11.5,35.0,8.5,54,448,5940,711,263,8,3,EVE,100,Hendrick,3,5.4
76,13,0,False,2019-10-06 15:30:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,1746,96960,6533,4787,13,3,NEW,225,Lindelöf,2,5.3
78,16,2,False,2019-10-06 13:00:00,1,4,8,90,0,0,0,1,0,0,0,0,0,0,0,15,25.2,0.3,4.0,3.0,48,-13967,107037,1035,15002,16,3,SOU,459,Zouma,2,4.7
75,11,0,False,2019-10-06 13:00:00,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-33,1150,23,56,11,5,MCI,418,Costa,3,4.8
75,11,6,False,2019-10-06 13:00:00,0,2,8,90,0,0,1,0,0,0,0,0,0,2,0,26,11.6,0.0,0.0,1.2,51,15987,625678,41604,25617,11,5,MCI,411,Patrício,1,5.3
74,9,0,True,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-58,2638,14,72,9,3,LEI,190,Mignolet,1,4.5
74,10,0,False,2019-10-05 14:00:00,2,1,8,90,0,0,0,2,0,0,0,1,0,0,0,13,23.4,0.8,2.0,2.6,50,18706,127308,24825,6119,10,5,LIV,162,Evans,2,5.3
76,12,6,True,2019-10-06 15:30:00,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,22,10.6,0.2,0.0,1.1,44,-376,9751,50,426,12,4,MUN,259,Clark,2,4.3
78,6,0,True,2019-10-06 13:00:00,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-333,4725,17,350,6,4,CHE,324,Lemina,3,4.6
79,18,1,False,2019-10-05 14:00:00,0,0,8,61,0,0,1,0,0,0,0,1,0,0,0,2,5.4,14.3,8.0,2.8,59,1499,10919,2486,987,18,3,WAT,501,McBurnie,4,5.5
74,9,12,True,2019-10-05 14:00:00,2,1,8,90,1,1,0,1,0,0,0,0,0,0,2,35,51.6,16.5,45.0,11.3,116,25505,1499465,88004,62499,9,3,LEI,192,Mané,3,12.1
76,13,0,False,2019-10-06 15:30:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-160,3753,10,170,13,3,NEW,230,Darmian,2,4.9
73,5,0,False,2019-10-05 14:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-789,26734,92,881,5,3,BUR,479,Lössl,1,4.2
80,7,2,True,2019-10-05 16:30:00,1,2,8,90,0,0,0,2,0,0,0,0,0,0,0,10,21.6,16.4,23.0,6.1,69,17524,319305,28997,11473,7,3,CRY,390,Felipe Anderson,3,6.6
74,9,2,True,2019-10-05 14:00:00,2,1,8,90,0,0,0,1,0,0,0,0,0,0,0,5,18.2,37.7,94.0,15.0,125,-92287,2797360,34441,126728,9,3,LEI,191,Salah,3,12.5
71,1,0,False,2019-10-06 13:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-374,12668,84,458,1,4,ARS,74,Travers,1,4.2
79,15,0,True,2019-10-05 14:00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-7401,47161,1699,9100,15,3,SHU,370,Hughes,3,5.3
71,1,2,False,2019-10-06 13:00:00,1,0,8,90,0,0,0,1,0,0,0,0,0,0,0,15,21.2,0.3,4.0,2.6,50,-866,15929,495,1361,1,4,ARS,58,Steve Cook,2,5.0
77,2,1,True,2019-10-05 14:00:00,1,5,8,14,0,0,0,1,0,0,0,0,0,0,0,4,1.4,0.3,0.0,0.2,53,-154,4449,91,245,2,2,AVL,435,Roberts,3,5.0
72,4,0,False,2019-10-05 11:30:00,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-228,10045,44,272,4,2,BHA,334,Trippier,2,5.5
74,9,1,True,2019-10-05 14:00:00,2,1,8,90,0,0,0,1,0,0,0,1,0,0,0,10,14.6,6.7,0.0,2.1,55,-2151,103562,4693,6844,9,3,LEI,197,Fabinho,3,5.4
78,6,0,True,2019-10-06 13:00:00,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-94,2056,8,102,6,4,CHE,322,Elyounoussi,3,5.2
74,9,0,True,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-8719,376371,5147,13866,9,3,LEI,189,Alisson,1,6.2
78,6,1,True,2019-10-06 13:00:00,1,4,8,90,0,0,0,4,0,0,0,0,0,3,0,14,17.8,0.0,0.0,1.8,45,-6814,242592,8043,14857,6,4,CHE,319,Gunn,1,4.2
77,2,0,True,2019-10-05 14:00:00,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3967,55146,47,4014,2,2,AVL,290,Trybull,3,4.3
71,1,0,False,2019-10-06 13:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-673,13567,217,890,1,4,ARS,78,Ibe,3,4.6
73,8,9,True,2019-10-05 14:00:00,1,0,8,90,0,0,1,0,0,0,0,0,0,0,3,30,26.0,10.4,6.0,4.2,50,-3989,107175,1871,5860,8,3,EVE,84,Tarkowski,2,5.5
74,10,0,False,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1777,29199,400,2177,10,5,LIV,163,Fuchs,2,4.2
74,9,0,True,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1900,42199,2017,3917,9,3,LEI,464,Brewster,4,4.2
71,3,0,True,2019-10-06 13:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,8993,50772,15536,6543,3,2,BOU,20,Elneny,3,4.2
76,12,3,True,2019-10-06 15:30:00,1,0,8,82,0,0,1,0,0,0,0,0,0,0,0,9,6.2,22.0,15.0,4.3,54,-96,14236,693,789,12,4,MUN,500,Saint-Maximin,3,5.2
74,9,13,True,2019-10-05 14:00:00,2,1,8,90,1,1,0,1,0,0,0,0,0,0,3,40,58.2,26.9,22.0,10.7,53,-2290,41349,504,2794,9,3,LEI,200,Milner,3,5.3
76,13,0,False,2019-10-06 15:30:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,-39023,219426,1276,40299,13,3,NEW,239,Martial,3,8.5
79,15,0,True,2019-10-05 14:00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,762,7836,1596,834,15,3,SHU,542,Foulquier,2,3.9
77,14,6,False,2019-10-05 14:00:00,1,5,8,74,0,0,1,0,0,0,0,0,0,0,0,23,20.2,0.3,4.0,2.5,45,-4881,71533,1531,6412,14,2,NOR,455,Engels,2,4.3
76,12,12,True,2019-10-06 15:30:00,1,0,8,90,0,1,1,0,0,0,0,0,0,0,3,38,35.8,30.6,24.0,9.0,45,-2139,17998,742,2881,12,4,MUN,498,Willems,2,4.3
74,9,3,True,2019-10-05 14:00:00,2,1,8,90,0,0,0,1,0,0,0,0,0,0,1,27,34.2,69.1,8.0,11.1,72,46507,2048366,72186,25679,9,3,LEI,182,Alexander-Arnold,2,7.7
75,11,3,False,2019-10-06 13:00:00,0,2,8,90,0,0,1,0,0,0,0,0,0,0,0,5,7.8,0.9,0.0,0.9,44,-15499,699045,32342,47841,11,5,MCI,420,Dendoncker,3,4.4
77,2,0,True,2019-10-05 14:00:00,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-11853,245301,10006,21859,2,2,AVL,277,Hanley,2,4.0
74,9,0,True,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-35,1558,40,75,9,3,LEI,531,Kelleher,1,4.4
74,10,0,False,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1101,55355,2965,4066,10,5,LIV,179,Mendy,3,4.3
79,18,6,False,2019-10-05 14:00:00,0,0,8,90,0,0,1,0,0,0,0,0,0,0,0,20,13.4,3.2,6.0,2.3,45,277,13731,718,441,18,3,WAT,423,Basham,2,4.6
79,18,0,False,2019-10-05 14:00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-105,6185,66,171,18,3,WAT,436,Moore,1,4.3
77,14,9,False,2019-10-05 14:00:00,1,5,8,63,0,2,1,0,0,0,0,0,0,0,0,29,47.2,36.0,61.0,14.4,55,14210,44853,17035,2825,14,2,NOR,30,El Ghazi,3,5.2
71,3,6,True,2019-10-06 13:00:00,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,24,17.6,0.7,0.0,1.8,50,-728,125237,5475,6203,3,2,BOU,5,Sokratis,2,4.8
72,4,0,False,2019-10-05 11:30:00,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,114,1737,213,99,4,2,BHA,335,Foyth,2,4.8
79,15,9,True,2019-10-05 14:00:00,0,0,8,90,0,0,1,0,0,0,0,0,0,0,3,29,18.0,28.3,0.0,4.6,43,-674,24321,794,1468,15,3,SHU,359,Janmaat,2,4.0
72,17,0,True,2019-10-05 11:30:00,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-18,900,11,29,17,4,TOT,43,Clarke,2,4.3
72,17,0,True,2019-10-05 11:30:00,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,986,1915,1262,276,17,4,TOT,546,Schelotto,2,3.9
76,12,0,True,2019-10-06 15:30:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-88414,364166,4294,92708,12,4,MUN,271,Hayden,3,4.4
71,1,0,False,2019-10-06 13:00:00,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-154,3036,45,199,1,4,ARS,80,Surman,3,4.7
74,9,0,True,2019-10-05 14:00:00,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,54,12134,405,351,9,3,LEI,196,Keita,3,5.8
73,8,5,True,2019-10-05 14:00:00,1,0,8,90,0,1,1,0,0,0,0,1,0,0,0,20,30.2,39.4,0.0,7.0,54,-1937,35192,1333,3270,8,3,EVE,101,Westwood,3,5.5
80,7,0,True,2019-10-05 16:30:00,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,7640,223925,18130,10490,7,3,CRY,383,Reid,2,3.9
75,20,0,True,2019-10-06 13:00:00,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-5929,72388,54,5983,20,4,WOL,207,Stones,2,5.3
74,10,1,False,2019-10-05 14:00:00,2,1,8,90,0,0,0,2,0,0,0,0,0,0,0,5,9.0,4.7,4.0,1.8,54,1756,272151,12540,10784,10,5,LIV,161,Chilwell,2,5.4
77,14,0,False,2019-10-05 14:00:00,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-664,21844,569,1233,14,2,NOR,34,Davis,3,4.2
76,13,2,False,2019-10-06 15:30:00,1,0,8,90,0,0,0,1,0,0,0,0,0,0,0,11,17.4,23.2,31.0,7.2,55,-29566,1031541,19989,49555,13,3,NEW,160,Maguire,2,5.3
79,18,0,False,2019-10-05 14:00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2341,11266,42,2383,18,3,WAT,303,McGoldrick,4,5.4
78,6,0,True,2019-10-06 13:00:00,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-327,6951,62,389,6,4,CHE,323,Armstrong,3,5.2
71,3,1,True,2019-10-06 13:00:00,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,3,3.4,0.5,8.0,1.2,48,-4124,98964,2279,6403,3,2,BOU,19,Torreira,3,4.7
73,8,2,True,2019-10-05 14:00:00,1,0,8,72,0,0,1,0,0,0,0,0,0,0,0,4,2.0,0.1,12.0,1.4,65,-85491,480535,17311,102802,8,3,EVE,90,Barnes,4,6.1
76,13,1,False,2019-10-06 15:30:00,1,0,8,24,0,0,0,1,0,0,0,0,0,0,0,3,3.2,1.7,17.0,2.2,44,-7386,881019,53604,60990,13,3,NEW,234,Greenwood,4,4.8
73,8,6,True,2019-10-05 14:00:00,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,24,28.2,10.3,6.0,4.5,50,-886,65938,2836,3722,8,3,EVE,83,Mee,2,4.9
79,18,5,False,2019-10-05 14:00:00,0,0,8,90,0,0,1,0,0,0,0,1,0,0,0,20,11.0,27.5,6.0,4.5,45,181636,2115148,194043,12407,18,3,WAT,297,Lundstram,2,4.6
84,11,4,True,2019-10-19 16:30:00,0,2,9,90,0,0,0,2,0,0,0,0,0,9,0,27,55.2,0.0,0.0,5.5,44,-1774,46047,458,2232,11,5,MCI,132,Hennessey,1,4.2
87,12,2,False,2019-10-20 15:30:00,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,13,13.8,33.2,4.0,5.1,72,47573,2114467,83965,36392,12,4,MUN,182,Alexander-Arnold,2,7.7
85,8,0,False,2019-10-19 11:30:00,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-638,10733,57,695,8,3,EVE,393,Snodgrass,3,5.0
88,15,0,False,2019-10-21 19:00:00,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,68,10962,975,907,15,3,SHU,10,Holding,2,4.4
86,9,1,False,2019-10-19 14:00:00,2,1,9,90,0,0,0,2,0,0,0,0,0,0,0,10,16.2,1.8,0.0,1.8,48,-52826,826755,20584,73410,9,3,LEI,447,Pieters,2,4.3
88,15,1,False,2019-10-21 19:00:00,1,0,9,90,0,0,0,1,0,0,0,1,0,0,0,7,6.2,17.7,14.0,3.8,45,19820,76596,29189,9369,15,3,SHU,541,Saka,3,4.7
81,4,2,True,2019-10-19 14:00:00,2,1,9,75,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.3,30.0,2.6,61,92738,223485,105782,13044,4,2,BHA,428,Wesley,4,5.4
87,10,9,True,2019-10-20 15:30:00,1,1,9,83,1,0,1,0,0,0,0,0,0,0,3,32,37.8,12.0,24.0,7.4,84,-47360,678570,7878,55238,10,5,LIV,233,Rashford,4,8.9
89,17,2,False,2019-10-19 14:00:00,1,1,9,83,0,0,1,0,0,0,0,1,0,0,0,2,2.2,12.3,20.0,3.5,57,-4454,66622,971,5425,17,4,TOT,369,Pereyra,3,5.6
81,2,0,False,2019-10-19 14:00:00,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-61,4398,57,118,2,2,AVL,50,Jahanbakhsh,3,5.8
90,20,0,False,2019-10-19 14:00:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-5823,173261,5323,11146,20,4,WOL,315,Long,4,4.6
87,12,0,False,2019-10-20 15:30:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-45,1654,49,94,12,4,MUN,530,Lonergan,1,4.2
84,7,0,False,2019-10-19 16:30:00,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,87,-45150,604427,85948,131098,7,3,CRY,217,Mahrez,3,8.6
84,11,0,True,2019-10-19 16:30:00,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1161,54479,3740,4901,11,5,MCI,131,Guaita,1,4.9
90,20,2,False,2019-10-19 14:00:00,1,1,9,81,0,0,0,1,0,0,0,0,0,0,0,10,10.4,12.3,2.0,2.5,45,-2142,78914,2730,4872,20,4,WOL,328,Oriol Romeu,3,4.3
89,18,7,True,2019-10-19 14:00:00,1,1,9,90,1,0,0,1,0,0,0,1,0,0,1,24,46.0,27.7,40.0,11.4,84,-441,30797,1748,2189,18,3,WAT,344,Alli,3,8.3
87,12,0,False,2019-10-20 15:30:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,4932,47936,6802,1870,12,4,MUN,200,Milner,3,5.3
84,11,2,True,2019-10-19 16:30:00,0,2,9,90,0,0,0,2,0,0,0,0,0,0,0,6,13.8,14.8,21.0,5.0,67,-33102,615980,10721,43823,11,5,MCI,133,Zaha,3,6.6
85,19,0,True,2019-10-19 11:30:00,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-257,10994,113,370,19,2,WHU,477,Gibson,2,4.2
87,12,0,False,2019-10-20 15:30:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-3736,59437,1081,4817,12,4,MUN,184,Gomez,2,5.3
85,8,0,False,2019-10-19 11:30:00,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-6395,152619,16078,22473,8,3,EVE,376,Cresswell,2,4.5
87,10,2,True,2019-10-20 15:30:00,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,8,15.8,0.3,2.0,1.8,48,-195,10096,244,439,10,5,LIV,227,Rojo,2,4.8
82,14,3,True,2019-10-19 14:00:00,0,0,9,68,0,0,1,0,0,0,0,0,0,0,0,7,11.4,6.4,12.0,3.0,61,930,252978,24352,23422,14,2,NOR,505,Harry Wilson,3,5.7
81,2,1,False,2019-10-19 14:00:00,2,1,9,20,0,0,0,1,0,0,0,0,0,0,0,5,11.2,0.0,0.0,1.1,49,-7559,85154,710,8269,2,2,AVL,37,Duffy,2,4.8
89,18,0,True,2019-10-19 14:00:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1272,1528,1490,218,18,3,WAT,555,Vorm,1,4.2
87,12,2,False,2019-10-20 15:30:00,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,13,16.4,1.3,0.0,1.8,65,-72180,3185653,27864,100044,12,4,MUN,183,van Dijk,2,6.5
87,10,2,True,2019-10-20 15:30:00,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,8,14.6,1.7,7.0,2.3,50,-274,140415,17227,17501,10,5,LIV,248,McTominay,3,4.8
90,20,0,False,2019-10-19 14:00:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-1272,6713,117,1389,20,4,WOL,438,Djenepo,3,5.2
87,12,1,False,2019-10-20 15:30:00,1,1,9,59,0,0,0,1,0,0,0,0,0,0,0,3,3.8,3.5,12.0,1.9,53,-8075,199758,3639,11714,12,4,MUN,188,Origi,4,5.1
85,8,0,False,2019-10-19 11:30:00,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-871,37923,548,1419,8,3,EVE,379,Zabaleta,2,4.1
83,6,2,False,2019-10-19 14:00:00,1,0,9,90,0,0,0,1,0,0,0,0,0,0,0,10,23.8,4.4,0.0,2.8,50,-2574,170288,5663,8237,6,4,CHE,252,Schär,2,5.0
88,15,0,False,2019-10-21 19:00:00,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-31,1700,25,56,15,3,SHU,9,Jenkinson,2,4.5
90,16,0,True,2019-10-19 14:00:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-594,31509,372,966,16,3,SOU,412,Ruddy,1,4.2
87,10,0,True,2019-10-20 15:30:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-837,18345,327,1164,10,5,LIV,250,Garner,3,4.3
84,11,0,True,2019-10-19 16:30:00,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-503,5605,23,526,11,5,MCI,125,Sakho,2,5.0
87,12,2,False,2019-10-20 15:30:00,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,5,6.2,36.3,4.0,4.7,118,521038,2058900,544714,23676,12,4,MUN,192,Mané,3,12.1
90,20,2,False,2019-10-19 14:00:00,1,1,9,90,0,0,0,1,0,0,0,0,0,0,0,13,14.4,0.3,0.0,1.5,45,-3328,62649,580,3908,20,4,WOL,307,Bednarek,2,4.4
81,4,1,True,2019-10-19 14:00:00,2,1,9,14,0,0,0,0,0,0,0,0,0,0,0,4,4.2,0.5,17.0,2.2,44,-92,22235,1179,1271,4,2,BHA,34,Davis,3,4.2
90,20,9,False,2019-10-19 14:00:00,1,1,9,90,1,0,0,1,0,0,0,0,0,0,3,27,34.6,10.9,82.0,12.8,59,7913,119680,15442,7529,20,4,WOL,313,Ings,4,7.6
81,4,0,True,2019-10-19 14:00:00,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-322,10701,98,420,4,2,BHA,27,Nyland,1,4.3
83,6,2,False,2019-10-19 14:00:00,1,0,9,82,0,0,0,1,0,0,0,0,0,0,0,0,0.8,5.2,6.0,1.2,58,-8914,82774,1986,10900,6,4,CHE,466,Joelinton,4,5.5
87,10,0,True,2019-10-20 15:30:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-96,3657,11,107,10,5,LIV,230,Darmian,2,4.9
87,12,0,False,2019-10-20 15:30:00,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,124,-601424,2186184,13726,615150,12,4,MUN,191,Salah,3,12.5
81,4,0,True,2019-10-19 14:00:00,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-234,6831,105,339,4,2,BHA,26,Kodjia,4,5.4
