chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM,team_strength,team_short_name,strength_overall_home,strength_overall_away,position_name_short
,,96994,0,0,0,0,0,4,2.2,1.7,2,2.7,181,False,,,55,96994.jpg,2.2,0.1,a,8,54,9,631,1911,0.5,1.6,Decordova-Reid,204,1,0,0,4,0,0,0,1,0,0,0,45,41.6,14.7,47.0,10.3,171,19,193,28,78,27,144,24,,,,,,,3.9705882352941178,0.4,0.0363636363636364,2,FUL,1000,1020,FWD
,,128389,-1,1,-1,1,0,4,4.8,4.3,2,5.3,184,False,,,59,128389.jpg,4.2,14.1,a,8,54,17,21331,235609,0.9,2.9,Mitrović,297,2,0,0,8,0,0,0,1,0,0,3,57,84.2,43.1,169.0,28.9,60,12,88,8,11,6,21,12,,,2.0,,1.0,,5.151515151515151,0.7118644067796609,0.3728813559322034,2,FUL,1000,1020,FWD
100.0,100.0,101668,0,0,1,-1,2,4,7.5,7.5,2,7.0,224,False,,2020-09-27 17:30:12.651201,101,101668.jpg,8.5,26.1,a,9,13,34,184925,106227,0.7,3.4,Vardy,354,5,0,1,7,0,0,0,0,0,0,6,138,181.6,23.4,143.0,34.9,6,3,149,21,18,12,11,5,,,,,1.0,,8.64406779661017,0.8415841584158417,0.6435643564356436,4,LEI,1200,1240,FWD
,,173515,-1,1,-3,3,0,4,1.2,1.2,1,0.7,233,False,,,57,173515.jpg,1.0,0.3,a,9,13,2,754,3127,0.1,0.4,Iheanacho,31,0,0,0,1,0,0,0,0,0,0,0,9,3.2,15.6,22.0,4.1,329,38,187,26,166,36,267,36,,,,,5.0,,5.806451612903227,0.17543859649122806,-0.17543859649122806,4,LEI,1200,1240,FWD
,,106617,0,0,3,-3,0,4,7.2,6.7,1,7.7,202,False,,,58,106617.jpg,7.5,25.2,a,10,2,30,188097,151663,1.3,5.2,Bamford,310,3,2,1,7,0,0,0,1,0,0,5,100,130.2,25.7,166.0,32.2,16,6,138,19,13,8,17,9,,,,,2.0,,8.709677419354838,1.293103448275862,0.9482758620689656,3,LEE,1090,1130,FWD
,,80954,0,0,-2,2,0,4,2.8,2.3,8,3.3,492,False,,,58,80954.jpg,2.8,3.3,a,10,2,11,20960,21878,0.6,1.9,Rodrigo,152,1,0,0,2,0,0,0,0,0,0,3,34,45.0,27.4,101.0,17.4,156,17,129,16,32,19,66,17,,,,,,,6.5131578947368425,0.4827586206896552,0.1379310344827586,3,LEE,1090,1130,FWD
,,92217,-1,1,-2,2,0,4,4.5,5.0,5,4.0,249,False,,,93,92217.jpg,3.2,2.8,a,11,14,13,9210,23305,0.4,1.4,Firmino,332,0,2,1,10,0,0,0,1,0,0,0,63,64.8,89.2,150.0,30.4,101,15,22,2,16,10,20,11,,,,,4.0,,3.5240963855421694,0.3440860215053763,0.12903225806451613,5,LIV,1330,1350,FWD
,,152760,-1,1,-2,2,0,4,0.5,1.0,0,0.0,256,False,,,53,152760.jpg,0.0,0.8,a,11,14,0,1972,6845,0.0,0.0,Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,532,55,529,58,519,59,536,59,,,,,,,,0.0,-0.37735849056603776,5,LIV,1330,1350,FWD
0.0,0.0,37572,0,0,-1,1,0,4,0.0,0.0,0,0.0,268,False,Knee injury - Expected back 31 Oct,2020-09-18 13:30:12.262659,104,37572.jpg,0.0,1.3,i,12,43,0,5254,12264,0.0,0.0,Agüero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,576,69,576,69,576,69,576,69,,,,,2.0,,,0.0,-0.1923076923076923,5,MCI,1330,1350,FWD
0.0,0.0,205651,0,0,-1,1,0,4,0.0,0.0,0,2.0,282,False,Muscle injury - Expected back 24 Oct,2020-09-25 18:00:17.193627,94,205651.jpg,6.0,0.9,i,12,43,6,407,14133,0.2,0.6,Jesus,90,1,0,0,1,0,0,0,1,0,0,1,28,47.0,13.8,45.0,10.6,150,16,198,29,84,29,138,22,,,,,5.0,,6.0,0.6382978723404255,0.425531914893617,5,MCI,1330,1350,FWD
,,463034,0,0,0,0,0,4,0.8,1.3,0,0.3,539,False,,,45,463034.jpg,1.0,1.0,a,12,43,1,14611,16023,0.1,0.2,Delap,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,474,46,322,43,251,43,352,45,,,,,,,2.3076923076923075,0.2222222222222222,-0.2222222222222222,5,MCI,1330,1350,FWD
,,58498,0,0,-2,2,0,4,0.8,0.3,0,0.3,293,False,,,63,58498.jpg,1.0,0.2,a,13,1,1,867,2278,0.0,0.2,Ighalo,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,566,65,338,46,282,46,353,46,,,,,,,10.0,0.15873015873015872,-0.15873015873015872,4,MUN,1220,1250,FWD
0.0,,148225,-1,1,-2,2,0,4,0.0,1.7,1,1.7,303,False,Suspended until 07 Nov,2020-10-04 17:30:13.903214,88,148225.jpg,1.7,5.9,s,13,1,5,3634,241260,0.2,0.6,Martial,206,0,1,0,10,0,0,0,0,1,0,0,10,3.6,11.1,62.0,7.6,326,35,223,34,59,24,198,32,,,,,4.0,,2.184466019417476,0.19318181818181812,-0.034090909090909095,4,MUN,1220,1250,FWD
0.0,,40720,0,0,0,0,0,4,0.0,2.8,0,0.0,569,False,Unavailable due to illness guidelines. - Expected back 24 Oct,2020-10-14 10:30:20.778586,80,40720.jpg,0.0,0.4,n,13,1,0,38927,12389,0.0,0.0,Cavani,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,574,68,574,68,573,68,574,68,,,,,,,,0.0,-0.25,4,MUN,1220,1250,FWD
,,40142,-1,1,-1,1,0,4,1.2,1.7,0,1.7,320,False,,,54,40142.jpg,2.3,0.5,a,14,4,7,1325,7543,0.3,1.3,Carroll,145,0,1,1,2,0,0,0,0,0,0,0,15,10.2,16.1,72.0,9.8,289,30,182,25,44,20,153,27,,,,,,,4.344827586206897,0.4259259259259259,0.05555555555555552,3,NEW,1090,1130,FWD
0.0,0.0,104547,0,0,-1,1,0,4,0.0,0.0,0,0.0,329,False,Knee injury - Expected back 12 Jan,2020-08-27 12:30:12.628215,59,104547.jpg,0.0,0.0,i,14,4,0,58,189,0.0,0.0,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,558,61,559,63,557,63,560,63,,,5.0,,,,,0.0,-0.3389830508474576,3,NEW,1090,1130,FWD
,,180974,-1,1,-2,2,0,4,0.5,1.0,1,1.0,340,False,,,58,180974.jpg,1.0,0.2,a,14,4,4,655,2324,0.2,0.7,Joelinton,213,0,0,0,3,0,0,0,2,0,0,0,22,32.4,34.2,29.0,9.5,215,27,107,12,135,35,158,29,,,,,,,1.6901408450704225,0.1724137931034483,-0.1724137931034483,3,NEW,1090,1130,FWD
0.0,0.0,196118,0,0,-1,1,0,4,0.0,0.0,0,0.0,341,False,Joined Eibar on loan until the end of the season on 16/9. - Expected back 01 Jul,2020-09-16 09:00:10.507402,49,196118.jpg,0.0,0.2,n,14,4,0,348,1617,0.0,0.0,Muto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,51,499,54,479,55,511,55,,,,,,,,0.0,-0.4081632653061224,3,NEW,1090,1130,FWD
,,75115,1,-1,0,0,1,4,8.2,8.7,16,8.7,506,True,,,65,75115.jpg,8.5,13.1,a,14,4,34,269701,70547,1.3,5.2,Wilson,354,4,1,1,5,0,0,0,0,0,0,7,122,152.0,47.9,137.0,33.4,10,5,80,7,21,14,12,6,,,,,1.0,,8.64406779661017,1.3076923076923077,1.0,3,NEW,1090,1130,FWD
,,195473,0,0,0,0,0,4,0.5,-0.5,0,0.0,262,False,,,45,195473.jpg,0.0,6.4,a,15,49,0,130552,54014,0.0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,459,45,449,49,413,49,464,50,,,,,,,,0.0,-0.4444444444444444,3,SHU,1140,1160,FWD
,,18867,0,0,-2,2,0,4,1.2,0.2,1,0.7,343,False,,,58,18867.jpg,1.3,0.2,a,15,49,4,310,1848,0.1,0.7,Sharp,120,0,0,0,3,0,0,0,0,0,0,0,-1,3.4,4.6,44.0,5.2,327,36,250,38,87,30,244,35,,,,,3.0,,3.0,0.2241379310344828,-0.12068965517241377,3,SHU,1140,1160,FWD
75.0,,27436,0,0,-1,1,0,4,3.2,3.2,8,3.7,344,False,Muscle injury - 75% chance of playing,2020-10-11 23:30:11.810506,54,27436.jpg,3.0,0.7,d,15,49,12,7439,7524,0.7,2.2,McGoldrick,212,1,0,1,2,0,0,0,0,0,0,2,41,35.8,19.3,41.0,9.7,202,24,169,24,99,32,154,28,,,,,2.0,,5.09433962264151,0.5555555555555555,0.1851851851851852,3,SHU,1140,1160,FWD
,,169432,0,0,-2,2,0,4,1.5,0.5,1,1.0,357,False,,,58,169432.jpg,1.0,0.3,a,15,49,4,562,3847,0.2,0.7,McBurnie,162,0,0,0,5,0,0,0,1,0,0,0,11,21.0,27.7,56.0,10.5,248,29,128,15,66,25,139,23,,,,,,,2.2222222222222223,0.1724137931034483,-0.1724137931034483,3,SHU,1140,1160,FWD
0.0,0.0,178304,-1,1,-2,2,0,4,0.0,0.0,0,0.0,359,False,Toe Injury - Unknown return date,2020-09-15 02:00:14.452284,58,178304.jpg,0.0,0.1,i,15,49,0,55,1141,0.0,0.0,Mousset,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,59,556,62,554,62,557,62,,,,,,,,0.0,-0.3448275862068966,3,SHU,1140,1160,FWD
,,20452,-1,1,-2,2,0,4,0.2,1.2,1,0.7,361,False,,,53,20452.jpg,1.0,0.8,a,16,20,3,2358,8606,0.1,0.6,Long,21,0,0,0,1,0,0,0,0,0,0,0,5,2.0,0.5,6.0,0.7,340,39,314,42,240,41,333,42,,,,,,,12.857142857142856,0.18867924528301888,-0.18867924528301888,3,SOU,1090,1120,FWD
,,84939,0,0,0,0,0,4,6.8,7.8,2,7.3,366,False,,,85,84939.jpg,6.0,19.0,a,16,20,24,54027,161179,0.9,2.8,Ings,360,3,0,2,6,0,0,0,0,0,0,4,97,120.6,43.0,147.0,31.1,21,8,89,9,17,11,19,10,,,,,1.0,,6.0,0.7058823529411765,0.4705882352941176,3,SOU,1090,1120,FWD
,,200439,-1,1,-2,2,0,4,2.2,3.2,2,2.7,377,False,,,58,200439.jpg,2.5,1.7,a,16,20,10,2250,39422,0.5,1.7,Adams,322,0,1,2,5,0,0,0,1,0,0,0,16,41.4,48.2,123.0,21.3,173,20,79,6,26,16,46,16,,,,,,,2.7950310559006213,0.4310344827586207,0.08620689655172414,3,SOU,1090,1120,FWD
,,220598,-1,1,-2,2,0,4,-0.2,0.8,0,0.3,381,False,,,48,220598.jpg,1.0,1.5,a,16,20,1,3329,16277,0.1,0.2,Obafemi,13,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,351,42,334,45,448,50,355,47,,,,,,,6.9230769230769225,0.20833333333333331,-0.20833333333333331,3,SOU,1090,1120,FWD
,,78830,1,-1,1,-1,2,4,14.5,14.0,16,14.0,388,True,,,106,78830.jpg,11.0,24.6,a,17,6,44,482151,34975,1.3,4.2,Kane,353,3,6,0,4,0,0,0,0,0,0,6,159,235.0,119.0,269.0,62.3,2,1,13,1,3,2,2,1,,,1.0,,1.0,,11.21813031161473,1.0377358490566038,0.8490566037735849,4,TOT,1270,1290,FWD
,,245824,0,0,0,0,0,4,2.9,2.4,0,0.0,564,False,,,70,245824.jpg,0.0,0.0,a,17,6,0,1109,296,0.0,0.0,Carlos Vinicius,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572,67,572,67,571,67,572,67,,,,,,,,0.0,-0.2857142857142857,4,TOT,1270,1290,FWD
25.0,,171975,0,0,0,0,1,4,1.2,4.8,1,5.3,358,False,Lack of match fitness - 25% chance of playing,2020-10-15 01:00:17.517534,55,171975.jpg,4.2,1.0,d,18,35,17,18719,19961,1.0,3.1,Callum Robinson,273,2,0,0,8,0,0,0,0,0,0,3,56,72.8,32.3,54.0,15.7,82,14,111,13,69,26,80,19,,,,,,,5.604395604395603,0.7636363636363637,0.4,2,WBA,1020,1040,FWD
0.0,100.0,49440,-1,1,-2,2,0,4,0.0,0.2,1,0.7,408,False,Arm injury - Unknown return date,2020-10-05 10:00:16.157414,53,49440.jpg,1.0,0.2,i,18,35,3,576,3382,0.1,0.6,Robson-Kanu,84,0,0,0,5,0,0,0,0,0,0,0,6,7.2,10.7,16.0,3.4,306,32,228,35,191,37,280,37,,,,,2.0,,3.214285714285714,0.18867924528301888,-0.18867924528301888,2,WBA,1020,1040,FWD
,,78356,0,0,-2,2,0,4,-0.5,-0.5,0,0.0,415,False,,,53,78356.jpg,0.0,0.3,a,18,35,0,734,4197,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,530,54,527,57,517,58,534,58,,,,,1.0,,,0.0,-0.37735849056603776,2,WBA,1020,1040,FWD
0.0,0.0,82078,0,0,-1,1,0,4,0.0,0.0,0,0.0,416,False,Calf injury - Unknown return date,2020-09-06 03:00:11.234287,49,82078.jpg,0.0,0.1,i,18,35,0,234,576,0.0,0.0,Zohore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,48,490,51,465,52,502,52,,,,,3.0,,,0.0,-0.4081632653061224,2,WBA,1020,1040,FWD
,,57531,0,0,-2,2,0,4,4.8,4.8,8,5.3,437,False,,,63,57531.jpg,4.5,5.2,a,19,21,18,34897,40459,0.8,2.9,Antonio,354,2,0,2,4,0,0,0,0,0,0,2,58,97.2,51.5,250.0,39.8,45,11,68,5,4,3,10,4,,,,,2.0,,4.576271186440677,0.7142857142857143,0.3968253968253969,3,WHU,1140,1170,FWD
,,103123,-1,1,-3,3,0,4,1.8,1.8,1,2.3,441,False,,,62,103123.jpg,2.0,0.3,a,19,21,8,650,3175,0.4,1.3,Haller,29,1,0,0,1,0,0,0,0,0,0,0,33,35.4,11.6,45.0,9.1,205,25,217,32,83,28,166,30,,,,,,,24.82758620689655,0.3225806451612903,0.0,3,WHU,1140,1170,FWD
0.0,0.0,167522,0,0,0,0,0,4,0.0,0.0,0,0.0,444,False,Joined Norwich City on a permanent deal on 24/8,2020-08-24 18:30:13.532593,55,167522.jpg,0.0,0.0,u,19,21,0,33,46,0.0,0.0,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,546,57,548,60,544,60,549,60,,,,,,,,0.0,-0.3636363636363637,3,WHU,1140,1170,FWD
0.0,0.0,181008,0,0,0,0,0,4,0.0,0.0,0,0.0,447,False,Transferred to Celtic,2020-08-15 12:28:02.359786,55,181008.jpg,0.0,0.0,u,19,21,0,55,48,0.0,0.0,Ajeti,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547,58,549,61,545,61,550,61,,,,,,,,0.0,-0.3636363636363637,3,WHU,1140,1170,FWD
,,102057,0,0,1,-1,0,4,3.2,3.7,2,2.7,460,False,,,86,102057.jpg,4.0,21.9,a,20,39,16,67964,228636,0.3,1.9,Jiménez,360,2,0,2,7,1,0,0,0,0,0,2,54,78.6,20.7,161.0,26.1,67,13,160,23,14,9,36,14,,,,,1.0,,4.0,0.4651162790697674,0.2325581395348837,4,WOL,1190,1210,FWD
0.0,0.0,141569,0,0,-1,1,0,4,0.0,0.0,0,0.0,463,False,Joined Grasshopper Club Zurich on loan until the end of next season on 22/9. - Expected back 01 Jul,2020-09-22 15:30:12.331538,49,141569.jpg,0.0,0.2,n,20,39,0,195,2445,0.0,0.0,Bonatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,50,494,53,472,54,506,54,,,,,,,,0.0,-0.4081632653061224,4,WOL,1190,1210,FWD
,,474003,-1,1,-1,1,0,4,0.5,1.0,0,0.0,476,False,,,49,474003.jpg,0.0,0.3,a,20,39,0,1335,3209,0.0,0.0,Campana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,52,507,55,492,56,519,56,,,,,,,,0.0,-0.4081632653061224,4,WOL,1190,1210,FWD
,,449988,0,0,-1,1,0,4,1.2,1.7,0,0.7,504,False,,,54,449988.jpg,1.0,0.7,a,20,39,2,1554,9806,0.1,0.4,Fabio Silva,40,0,0,0,3,0,0,0,0,0,0,0,3,3.2,13.1,40.0,5.6,328,37,204,30,102,33,235,34,,,,,,,4.5,0.1851851851851852,-0.1851851851851852,4,WOL,1190,1210,FWD
,,80201,0,0,0,0,0,1,1.8,2.8,2,2.3,8,False,,,50,80201.jpg,3.5,9.7,a,1,3,14,47563,43772,0.5,2.8,Leno,360,0,0,1,5,0,0,0,0,0,10,2,81,79.0,0.0,0.0,7.9,66,8,515,52,500,51,191,9,,,,,,,3.5,0.7,0.3,4,ARS,1240,1250,GKP
,,113534,0,0,0,0,0,1,-0.5,0.5,0,0.0,527,False,,,40,113534.jpg,0.0,0.9,a,1,3,0,13459,4500,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,33,351,12,300,10,372,33,,,,,,,,0.0,-0.5,4,ARS,1240,1250,GKP
,,115918,0,0,0,0,0,1,-0.5,0.5,0,0.0,547,False,,,45,115918.jpg,0.0,0.0,a,1,3,0,248,169,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,450,55,439,39,399,37,455,55,,,,,,,,0.0,-0.4444444444444444,4,ARS,1240,1250,GKP
,,98980,1,-1,2,-2,0,1,6.8,6.3,3,7.3,12,True,,,47,98980.jpg,7.3,19.0,a,2,7,22,343799,28911,1.6,4.7,Martínez,270,0,0,2,2,0,1,0,0,0,9,2,86,93.2,0.0,0.0,9.3,50,5,465,44,433,43,160,6,,,,,,,7.333333333333334,1.5531914893617018,1.127659574468085,3,AVL,1130,1150,GKP
0.0,0.0,21205,0,0,0,0,0,1,0.0,0.0,0,0.0,28,False,Knee injury - Expected back 17 Oct,2020-08-15 10:00:11.430596,45,21205.jpg,0.0,0.1,i,2,7,0,207,353,0.0,0.0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,48,417,28,377,26,438,48,,,,,,,,0.0,-0.4444444444444444,3,AVL,1130,1150,GKP
,,79852,0,0,0,0,0,1,-0.5,-1.0,0,0.0,32,False,,,40,79852.jpg,0.0,5.5,a,2,7,0,32073,24519,0.0,0.0,Steer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,363,30,347,9,296,7,368,30,,,,,,,,0.0,-0.5,3,AVL,1130,1150,GKP
0.0,,98770,0,0,0,0,0,1,0.0,-1.0,0,0.0,35,False,Contract terminated on 5/10,2020-10-05 21:00:11.316167,40,98770.jpg,0.0,12.4,u,2,7,0,8675,114665,0.0,0.0,Nyland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,365,31,349,10,298,8,370,31,,,,,,,,0.0,-0.5,3,AVL,1130,1150,GKP
,,131897,0,0,0,0,0,1,2.3,1.8,0,2.3,70,False,,,45,131897.jpg,2.0,16.5,a,3,36,8,36717,78354,0.5,1.8,Ryan,360,0,0,1,10,0,0,0,0,0,5,0,55,34.4,0.0,0.0,3.4,207,17,440,40,400,38,279,17,,,,,,,2.0,0.4444444444444444,0.0,3,BHA,1100,1120,GKP
50.0,0.0,108813,0,0,0,0,0,1,0.0,0.0,0,0.0,503,False,Ankle injury - 50% chance of playing,2020-09-12 09:00:11.155698,40,108813.jpg,0.0,1.3,d,3,36,0,2677,6896,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,366,32,350,11,299,9,371,32,,,,,,,,0.0,-0.5,3,BHA,1100,1120,GKP
,,49262,0,0,0,0,0,1,0.0,-0.5,0,0.0,528,False,,,40,49262.jpg,0.0,0.6,a,3,36,0,10786,3073,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,361,28,345,7,294,5,366,28,,,,,,,,0.0,-0.5,3,BHA,1100,1120,GKP
,,98747,0,0,0,0,0,1,1.8,1.3,1,1.3,96,False,,,55,98747.jpg,1.3,12.6,a,4,90,4,15084,78647,0.2,0.7,Pope,270,0,0,0,8,0,0,0,0,0,5,0,30,33.2,0.0,0.0,3.3,213,18,545,59,541,59,282,18,,,,,,,1.3333333333333337,0.2363636363636364,-0.12727272727272726,3,BUR,1060,1100,GKP
75.0,,220037,0,0,0,0,0,1,0.4,0.0,0,0.0,99,False,Hip injury - 75% chance of playing,2020-10-15 09:00:16.232697,40,220037.jpg,0.0,1.5,d,4,90,0,7538,5150,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,375,35,359,14,311,12,380,35,,,,,,,,0.0,-0.5,3,BUR,1060,1100,GKP
,,20310,0,0,-1,1,0,1,0.8,0.8,0,0.3,101,False,,,49,20310.jpg,1.0,0.3,a,5,8,1,404,1943,0.1,0.2,Caballero,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0.0,0.4,319,24,477,46,450,45,344,24,,,,,,,1.0,0.2040816326530612,-0.2040816326530612,4,CHE,1250,1280,GKP
,,109745,-1,1,-2,2,0,1,1.2,1.2,0,0.7,112,False,,,48,109745.jpg,2.0,1.2,a,5,8,4,2815,17955,0.1,0.8,Arrizabalaga,180,0,0,0,3,0,0,0,0,0,5,0,28,28.6,0.0,0.0,2.8,226,19,472,45,443,44,292,19,,,,,,,2.0,0.4166666666666667,0.0,4,CHE,1250,1280,GKP
25.0,,228286,0,0,0,0,0,1,0.9,3.5,6,3.0,548,False,Thigh injury - 25% chance of playing,2020-10-09 00:00:14.848511,50,228286.jpg,6.0,1.6,d,5,8,6,76724,24254,0.6,1.2,Mendy,90,0,0,1,0,0,0,0,0,0,0,0,20,5.0,0.0,0.0,0.5,314,23,521,53,511,53,340,23,,,,,,,6.0,1.2,0.8,4,CHE,1250,1280,GKP
75.0,,20066,-1,1,-1,1,0,1,0.0,-0.5,0,0.0,126,False,Hamstring injury - 75% chance of playing,2020-10-15 01:00:16.946989,44,20066.jpg,0.0,0.6,d,6,31,0,1025,3529,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,38,375,17,331,15,397,38,,,,,,,,0.0,-0.4545454545454545,3,CRY,1080,1120,GKP
,,40836,0,0,0,0,1,1,1.7,1.2,0,1.7,128,False,,,50,40836.jpg,3.8,4.6,a,6,31,15,42557,28227,0.3,3.0,Guaita,360,0,0,1,7,0,0,0,0,0,13,3,69,94.2,0.0,0.0,9.4,49,4,510,50,495,49,159,5,,,,,,,3.75,0.76,0.36,3,CRY,1080,1120,GKP
,,57513,-1,1,-1,1,0,1,-0.5,0.5,0,0.0,151,False,,,44,57513.jpg,0.0,0.1,a,7,11,0,299,719,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,397,40,380,19,336,17,402,40,,,,,,,,0.0,-0.4545454545454545,4,EVE,1200,1210,GKP
,,111234,0,0,0,0,0,1,0.8,1.8,1,1.3,157,False,,,50,111234.jpg,3.0,8.8,a,7,11,12,27337,70089,0.3,2.4,Pickford,360,0,0,1,5,0,0,0,0,0,8,1,65,64.8,10.0,0.0,7.6,100,14,233,2,503,52,197,10,,,,,,,3.0,0.6,0.2,4,EVE,1200,1210,GKP
,,222627,-1,1,-1,1,0,1,-0.5,0.5,0,0.0,167,False,,,44,222627.jpg,0.0,0.1,a,7,11,0,129,379,0.0,0.0,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,46,404,26,364,24,425,46,,,,,,,,0.0,-0.4545454545454545,4,EVE,1200,1210,GKP
,,111782,0,0,0,0,0,1,1.3,2.3,0,0.0,573,False,,,45,111782.jpg,0.0,0.0,a,7,11,0,780,186,0.0,0.0,Olsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449,54,438,38,398,36,454,54,,,,,,,,0.0,-0.4444444444444444,4,EVE,1200,1210,GKP
,,40559,0,0,0,0,0,1,-0.5,-1.0,0,0.0,171,False,,,40,40559.jpg,0.0,1.8,a,8,54,0,4171,5477,0.0,0.0,Fabri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,360,27,344,6,293,4,365,27,,,,,,,,0.0,-0.5,2,FUL,1000,1020,GKP
0.0,0.0,122074,0,0,-1,1,0,1,0.0,0.0,0,0.0,183,False,Joined Middlesbrough on loan until the end of the season on 10/9. - Expected back 01 Jul,2020-09-10 14:30:11.949431,44,122074.jpg,0.0,0.0,n,8,54,0,95,375,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,45,391,24,350,22,413,45,,,,,,,,0.0,-0.4545454545454545,2,FUL,1000,1020,GKP
,,155529,-1,1,-1,1,0,1,-0.5,-1.0,0,0.0,186,False,,,44,155529.jpg,1.0,0.4,a,8,54,1,849,2369,0.0,0.2,Rodák,90,0,0,0,3,0,0,0,0,0,2,0,11,18.2,0.0,0.0,1.8,261,22,397,25,356,23,317,22,,,,,,,1.0,0.2272727272727273,-0.2272727272727273,2,FUL,1000,1020,GKP
,,84182,0,0,0,0,0,1,1.2,0.7,3,1.7,516,False,,,45,84182.jpg,1.7,1.3,a,8,54,5,6584,7713,0.4,1.1,Areola,270,0,0,0,8,0,0,0,0,0,9,0,45,69.8,0.0,0.0,6.9,92,12,431,35,391,33,210,13,,,,,,,1.6666666666666663,0.37777777777777777,-0.06666666666666668,2,FUL,1000,1020,GKP
,,17745,0,0,0,0,0,1,2.5,2.5,2,2.0,217,False,,,55,17745.jpg,3.0,12.7,a,9,13,12,38122,46853,0.4,2.2,Schmeichel,360,0,0,1,7,0,0,0,0,0,10,0,66,90.4,0.0,0.0,9.1,52,6,540,55,535,55,165,7,,,,,,,3.0,0.5454545454545454,0.18181818181818185,4,LEI,1200,1240,GKP
,,95463,0,0,0,0,0,1,0.5,0.5,0,0.0,223,False,,,45,95463.jpg,0.0,0.2,a,9,13,0,258,866,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,53,434,36,394,34,451,53,,,,,,,,0.0,-0.4444444444444444,4,LEI,1200,1240,GKP
